TradableInstrumentAlphaCode,LogicalBusinessDay,BuySellIndicator,CountOfTrades
AWA,2017/01/03,S,62
B2G,2017/01/03,S,1
BAT,2017/01/03,B,957
BAT,2017/01/03,S,1064
BATSBC,2017/01/03,S,6
BAU,2017/01/03,B,2
BAU,2017/01/03,S,2
BAW,2017/01/03,B,640
BAW,2017/01/03,S,761
BCF,2017/01/03,B,1
BCF,2017/01/03,S,1
BDM,2017/01/03,S,1
BEL,2017/01/03,S,2
BGA,2017/01/03,B,759
BGA,2017/01/03,S,1360
BID,2017/01/03,B,961
BID,2017/01/03,S,1266
BIL,2017/01/03,B,956
BIL,2017/01/03,S,1301
BILSBM,2017/01/03,B,1
BLU,2017/01/03,B,417
BLU,2017/01/03,S,390
BMN,2017/01/03,S,1
BNPASI,2017/01/03,B,2
BNPASI,2017/01/03,S,1
BNPEUR,2017/01/03,B,3
BNPEUR,2017/01/03,S,1
BNPUSA,2017/01/03,B,4
BNPWOR,2017/01/03,B,1
BRN,2017/01/03,B,4
BRN,2017/01/03,S,1
BSR,2017/01/03,B,6
BSR,2017/01/03,S,3
BSS,2017/01/03,S,3
BTI,2017/01/03,B,989
BTI,2017/01/03,S,1259
BVT,2017/01/03,B,1607
BVT,2017/01/03,S,2239
BWL,2017/01/03,S,1
BWN,2017/01/03,B,2
BWN,2017/01/03,S,6
CCO,2017/01/03,B,302
CCO,2017/01/03,S,395
CFR,2017/01/03,B,631
CFR,2017/01/03,S,893
CGN,2017/01/03,B,1
CGR,2017/01/03,B,3
CGR,2017/01/03,S,3
CGREEN,2017/01/03,B,4
CGREEN,2017/01/03,S,3
CHP,2017/01/03,B,5
CHP,2017/01/03,S,3
CIL,2017/01/03,B,45
CIL,2017/01/03,S,77
CKS,2017/01/03,B,7
CKS,2017/01/03,S,6
CLH,2017/01/03,B,32
CLH,2017/01/03,S,14
CLI,2017/01/03,B,3
CLI,2017/01/03,S,3
CLN,2017/01/03,B,2
CLN,2017/01/03,S,1
CLR,2017/01/03,B,28
CLR,2017/01/03,S,28
CLS,2017/01/03,B,559
CLS,2017/01/03,S,833
CMB,2017/01/03,B,1
CMH,2017/01/03,B,3
CMH,2017/01/03,S,11
CML,2017/01/03,B,391
CML,2017/01/03,S,399
CMO,2017/01/03,B,3
COH,2017/01/03,B,80
COH,2017/01/03,S,78
COM,2017/01/03,B,3
COM,2017/01/03,S,1
CPI,2017/01/03,B,685
CPI,2017/01/03,S,579
CPIP,2017/01/03,B,3
CPIP,2017/01/03,S,2
CRD,2017/01/03,B,15
CRD,2017/01/03,S,6
CRG,2017/01/03,B,1
CRG,2017/01/03,S,1
CRP,2017/01/03,B,9
CRP,2017/01/03,S,7
CSB,2017/01/03,B,18
CSB,2017/01/03,S,25
CSEW40,2017/01/03,B,16
CSEW40,2017/01/03,S,2
CSG,2017/01/03,B,9
CSG,2017/01/03,S,7
CSP500,2017/01/03,B,35
CTA,2017/01/03,B,3
CTA,2017/01/03,S,3
CTK,2017/01/03,B,5
CTOP50,2017/01/03,B,12
CVH,2017/01/03,B,25
CVH,2017/01/03,S,22
CZA,2017/01/03,B,4
CZA,2017/01/03,S,3
DAW,2017/01/03,S,1
DBAFRI,2017/01/03,B,3
DBAFRI,2017/01/03,S,1
DBCHIN,2017/01/03,B,5
DBCHIN,2017/01/03,S,3
DBEMER,2017/01/03,B,3
DBEMER,2017/01/03,S,1
DBXEU,2017/01/03,B,12
DBXEU,2017/01/03,S,12
DBXJP,2017/01/03,B,11
DBXJP,2017/01/03,S,10
DBXUK,2017/01/03,B,13
DBXUK,2017/01/03,S,6
DBXUS,2017/01/03,B,37
DBXUS,2017/01/03,S,12
DBXWD,2017/01/03,B,31
DBXWD,2017/01/03,S,13
DCP,2017/01/03,B,114
DCP,2017/01/03,S,76
DCT,2017/01/03,B,10
DCT,2017/01/03,S,1
DIA,2017/01/03,B,3
DIA,2017/01/03,S,2
DIB,2017/01/03,B,1
DIB,2017/01/03,S,9
DIVTRX,2017/01/03,B,13
DIVTRX,2017/01/03,S,4
DLT,2017/01/03,B,101
DLT,2017/01/03,S,160
DRD,2017/01/03,B,359
DRD,2017/01/03,S,334
DSBP,2017/01/03,B,1
DST,2017/01/03,B,8
DST,2017/01/03,S,21
DSY,2017/01/03,B,1437
DSY,2017/01/03,S,1395
DTC,2017/01/03,B,191
DTC,2017/01/03,S,189
DYL,2017/01/03,S,1
ECS,2017/01/03,B,4
EFG,2017/01/03,B,6
ELI,2017/01/03,B,10
ELI,2017/01/03,S,19
ELR,2017/01/03,B,3
ELR,2017/01/03,S,9
EMI,2017/01/03,B,154
EMI,2017/01/03,S,119
EMN,2017/01/03,B,1
ENX,2017/01/03,B,4
ENX,2017/01/03,S,44
ENXPLD,2017/01/03,S,1
EOH,2017/01/03,B,175
EOH,2017/01/03,S,290
EPE,2017/01/03,S,3
EPP,2017/01/03,B,27
EPP,2017/01/03,S,53
EPS,2017/01/03,B,2
EPS,2017/01/03,S,1
EQU,2017/01/03,B,3
EQU,2017/01/03,S,6
ESR,2017/01/03,B,4
ESR,2017/01/03,S,5
ETFGLD,2017/01/03,B,2
ETFGLD,2017/01/03,S,1
ETFPLD,2017/01/03,B,2
ETFPLD,2017/01/03,S,1
ETFPLT,2017/01/03,B,2
ETFRHO,2017/01/03,B,1
EXG,2017/01/03,B,7
EXG,2017/01/03,S,1
EXX,2017/01/03,B,1503
EXX,2017/01/03,S,1841
FBR,2017/01/03,B,186
FBR,2017/01/03,S,120
FCR,2017/01/03,B,6
FCR,2017/01/03,S,3
FFA,2017/01/03,B,891
FFA,2017/01/03,S,1175
FFB,2017/01/03,B,616
FFB,2017/01/03,S,936
FGL,2017/01/03,B,1
FGL,2017/01/03,S,6
FSR,2017/01/03,B,1641
FSR,2017/01/03,S,2306
FSRP,2017/01/03,B,2
FSRP,2017/01/03,S,4
FST,2017/01/03,S,1
FSY,2017/01/03,S,1
FVT,2017/01/03,B,1
FVT,2017/01/03,S,1
GBI,2017/01/03,B,1
GFI,2017/01/03,B,2538
GFI,2017/01/03,S,2901
GFISBB,2017/01/03,B,1
GFISBE,2017/01/03,B,1
GFISBP,2017/01/03,B,1
GFISBP,2017/01/03,S,1
GGC,2017/01/03,S,1
GIVFIN,2017/01/03,B,5
GIVFIN,2017/01/03,S,2
GIVIND,2017/01/03,B,15
GIVIND,2017/01/03,S,2
GIVISA,2017/01/03,B,8
GIVISA,2017/01/03,S,3
GIVRES,2017/01/03,B,17
GIVRES,2017/01/03,S,5
GLD,2017/01/03,B,26
GLD,2017/01/03,S,26
GLI,2017/01/03,B,2
GLI,2017/01/03,S,1
GLN,2017/01/03,B,493
GLN,2017/01/03,S,395
GLPROP,2017/01/03,B,20
GLPROP,2017/01/03,S,3
GND,2017/01/03,B,339
GND,2017/01/03,S,320
GNDP,2017/01/03,B,1
GNDP,2017/01/03,S,15
GPL,2017/01/03,B,1
GPL,2017/01/03,S,3
GRF,2017/01/03,B,13
GRF,2017/01/03,S,38
GRP,2017/01/03,B,14
GRP,2017/01/03,S,5
GRT,2017/01/03,B,1207
GRT,2017/01/03,S,1818
HAR,2017/01/03,B,1422
HAR,2017/01/03,S,1463
HARSTN,2017/01/03,B,1
HARSTN,2017/01/03,S,2
HCI,2017/01/03,B,41
HCI,2017/01/03,S,23
HDC,2017/01/03,B,71
HDC,2017/01/03,S,28
HLM,2017/01/03,B,20
HLM,2017/01/03,S,17
HMN,2017/01/03,B,41
HMN,2017/01/03,S,48
HPB,2017/01/03,B,2
HPB,2017/01/03,S,11
HSP,2017/01/03,B,29
HSP,2017/01/03,S,7
HUG,2017/01/03,B,3
HUL,2017/01/03,S,1
HWN,2017/01/03,B,11
HWN,2017/01/03,S,10
HYP,2017/01/03,B,263
HYP,2017/01/03,S,281
IAP,2017/01/03,B,9
IAP,2017/01/03,S,18
ILE,2017/01/03,B,1
IMP,2017/01/03,B,2247
IMP,2017/01/03,S,2111
IMPCB,2017/01/03,S,1
IMPSBG,2017/01/03,B,2
INL,2017/01/03,B,633
INL,2017/01/03,S,1652
INLP,2017/01/03,B,2
INLP,2017/01/03,S,4
INP,2017/01/03,B,815
INP,2017/01/03,S,915
INPPR,2017/01/03,B,1
INPR,2017/01/03,B,5
INPR,2017/01/03,S,1
IPF,2017/01/03,B,13
IPF,2017/01/03,S,15
IPL,2017/01/03,B,987
IPL,2017/01/03,S,577
ISA,2017/01/03,S,1
ISB,2017/01/03,B,3
ITE,2017/01/03,B,17
ITE,2017/01/03,S,45
ITU,2017/01/03,B,569
ITU,2017/01/03,S,688
IVD,2017/01/03,S,1
IVT,2017/01/03,B,53
IVT,2017/01/03,S,79
IWE,2017/01/03,B,1
IWE,2017/01/03,S,1
JBL,2017/01/03,B,35
JBL,2017/01/03,S,25
JSC,2017/01/03,B,2
JSC,2017/01/03,S,1
JSE,2017/01/03,B,656
JSE,2017/01/03,S,351
KAP,2017/01/03,B,139
KAP,2017/01/03,S,138
KBO,2017/01/03,S,2
KEH,2017/01/03,S,11
KFS,2017/01/03,S,1
KIO,2017/01/03,B,729
KIO,2017/01/03,S,765
KST,2017/01/03,B,30
KST,2017/01/03,S,18
L2D,2017/01/03,B,12
L2D,2017/01/03,S,1
LAB,2017/01/03,S,1
LBH,2017/01/03,B,369
LBH,2017/01/03,S,406
LBHP,2017/01/03,B,2
LEW,2017/01/03,B,105
LEW,2017/01/03,S,121
LHC,2017/01/03,B,1914
LHC,2017/01/03,S,1509
LON,2017/01/03,B,277
LON,2017/01/03,S,190
LVLTRX,2017/01/03,B,4
LVLTRX,2017/01/03,S,1
MAPPSG,2017/01/03,B,7
MAPPSG,2017/01/03,S,4
MAPPSP,2017/01/03,B,12
MAPPSP,2017/01/03,S,1
MDI,2017/01/03,B,21
MDI,2017/01/03,S,9
MDP,2017/01/03,S,1
MEI,2017/01/03,B,689
MEI,2017/01/03,S,998
MEISBB,2017/01/03,B,1
MEP,2017/01/03,S,1
MEY,2017/01/03,S,1
MFL,2017/01/03,B,9
MFL,2017/01/03,S,6
MIM,2017/01/03,S,1
MIX,2017/01/03,B,2
MIX,2017/01/03,S,2
MMG,2017/01/03,B,8
MMG,2017/01/03,S,11
MMI,2017/01/03,B,411
MMI,2017/01/03,S,322
MND,2017/01/03,B,1101
MND,2017/01/03,S,1313
MNP,2017/01/03,B,739
MNP,2017/01/03,S,877
MNY,2017/01/03,B,1
MPT,2017/01/03,B,72
MPT,2017/01/03,S,76
MRF,2017/01/03,B,137
MRF,2017/01/03,S,105
MRP,2017/01/03,B,933
MRP,2017/01/03,S,1179
MSM,2017/01/03,B,540
MSM,2017/01/03,S,694
MSP,2017/01/03,B,16
MSP,2017/01/03,S,41
MST,2017/01/03,B,79
MST,2017/01/03,S,9
MTA,2017/01/03,B,19
MTA,2017/01/03,S,27
MTN,2017/01/03,B,2499
MTN,2017/01/03,S,2792
MTNSBA,2017/01/03,B,3
MTNSBA,2017/01/03,S,2
MTNSBC,2017/01/03,B,1
MUR,2017/01/03,B,344
MUR,2017/01/03,S,168
NBK,2017/01/03,S,1
NBKP,2017/01/03,B,1
NBKP,2017/01/03,S,6
NCS,2017/01/03,B,1
NED,2017/01/03,B,969
NED,2017/01/03,S,1340
NEP,2017/01/03,B,183
NEP,2017/01/03,S,205
NEWEUR,2017/01/03,B,4
NEWEUR,2017/01/03,S,2
NEWFSA,2017/01/03,B,3
NEWFSA,2017/01/03,S,1
NEWGBP,2017/01/03,B,5
NEWPLT,2017/01/03,B,3
NEWSLV,2017/01/03,B,6
NEWSLV,2017/01/03,S,1
NEWUSD,2017/01/03,B,8
NEWUSD,2017/01/03,S,1
NFEMOM,2017/01/03,B,18
NFEMOM,2017/01/03,S,3
NFGOVI,2017/01/03,B,15
NFGOVI,2017/01/03,S,5
NFILBI,2017/01/03,B,17
NFILBI,2017/01/03,S,2
NFSH40,2017/01/03,B,9
NFSH40,2017/01/03,S,2
NFSWIX,2017/01/03,B,8
NFSWIX,2017/01/03,S,2
NFTRCI,2017/01/03,B,32
NFTRCI,2017/01/03,S,4
NGNGLD,2017/01/03,S,1
NGNPLD,2017/01/03,S,1
NGNPLT,2017/01/03,S,1
NGPLD,2017/01/03,B,4
NGPLD,2017/01/03,S,8
NGPLT,2017/01/03,B,4
NGPLT,2017/01/03,S,5
NHM,2017/01/03,B,490
NHM,2017/01/03,S,442
NPK,2017/01/03,B,422
NPK,2017/01/03,S,378
NPN,2017/01/03,B,2978
NPN,2017/01/03,S,2427
NPNSBA,2017/01/03,B,1
NT1,2017/01/03,B,2
NT1,2017/01/03,S,3
NTC,2017/01/03,B,616
NTC,2017/01/03,S,1010
NUT,2017/01/03,B,6
NUT,2017/01/03,S,3
NVE,2017/01/03,B,1
NVS,2017/01/03,B,4
NWL,2017/01/03,B,2
NWL,2017/01/03,S,2
OAO,2017/01/03,B,1
OAO,2017/01/03,S,1
OCE,2017/01/03,B,12
OCE,2017/01/03,S,26
OCG,2017/01/03,S,1
OCT,2017/01/03,B,14
OCT,2017/01/03,S,12
OLG,2017/01/03,B,10
OLG,2017/01/03,S,2
OLM,2017/01/03,S,1
OML,2017/01/03,B,1774
OML,2017/01/03,S,914
OMLSBF,2017/01/03,S,1
OMN,2017/01/03,B,129
OMN,2017/01/03,S,210
PAN,2017/01/03,B,93
PAN,2017/01/03,S,68
PCT,2017/01/03,B,2
PCT,2017/01/03,S,4
PDN,2017/01/03,S,1
PET,2017/01/03,B,25
PET,2017/01/03,S,8
PFG,2017/01/03,B,396
PFG,2017/01/03,S,379
PGFP,2017/01/03,S,1
PGL,2017/01/03,B,2
PGR,2017/01/03,B,60
PGR,2017/01/03,S,105
PHM,2017/01/03,B,2
PIK,2017/01/03,B,571
PIK,2017/01/03,S,644
PIV,2017/01/03,B,41
PIV,2017/01/03,S,51
PNC,2017/01/03,B,74
PNC,2017/01/03,S,51
PPC,2017/01/03,B,369
PPC,2017/01/03,S,463
PPE,2017/01/03,B,2
PPE,2017/01/03,S,5
PREFTX,2017/01/03,B,4
PREFTX,2017/01/03,S,1
PSG,2017/01/03,B,653
PSG,2017/01/03,S,441
PSV,2017/01/03,B,1
PTXSPY,2017/01/03,B,9
PTXSPY,2017/01/03,S,1
PTXTEN,2017/01/03,B,18
PTXTEN,2017/01/03,S,4
QFH,2017/01/03,B,5
QFH,2017/01/03,S,6
RACP,2017/01/03,B,1
RACP,2017/01/03,S,8
RBP,2017/01/03,B,56
RBP,2017/01/03,S,52
RBX,2017/01/03,B,20
RBX,2017/01/03,S,26
RCL,2017/01/03,B,9
RCL,2017/01/03,S,8
RDF,2017/01/03,B,4567
RDF,2017/01/03,S,2277
RDFSTG,2017/01/03,S,7
RDI,2017/01/03,B,1
RDI,2017/01/03,S,1
REB,2017/01/03,B,24
REB,2017/01/03,S,27
REI,2017/01/03,B,549
REI,2017/01/03,S,720
REM,2017/01/03,B,1738
REM,2017/01/03,S,2067
REN,2017/01/03,B,1
RES,2017/01/03,B,526
RES,2017/01/03,S,408
RFG,2017/01/03,B,99
RFG,2017/01/03,S,87
RLF,2017/01/03,B,101
RLF,2017/01/03,S,67
RLO,2017/01/03,B,220
RLO,2017/01/03,S,157
RMH,2017/01/03,B,1218
RMH,2017/01/03,S,1311
RMI,2017/01/03,B,244
RMI,2017/01/03,S,247
RNG,2017/01/03,B,2
RNG,2017/01/03,S,2
ROC,2017/01/03,B,96
ROC,2017/01/03,S,111
RPL,2017/01/03,B,89
RPL,2017/01/03,S,57
S32,2017/01/03,B,411
S32,2017/01/03,S,409
SAC,2017/01/03,B,272
SAC,2017/01/03,S,188
SAP,2017/01/03,B,947
SAP,2017/01/03,S,1476
SAR,2017/01/03,S,3
SBACI,2017/01/03,B,2
SBACOP,2017/01/03,B,2
SBACOP,2017/01/03,S,1
SBACRN,2017/01/03,B,2
SBAEI,2017/01/03,B,2
SBAEI,2017/01/03,S,1
SBAG1,2017/01/03,B,1
SBAOIL,2017/01/03,B,6
SBAOIL,2017/01/03,S,2
SBAPD1,2017/01/03,B,1
SBAPD1,2017/01/03,S,1
SBAPL1,2017/01/03,B,2
SBAS1,2017/01/03,B,4
SBAS1,2017/01/03,S,1
SBAWHT,2017/01/03,B,3
SBK,2017/01/03,B,1972
SBK,2017/01/03,S,3396
SBPP,2017/01/03,B,1
SBPP,2017/01/03,S,3
SCD,2017/01/03,B,22
SCD,2017/01/03,S,2
SCL,2017/01/03,B,41
SCL,2017/01/03,S,11
SCP,2017/01/03,B,14
SCP,2017/01/03,S,17
SEA,2017/01/03,B,1
SEP,2017/01/03,B,12
SEP,2017/01/03,S,20
SFN,2017/01/03,B,1
SFN,2017/01/03,S,3
SGL,2017/01/03,B,1092
SGL,2017/01/03,S,1094
SGLSBC,2017/01/03,B,2
SGLSBC,2017/01/03,S,3
SGLSTA,2017/01/03,B,1
SGLSTA,2017/01/03,S,1
SHFF,2017/01/03,B,13
SHFF,2017/01/03,S,1
SHP,2017/01/03,B,1411
SHP,2017/01/03,S,1724
SHPCB,2017/01/03,B,1
SHPCB,2017/01/03,S,1
SHPSBA,2017/01/03,S,1
SLA,2017/01/03,S,1
SLM,2017/01/03,B,1122
SLM,2017/01/03,S,1797
SNB,2017/01/03,S,1
SNH,2017/01/03,B,1645
SNH,2017/01/03,S,2085
SNHSTA,2017/01/03,B,3
SNHSTA,2017/01/03,S,5
SNM,2017/01/03,B,1
SNM,2017/01/03,S,1
SNT,2017/01/03,B,106
SNT,2017/01/03,S,79
SNU,2017/01/03,B,5
SNU,2017/01/03,S,1
SNV,2017/01/03,B,32
SNV,2017/01/03,S,8
SOH,2017/01/03,B,2
SOL,2017/01/03,B,2285
SOL,2017/01/03,S,2114
SOLSBC,2017/01/03,B,1
SOLSBD,2017/01/03,B,5
SOV,2017/01/03,B,2
SOV,2017/01/03,S,1
SPG,2017/01/03,B,318
SPG,2017/01/03,S,384
SPP,2017/01/03,B,724
SPP,2017/01/03,S,942
SRE,2017/01/03,B,26
SRE,2017/01/03,S,18
SRH,2017/01/03,S,1
SSK,2017/01/03,B,2
SSS,2017/01/03,B,8
SSS,2017/01/03,S,1
STAN40,2017/01/03,B,3
STAN40,2017/01/03,S,2
STANSX,2017/01/03,B,1
STANSX,2017/01/03,S,2
STP,2017/01/03,B,23
STP,2017/01/03,S,24
STPROP,2017/01/03,B,8
STPROP,2017/01/03,S,4
STX40,2017/01/03,B,36
STX40,2017/01/03,S,17
STXDIV,2017/01/03,B,30
STXDIV,2017/01/03,S,12
STXFIN,2017/01/03,B,13
STXFIN,2017/01/03,S,7
STXIND,2017/01/03,B,18
STXIND,2017/01/03,S,12
STXRAF,2017/01/03,B,13
STXRAF,2017/01/03,S,6
STXRES,2017/01/03,B,10
STXRES,2017/01/03,S,7
STXSWX,2017/01/03,B,19
STXSWX,2017/01/03,S,3
SUI,2017/01/03,B,75
SUI,2017/01/03,S,59
SUR,2017/01/03,B,16
SUR,2017/01/03,S,17
SVB,2017/01/03,B,1
SVB,2017/01/03,S,2
SVN,2017/01/03,B,4
SWXTRI,2017/01/03,B,1
SYG,2017/01/03,B,17
SYG,2017/01/03,S,9
TAD,2017/01/03,S,1
TAS,2017/01/03,B,5
TAS,2017/01/03,S,7
TAW,2017/01/03,B,1
TAW,2017/01/03,S,4
TBG,2017/01/03,B,17
TBG,2017/01/03,S,12
TBS,2017/01/03,B,716
TBS,2017/01/03,S,1307
TCP,2017/01/03,B,121
TCP,2017/01/03,S,114
TDH,2017/01/03,B,17
TDH,2017/01/03,S,5
TEX,2017/01/03,B,6
TEX,2017/01/03,S,4
TFG,2017/01/03,B,1215
TFG,2017/01/03,S,1440
THA,2017/01/03,B,3
THA,2017/01/03,S,1
TKG,2017/01/03,B,409
TKG,2017/01/03,S,500
TLM,2017/01/03,B,2
TMT,2017/01/03,B,7
TMT,2017/01/03,S,3
TON,2017/01/03,B,198
TON,2017/01/03,S,205
TOPSBR,2017/01/03,B,2
TOPSBR,2017/01/03,S,1
TOPSKM,2017/01/03,B,8
TOPSKM,2017/01/03,S,42
TOPSKR,2017/01/03,B,1
TOPSKR,2017/01/03,S,1
TOPSKS,2017/01/03,B,20
TOPSKS,2017/01/03,S,23
TOPTRI,2017/01/03,B,1
TOR,2017/01/03,B,1
TOR,2017/01/03,S,6
TPC,2017/01/03,B,2
TRE,2017/01/03,B,4
TRE,2017/01/03,S,17
TRL,2017/01/03,B,3
TRU,2017/01/03,B,514
TRU,2017/01/03,S,817
TRW,2017/01/03,S,1
TSH,2017/01/03,B,392
TSH,2017/01/03,S,449
TSX,2017/01/03,B,2
TSX,2017/01/03,S,2
TTO,2017/01/03,B,2
TTO,2017/01/03,S,4
TUC,2017/01/03,S,1
TWR,2017/01/03,B,19
TWR,2017/01/03,S,26
VKE,2017/01/03,B,94
VKE,2017/01/03,S,216
VKN,2017/01/03,B,1
VKN,2017/01/03,S,1
VLE,2017/01/03,S,1
VOD,2017/01/03,B,1781
VOD,2017/01/03,S,1577
VUN,2017/01/03,B,1
VUN,2017/01/03,S,1
WBO,2017/01/03,B,187
WBO,2017/01/03,S,201
WEA,2017/01/03,B,1
WEA,2017/01/03,S,1
WEZ,2017/01/03,B,7
WEZ,2017/01/03,S,4
WHL,2017/01/03,B,2129
WHL,2017/01/03,S,1652
WHLSBF,2017/01/03,B,2
WKF,2017/01/03,B,1
WNH,2017/01/03,S,2
WSL,2017/01/03,B,9
WSL,2017/01/03,S,13
YRK,2017/01/03,B,7
YRK,2017/01/03,S,2
YYLBEE,2017/01/03,S,21
ZED,2017/01/03,B,90
ZED,2017/01/03,S,90
ZPLP,2017/01/03,B,1
ABSP,2017/01/04,S,1
ACG,2017/01/04,B,24
ACG,2017/01/04,S,11
ACL,2017/01/04,B,25
ACL,2017/01/04,S,46
ACT,2017/01/04,B,7
ACT,2017/01/04,S,6
ADE,2017/01/04,B,1
ADEO,2017/01/04,S,1
ADH,2017/01/04,B,215
ADH,2017/01/04,S,173
ADI,2017/01/04,B,10
ADI,2017/01/04,S,38
ADR,2017/01/04,B,19
ADR,2017/01/04,S,13
ADW,2017/01/04,B,1
AEG,2017/01/04,B,33
AEG,2017/01/04,S,78
AEL,2017/01/04,B,1
AEL,2017/01/04,S,5
AEN,2017/01/04,B,3
AFE,2017/01/04,B,149
AFE,2017/01/04,S,206
AFH,2017/01/04,B,191
AFH,2017/01/04,S,282
AFT,2017/01/04,B,5
AFT,2017/01/04,S,9
AFX,2017/01/04,B,11
AFX,2017/01/04,S,11
AGL,2017/01/04,B,2708
AGL,2017/01/04,S,4515
AIA,2017/01/04,B,2
AIA,2017/01/04,S,1
AIP,2017/01/04,B,21
AIP,2017/01/04,S,22
ALH,2017/01/04,B,3
ALH,2017/01/04,S,2
AMS,2017/01/04,B,2042
AMS,2017/01/04,S,1281
ANG,2017/01/04,B,1443
ANG,2017/01/04,S,2243
ANGSBN,2017/01/04,S,1
ANGSBO,2017/01/04,B,4
ANGSBY,2017/01/04,S,1
ANH,2017/01/04,B,164
ANH,2017/01/04,S,115
ANM,2017/01/04,B,1
ANM,2017/01/04,S,1
ANS,2017/01/04,B,6
ANS,2017/01/04,S,9
AOX,2017/01/04,S,1
APF,2017/01/04,B,1
APF,2017/01/04,S,5
APK,2017/01/04,B,2
APK,2017/01/04,S,3
APN,2017/01/04,B,1821
APN,2017/01/04,S,2178
APNIHB,2017/01/04,B,1
ARA,2017/01/04,B,1
ARA,2017/01/04,S,8
ARH,2017/01/04,S,2
ARI,2017/01/04,B,413
ARI,2017/01/04,S,718
ARL,2017/01/04,B,440
ARL,2017/01/04,S,439
ARO,2017/01/04,S,1
ART,2017/01/04,B,4
ART,2017/01/04,S,17
ASC,2017/01/04,B,209
ASC,2017/01/04,S,127
ASHINF,2017/01/04,B,1
ASHINF,2017/01/04,S,5
ASHMID,2017/01/04,B,7
ASHMID,2017/01/04,S,3
ASHT40,2017/01/04,B,3
ASHT40,2017/01/04,S,4
ASR,2017/01/04,B,144
ASR,2017/01/04,S,297
ATL,2017/01/04,B,3
ATT,2017/01/04,B,172
ATT,2017/01/04,S,183
AVI,2017/01/04,B,877
AVI,2017/01/04,S,758
AVL,2017/01/04,B,2
AVL,2017/01/04,S,6
AWA,2017/01/04,B,73
AWA,2017/01/04,S,86
B2G,2017/01/04,S,1
BAT,2017/01/04,B,1118
BAT,2017/01/04,S,2852
BATSBC,2017/01/04,B,2
BATSBC,2017/01/04,S,9
BAU,2017/01/04,S,2
BAW,2017/01/04,B,997
BAW,2017/01/04,S,1234
BCF,2017/01/04,S,3
BDM,2017/01/04,S,2
BGA,2017/01/04,B,1119
BGA,2017/01/04,S,2167
BID,2017/01/04,B,555
BID,2017/01/04,S,1853
BIL,2017/01/04,B,1091
BIL,2017/01/04,S,1920
BILSBM,2017/01/04,B,3
BLU,2017/01/04,B,899
BLU,2017/01/04,S,714
BMN,2017/01/04,S,1
