TradableInstrumentAlphaCode,LogicalBusinessDay,BuySellIndicator,CountOfTrades
CNL,2014/01/02,S,1
COH,2014/01/02,B,38
COH,2014/01/02,S,24
COM,2014/01/02,B,19
COM,2014/01/02,S,47
CPI,2014/01/02,B,76
CPI,2014/01/02,S,53
CPL,2014/01/02,B,68
CPL,2014/01/02,S,41
CRD,2014/01/02,B,5
CRD,2014/01/02,S,1
CSB,2014/01/02,B,66
CSB,2014/01/02,S,39
CSP,2014/01/02,B,2
CSP,2014/01/02,S,10
CUL,2014/01/02,S,1
CVH,2014/01/02,B,34
CVH,2014/01/02,S,15
CVN,2014/01/02,B,1
CVN,2014/01/02,S,16
CZA,2014/01/02,B,24
CZA,2014/01/02,S,19
DAW,2014/01/02,B,6
DAW,2014/01/02,S,5
DBAGLJ,2014/01/02,B,1
DBAGLJ,2014/01/02,S,1
DBNPNL,2014/01/02,S,2
DBXEU,2014/01/02,B,11
DBXEU,2014/01/02,S,13
DBXJP,2014/01/02,B,9
DBXJP,2014/01/02,S,10
DBXUK,2014/01/02,B,2
DBXUK,2014/01/02,S,1
DBXUS,2014/01/02,B,60
DBXUS,2014/01/02,S,41
DBXWD,2014/01/02,B,15
DBXWD,2014/01/02,S,1
DCT,2014/01/02,B,3
DCT,2014/01/02,S,35
DGC,2014/01/02,B,17
DGC,2014/01/02,S,20
DLT,2014/01/02,S,2
DMC,2014/01/02,S,1
DRD,2014/01/02,B,41
DRD,2014/01/02,S,50
DST,2014/01/02,B,14
DST,2014/01/02,S,5
DSY,2014/01/02,B,816
DSY,2014/01/02,S,417
DTA,2014/01/02,B,2
DTA,2014/01/02,S,1
DTC,2014/01/02,B,53
DTC,2014/01/02,S,66
DYL,2014/01/02,S,1
EHS,2014/01/02,B,11
EHS,2014/01/02,S,2
ELI,2014/01/02,B,101
ELI,2014/01/02,S,92
EMI,2014/01/02,B,36
EMI,2014/01/02,S,33
EOG,2014/01/02,S,1
EOH,2014/01/02,B,78
EOH,2014/01/02,S,39
EQS,2014/01/02,B,25
EQS,2014/01/02,S,15
ESR,2014/01/02,B,27
ESR,2014/01/02,S,27
EXX,2014/01/02,B,492
EXX,2014/01/02,S,349
EXXSBH,2014/01/02,B,2
EXXSBJ,2014/01/02,B,1
FBR,2014/01/02,B,33
FBR,2014/01/02,S,129
FCPD,2014/01/02,B,1
FFA,2014/01/02,S,2
FFB,2014/01/02,B,1
FGL,2014/01/02,B,30
FGL,2014/01/02,S,10
FPT,2014/01/02,B,13
FPT,2014/01/02,S,6
FSE,2014/01/02,B,11
FSE,2014/01/02,S,4
FSR,2014/01/02,B,1540
FSR,2014/01/02,S,771
FSRP,2014/01/02,B,3
FSRP,2014/01/02,S,12
FSRSBO,2014/01/02,B,2
FSRSTH,2014/01/02,B,3
FST,2014/01/02,S,1
FSY,2014/01/02,S,1
FWX,2014/01/02,B,1
FWX,2014/01/02,S,1
GDN,2014/01/02,B,1
GDO,2014/01/02,B,1
GDO,2014/01/02,S,10
GFI,2014/01/02,B,317
GFI,2014/01/02,S,235
GFINIJ,2014/01/02,S,1
GFISBE,2014/01/02,B,1
GFISBE,2014/01/02,S,2
GFISTI,2014/01/02,B,1
GFISTI,2014/01/02,S,4
GFISTJ,2014/01/02,B,3
GFISTJ,2014/01/02,S,6
GGC,2014/01/02,S,1
GGM,2014/01/02,B,1
GIJ,2014/01/02,B,3
GIJ,2014/01/02,S,7
GLD,2014/01/02,B,41
GLD,2014/01/02,S,42
GLDSBE,2014/01/02,B,1
GLDSBE,2014/01/02,S,3
GLN,2014/01/02,B,59
GLN,2014/01/02,S,78
GND,2014/01/02,B,119
GND,2014/01/02,S,390
GPL,2014/01/02,B,9
GPL,2014/01/02,S,7
GRF,2014/01/02,B,72
GRF,2014/01/02,S,65
GRT,2014/01/02,B,458
GRT,2014/01/02,S,202
GRTSIJ,2014/01/02,S,3
HAR,2014/01/02,B,562
HAR,2014/01/02,S,294
HARSBD,2014/01/02,B,1
HARSBD,2014/01/02,S,2
HARSBE,2014/01/02,B,2
HARSBE,2014/01/02,S,2
HARSTI,2014/01/02,B,6
HARSTI,2014/01/02,S,3
HCI,2014/01/02,B,8
HCI,2014/01/02,S,1
HDC,2014/01/02,B,24
HDC,2014/01/02,S,18
HLM,2014/01/02,B,21
HLM,2014/01/02,S,6
HPA,2014/01/02,S,2
HSP,2014/01/02,S,1
HUG,2014/01/02,B,1
HYP,2014/01/02,B,94
HYP,2014/01/02,S,71
IAP,2014/01/02,B,4
IAP,2014/01/02,S,2
ILA,2014/01/02,B,3
ILA,2014/01/02,S,10
ILV,2014/01/02,B,40
ILV,2014/01/02,S,83
IMP,2014/01/02,B,1165
IMP,2014/01/02,S,1031
IMPCB,2014/01/02,B,1
INL,2014/01/02,B,460
INL,2014/01/02,S,428
INLP,2014/01/02,S,1
INP,2014/01/02,B,799
INP,2014/01/02,S,724
INPR,2014/01/02,B,5
INPR,2014/01/02,S,5
IPF,2014/01/02,B,3
IPF,2014/01/02,S,5
IPL,2014/01/02,B,1059
IPL,2014/01/02,S,787
IRA,2014/01/02,B,2
ISA,2014/01/02,B,8
ITU,2014/01/02,B,269
ITU,2014/01/02,S,258
IVD,2014/01/02,B,1
IVD,2014/01/02,S,1
IVT,2014/01/02,B,27
IVT,2014/01/02,S,44
IVTP,2014/01/02,B,1
IWE,2014/01/02,B,5
IWE,2014/01/02,S,13
JBL,2014/01/02,B,21
JBL,2014/01/02,S,15
JDG,2014/01/02,B,96
JDG,2014/01/02,S,99
JDH,2014/01/02,B,4
JDH,2014/01/02,S,7
JSC,2014/01/02,S,2
JSCN,2014/01/02,B,1
JSE,2014/01/02,B,122
JSE,2014/01/02,S,122
KAP,2014/01/02,B,27
KAP,2014/01/02,S,4
KEH,2014/01/02,B,3
KEH,2014/01/02,S,16
KEL,2014/01/02,B,1
KIO,2014/01/02,B,935
KIO,2014/01/02,S,600
KIOSBH,2014/01/02,B,5
KIOSBH,2014/01/02,S,2
KIOSBI,2014/01/02,B,1
KIOSBJ,2014/01/02,B,4
KIOSTH,2014/01/02,B,2
KR,2014/01/02,S,1
LAB,2014/01/02,B,7
LAB,2014/01/02,S,4
LBH,2014/01/02,B,299
LBH,2014/01/02,S,541
LBHP,2014/01/02,S,1
LEW,2014/01/02,B,340
LEW,2014/01/02,S,275
LHC,2014/01/02,B,868
LHC,2014/01/02,S,554
LHG,2014/01/02,B,1
LHG,2014/01/02,S,8
LON,2014/01/02,B,336
LON,2014/01/02,S,286
MAS,2014/01/02,B,1
MAS,2014/01/02,S,1
MDC,2014/01/02,B,661
MDC,2014/01/02,S,877
MEY,2014/01/02,S,1
MFL,2014/01/02,S,4
MIM,2014/01/02,S,1
MIX,2014/01/02,B,7
MIX,2014/01/02,S,7
MMH,2014/01/02,B,3
MMH,2014/01/02,S,2
MMI,2014/01/02,B,181
MMI,2014/01/02,S,150
MML,2014/01/02,B,2
MND,2014/01/02,B,306
MND,2014/01/02,S,265
MNP,2014/01/02,B,538
MNP,2014/01/02,S,377
MOR,2014/01/02,S,1
MPC,2014/01/02,B,307
MPC,2014/01/02,S,265
MPT,2014/01/02,B,42
MPT,2014/01/02,S,77
MRF,2014/01/02,B,24
MRF,2014/01/02,S,15
MSA,2014/01/02,B,3
MSA,2014/01/02,S,1
MSM,2014/01/02,B,365
MSM,2014/01/02,S,668
MST,2014/01/02,B,5
MST,2014/01/02,S,11
MTA,2014/01/02,B,31
MTA,2014/01/02,S,75
MTN,2014/01/02,B,2602
MTN,2014/01/02,S,2232
MTNSBQ,2014/01/02,S,1
MTNSTH,2014/01/02,B,3
MUR,2014/01/02,B,122
MUR,2014/01/02,S,148
MZR,2014/01/02,S,3
NBK,2014/01/02,S,1
NBKP,2014/01/02,B,1
NBKP,2014/01/02,S,10
NCS,2014/01/02,B,1
NED,2014/01/02,B,593
NED,2014/01/02,S,967
NEDSBJ,2014/01/02,B,1
NEP,2014/01/02,B,17
NEP,2014/01/02,S,8
NEWPLT,2014/01/02,B,1
NEWSLV,2014/01/02,B,1
NEWUSD,2014/01/02,S,2
NFSH40,2014/01/02,B,1
NFSWIX,2014/01/02,S,1
NGPLT,2014/01/02,B,30
NGPLT,2014/01/02,S,16
NHL,2014/01/02,B,1
NHM,2014/01/02,B,227
NHM,2014/01/02,S,189
NPK,2014/01/02,B,636
NPK,2014/01/02,S,170
NPN,2014/01/02,B,2757
NPN,2014/01/02,S,1742
NPNSBJ,2014/01/02,B,1
NPNSBL,2014/01/02,S,1
NPNSTH,2014/01/02,S,1
NRD,2014/01/02,S,2
NT1,2014/01/02,B,1
NTC,2014/01/02,B,295
NTC,2014/01/02,S,205
NWL,2014/01/02,B,1
OAO,2014/01/02,S,2
OCE,2014/01/02,B,41
OCE,2014/01/02,S,48
OCG,2014/01/02,S,1
OCT,2014/01/02,B,6
OLG,2014/01/02,B,26
OLG,2014/01/02,S,6
OLM,2014/01/02,B,2
OLM,2014/01/02,S,1
OML,2014/01/02,B,521
OML,2014/01/02,S,383
OMLSBL,2014/01/02,S,1
OMLSTH,2014/01/02,B,1
OMN,2014/01/02,B,100
OMN,2014/01/02,S,80
ORE,2014/01/02,B,1
PAM,2014/01/02,B,5
PAM,2014/01/02,S,1
PAN,2014/01/02,B,45
PAN,2014/01/02,S,23
PCT,2014/01/02,S,2
PDN,2014/01/02,S,1
PET,2014/01/02,B,2
PET,2014/01/02,S,12
PFG,2014/01/02,B,82
PFG,2014/01/02,S,89
PGFP,2014/01/02,B,2
PGFP,2014/01/02,S,2
PGL,2014/01/02,B,2
PGL,2014/01/02,S,9
PGR,2014/01/02,B,10
PGR,2014/01/02,S,19
PHM,2014/01/02,B,5
PHM,2014/01/02,S,2
PIK,2014/01/02,B,124
PIK,2014/01/02,S,162
PKH,2014/01/02,B,6
PKH,2014/01/02,S,3
PMV,2014/01/02,S,1
PNC,2014/01/02,B,105
PNC,2014/01/02,S,84
POY,2014/01/02,B,20
POY,2014/01/02,S,18
PPC,2014/01/02,B,493
PPC,2014/01/02,S,185
PPCSTI,2014/01/02,S,7
PPE,2014/01/02,B,3
PPE,2014/01/02,S,6
PSG,2014/01/02,B,11
PSG,2014/01/02,S,11
PTXTEN,2014/01/02,B,2
PTXTEN,2014/01/02,S,3
PWK,2014/01/02,B,10
PWK,2014/01/02,S,20
RACP,2014/01/02,B,2
RAFISA,2014/01/02,S,1
RBA,2014/01/02,S,6
RBP,2014/01/02,B,33
RBP,2014/01/02,S,57
RBX,2014/01/02,B,79
RBX,2014/01/02,S,58
RCL,2014/01/02,B,36
RCL,2014/01/02,S,42
RDF,2014/01/02,B,169
RDF,2014/01/02,S,131
RDFSII,2014/01/02,S,1
REB,2014/01/02,B,1
REB,2014/01/02,S,7
REI,2014/01/02,B,177
REI,2014/01/02,S,89
REM,2014/01/02,B,851
REM,2014/01/02,S,555
RES,2014/01/02,B,37
RES,2014/01/02,S,31
RLF,2014/01/02,S,14
RLO,2014/01/02,B,66
RLO,2014/01/02,S,66
RMBINF,2014/01/02,B,1
RMBINF,2014/01/02,S,2
RMBMID,2014/01/02,B,2
RMBMID,2014/01/02,S,3
RMBT40,2014/01/02,B,5
RMBT40,2014/01/02,S,7
RMH,2014/01/02,B,400
RMH,2014/01/02,S,326
RMI,2014/01/02,B,107
RMI,2014/01/02,S,78
RNG,2014/01/02,S,1
ROC,2014/01/02,B,1
ROC,2014/01/02,S,1
RPL,2014/01/02,B,45
RPL,2014/01/02,S,13
SAB,2014/01/02,B,1332
SAB,2014/01/02,S,712
SAC,2014/01/02,B,24
SAC,2014/01/02,S,67
SAP,2014/01/02,B,307
SAP,2014/01/02,S,295
SBACI,2014/01/02,B,1
SBAG1,2014/01/02,B,1
SBAPD1,2014/01/02,B,4
SBAS1,2014/01/02,B,2
SBAS1,2014/01/02,S,2
SBK,2014/01/02,B,1551
SBK,2014/01/02,S,2495
SBKSBF,2014/01/02,B,3
SBKSBF,2014/01/02,S,4
SBPP,2014/01/02,B,12
SBPP,2014/01/02,S,4
SCL,2014/01/02,B,12
SCL,2014/01/02,S,4
SCLN,2014/01/02,B,6
SEP,2014/01/02,B,13
SER,2014/01/02,B,1
SFN,2014/01/02,B,5
SGL,2014/01/02,B,73
SGL,2014/01/02,S,250
SGLSBD,2014/01/02,B,2
SGLSBD,2014/01/02,S,4
SGLSBE,2014/01/02,B,3
SGLSIA,2014/01/02,S,1
SHF,2014/01/02,B,994
SHF,2014/01/02,S,696
SHFF,2014/01/02,B,9
SHP,2014/01/02,B,1859
SHP,2014/01/02,S,1226
SHPCB,2014/01/02,B,2
SHPSBY,2014/01/02,B,1
SKJ,2014/01/02,S,2
SLA,2014/01/02,B,1
SLA,2014/01/02,S,1
SLL,2014/01/02,B,1
SLM,2014/01/02,B,1128
SLM,2014/01/02,S,588
SLP,2014/01/02,S,1
SNB,2014/01/02,B,1
SNB,2014/01/02,S,1
SNM,2014/01/02,S,1
SNT,2014/01/02,B,50
SNT,2014/01/02,S,44
SNU,2014/01/02,B,5
SNU,2014/01/02,S,14
SNV,2014/01/02,B,9
SNV,2014/01/02,S,14
SOL,2014/01/02,B,1845
SOL,2014/01/02,S,1562
SOLBE1,2014/01/02,S,3
SOLSBH,2014/01/02,B,4
SOLSBI,2014/01/02,S,1
SOLSTI,2014/01/02,B,1
SOV,2014/01/02,B,7
SOV,2014/01/02,S,1
SPA,2014/01/02,S,2
SPG,2014/01/02,B,49
SPG,2014/01/02,S,52
SPP,2014/01/02,B,197
SPP,2014/01/02,S,253
SRH,2014/01/02,S,1
SSK,2014/01/02,B,5
SSK,2014/01/02,S,27
STX40,2014/01/02,B,45
STX40,2014/01/02,S,55
STXDIV,2014/01/02,B,11
STXDIV,2014/01/02,S,12
STXFIN,2014/01/02,B,9
STXFIN,2014/01/02,S,5
STXIND,2014/01/02,B,40
STXIND,2014/01/02,S,17
STXRAF,2014/01/02,B,4
STXRAF,2014/01/02,S,6
STXRES,2014/01/02,B,1
STXRES,2014/01/02,S,4
STXSWX,2014/01/02,B,1
SUI,2014/01/02,B,91
SUI,2014/01/02,S,130
SUR,2014/01/02,B,7
SUR,2014/01/02,S,4
SYC,2014/01/02,B,9
SYC,2014/01/02,S,6
TAS,2014/01/02,B,1
TAS,2014/01/02,S,7
TBS,2014/01/02,B,806
TBS,2014/01/02,S,645
TBSNIJ,2014/01/02,B,1
TCP,2014/01/02,B,6
TCP,2014/01/02,S,5
TDH,2014/01/02,B,7
TDH,2014/01/02,S,4
TFG,2014/01/02,B,563
TFG,2014/01/02,S,1364
TFGSBC,2014/01/02,B,1
TFGSBC,2014/01/02,S,6
TKG,2014/01/02,B,198
TKG,2014/01/02,S,233
TMG,2014/01/02,B,7
TMG,2014/01/02,S,1
TON,2014/01/02,B,120
TON,2014/01/02,S,124
TOPDWH,2014/01/02,B,2
TOPDWH,2014/01/02,S,1
TOPDWI,2014/01/02,B,3
TOPDWS,2014/01/02,B,82
TOPDWS,2014/01/02,S,73
TOPDWU,2014/01/02,B,11
TOPDWU,2014/01/02,S,2
TOPDWV,2014/01/02,B,22
TOPDWV,2014/01/02,S,17
TOPSBE,2014/01/02,S,1
TOPSBJ,2014/01/02,B,1
TOPSBP,2014/01/02,B,1
TOPSBP,2014/01/02,S,6
TOPSBZ,2014/01/02,B,9
TOPSBZ,2014/01/02,S,2
TOPSKV,2014/01/02,B,1
TOPSKV,2014/01/02,S,1
TOR,2014/01/02,B,7
TOR,2014/01/02,S,5
TPC,2014/01/02,S,1
TRE,2014/01/02,B,86
TRE,2014/01/02,S,94
TRU,2014/01/02,B,910
TRU,2014/01/02,S,490
TRW,2014/01/02,B,1
TRW,2014/01/02,S,1
TSH,2014/01/02,B,28
TSH,2014/01/02,S,59
TSX,2014/01/02,B,2
TSX,2014/01/02,S,3
TTO,2014/01/02,B,1
TTO,2014/01/02,S,1
TUC,2014/01/02,S,1
UBU,2014/01/02,S,1
VIF,2014/01/02,B,32
VIF,2014/01/02,S,25
VIL,2014/01/02,B,11
VIL,2014/01/02,S,22
VKE,2014/01/02,B,13
VKE,2014/01/02,S,31
VKN,2014/01/02,S,1
VLE,2014/01/02,B,4
VMK,2014/01/02,B,1
VMK,2014/01/02,S,1
VOD,2014/01/02,B,1316
VOD,2014/01/02,S,909
VODIHA,2014/01/02,B,1
VODIHA,2014/01/02,S,1
VODSBB,2014/01/02,B,1
VPF,2014/01/02,B,1
VPF,2014/01/02,S,5
WBO,2014/01/02,B,48
WBO,2014/01/02,S,56
WCC,2014/01/02,B,1
WEA,2014/01/02,B,2
WEA,2014/01/02,S,2
WEZ,2014/01/02,B,6
WEZ,2014/01/02,S,5
WGR,2014/01/02,B,4
WGR,2014/01/02,S,17
WHL,2014/01/02,B,1153
WHL,2014/01/02,S,813
WHLSBC,2014/01/02,B,1
WHLSBC,2014/01/02,S,2
WSL,2014/01/02,B,23
WSL,2014/01/02,S,17
XEM,2014/01/02,S,1
YRK,2014/01/02,S,5
ZCI,2014/01/02,S,1
ZED,2014/01/02,B,25
ZED,2014/01/02,S,11
ABL,2014/01/03,B,113
ABL,2014/01/03,S,163
ABSP,2014/01/03,S,4
ACE,2014/01/03,B,5
ACE,2014/01/03,S,5
ACL,2014/01/03,B,99
ACL,2014/01/03,S,83
ACP,2014/01/03,B,51
ACP,2014/01/03,S,37
ACT,2014/01/03,S,9
ADH,2014/01/03,B,4
ADH,2014/01/03,S,2
ADI,2014/01/03,B,16
ADI,2014/01/03,S,17
ADR,2014/01/03,B,16
ADR,2014/01/03,S,4
ADW,2014/01/03,B,6
ADW,2014/01/03,S,7
AEG,2014/01/03,B,286
AEG,2014/01/03,S,798
AER,2014/01/03,B,6
AER,2014/01/03,S,1
AET,2014/01/03,B,1
AET,2014/01/03,S,1
AFE,2014/01/03,B,90
AFE,2014/01/03,S,160
AFEP,2014/01/03,B,1
AFR,2014/01/03,B,4
AFR,2014/01/03,S,5
AFT,2014/01/03,B,16
AFT,2014/01/03,S,17
AFX,2014/01/03,B,1
AFX,2014/01/03,S,9
AGL,2014/01/03,B,560
AGL,2014/01/03,S,650
AGLIHL,2014/01/03,S,3
AGLSBB,2014/01/03,B,1
AGLSBB,2014/01/03,S,5
AGLSBC,2014/01/03,B,7
AGLSBC,2014/01/03,S,3
AGLSTH,2014/01/03,B,1
AIA,2014/01/03,B,2
AIA,2014/01/03,S,2
AIB,2014/01/03,B,8
AIB,2014/01/03,S,13
AIP,2014/01/03,B,138
AIP,2014/01/03,S,225
AMS,2014/01/03,B,626
AMS,2014/01/03,S,477
ANG,2014/01/03,B,769
ANG,2014/01/03,S,609
ANGSBI,2014/01/03,B,1
ANGSBI,2014/01/03,S,1
ANGSBJ,2014/01/03,B,3
ANGSBJ,2014/01/03,S,1
ANGSBL,2014/01/03,B,4
ANGSBL,2014/01/03,S,2
ANGSBP,2014/01/03,B,1
ANGSBP,2014/01/03,S,1
ANM,2014/01/03,S,1
ANS,2014/01/03,B,2
ANS,2014/01/03,S,1
AOX,2014/01/03,S,1
APF,2014/01/03,B,3
APF,2014/01/03,S,7
APKP,2014/01/03,B,1
APN,2014/01/03,B,396
APN,2014/01/03,S,621
APNNIH,2014/01/03,B,6
APNNIH,2014/01/03,S,3
AQP,2014/01/03,B,17
AQP,2014/01/03,S,22
ARH,2014/01/03,B,11
ARH,2014/01/03,S,7
ARI,2014/01/03,B,440
ARI,2014/01/03,S,436
ARL,2014/01/03,B,45
ARL,2014/01/03,S,54
ART,2014/01/03,B,4
ART,2014/01/03,S,3
ASC,2014/01/03,B,3
ASC,2014/01/03,S,4
ASO,2014/01/03,B,9
ASO,2014/01/03,S,3
ASR,2014/01/03,B,259
ASR,2014/01/03,S,189
ATL,2014/01/03,S,6
ATN,2014/01/03,B,5
ATN,2014/01/03,S,2
ATNP,2014/01/03,B,92
ATNP,2014/01/03,S,17
ATT,2014/01/03,B,25
ATT,2014/01/03,S,50
AVI,2014/01/03,B,228
AVI,2014/01/03,S,256
AWA,2014/01/03,B,13
AWA,2014/01/03,S,9
AWB,2014/01/03,B,8
AWB,2014/01/03,S,2
B2G,2014/01/03,S,1
BAT,2014/01/03,B,95
BAT,2014/01/03,S,123
BAU,2014/01/03,B,26
BAU,2014/01/03,S,3
BAW,2014/01/03,B,142
BAW,2014/01/03,S,229
BBET40,2014/01/03,B,1
BBET40,2014/01/03,S,3
BCF,2014/01/03,S,1
BCK,2014/01/03,S,1
BCX,2014/01/03,B,79
BCX,2014/01/03,S,49
BEG,2014/01/03,B,1
BEG,2014/01/03,S,1
BEL,2014/01/03,B,3
BEL,2014/01/03,S,1
BGA,2014/01/03,B,539
BGA,2014/01/03,S,503
BGANIH,2014/01/03,B,1
BGREEN,2014/01/03,B,2
BIL,2014/01/03,B,675
BIL,2014/01/03,S,955
BILSBF,2014/01/03,S,7
BILSBQ,2014/01/03,B,2
BLU,2014/01/03,B,1
BLU,2014/01/03,S,9
BMN,2014/01/03,S,1
BSR,2014/01/03,B,9
BSR,2014/01/03,S,8
BSS,2014/01/03,B,3
BSS,2014/01/03,S,2
BTI,2014/01/03,B,194
BTI,2014/01/03,S,208
BVT,2014/01/03,B,323
BVT,2014/01/03,S,755
BWL,2014/01/03,S,1
CAT,2014/01/03,B,1
CCO,2014/01/03,B,275
CCO,2014/01/03,S,194
CDZ,2014/01/03,B,1
CDZ,2014/01/03,S,5
CFR,2014/01/03,B,499
CFR,2014/01/03,S,426
CFRSBH,2014/01/03,S,2
CFRSBS,2014/01/03,B,1
CFRSBS,2014/01/03,S,2
CGR,2014/01/03,B,10
CGR,2014/01/03,S,25
CIL,2014/01/03,B,13
CIL,2014/01/03,S,6
CLH,2014/01/03,B,16
CLH,2014/01/03,S,13
CLR,2014/01/03,B,3
CLR,2014/01/03,S,11
CLS,2014/01/03,B,209
CLS,2014/01/03,S,222
CMH,2014/01/03,S,1
CML,2014/01/03,B,95
CML,2014/01/03,S,126
CND,2014/01/03,B,4
CND,2014/01/03,S,7
COH,2014/01/03,B,16
COH,2014/01/03,S,9
COLRMB,2014/01/03,B,2
COM,2014/01/03,B,12
COM,2014/01/03,S,19
CPI,2014/01/03,B,45
CPI,2014/01/03,S,125
CPIP,2014/01/03,S,2
CPL,2014/01/03,B,28
CPL,2014/01/03,S,49
CRD,2014/01/03,B,4
CRD,2014/01/03,S,4
CSB,2014/01/03,B,113
CSB,2014/01/03,S,33
CSP,2014/01/03,B,6
CSP,2014/01/03,S,5
CVH,2014/01/03,B,6
CVH,2014/01/03,S,3
CVN,2014/01/03,S,10
CZA,2014/01/03,B,22
CZA,2014/01/03,S,18
DAW,2014/01/03,B,4
DAW,2014/01/03,S,2
DBAFRI,2014/01/03,B,2
DBAFRI,2014/01/03,S,1
DBCHIN,2014/01/03,B,3
DBCHIN,2014/01/03,S,3
DBEMER,2014/01/03,B,3
DBEMER,2014/01/03,S,2
