TradableInstrumentAlphaCode,LogicalBusinessDay,BuySellIndicator,CountOfTrades
FSRSTG,2013/01/24,B,1
FSRSTG,2013/01/24,S,3
FST,2013/01/24,B,1
FST,2013/01/24,S,1
FSY,2013/01/24,S,1
FUU,2013/01/24,B,2
FUU,2013/01/24,S,2
FVT,2013/01/24,B,3
FWX,2013/01/24,B,2
FWX,2013/01/24,S,4
GDO,2013/01/24,B,2
GDO,2013/01/24,S,12
GFI,2013/01/24,B,2125
GFI,2013/01/24,S,2615
GFINII,2013/01/24,S,1
GFISBN,2013/01/24,B,3
GFISBN,2013/01/24,S,2
GFISTH,2013/01/24,B,7
GIJ,2013/01/24,S,5
GLD,2013/01/24,B,237
GLD,2013/01/24,S,167
GLDSBB,2013/01/24,B,1
GND,2013/01/24,B,56
GND,2013/01/24,S,43
GNDP,2013/01/24,B,7
GNDP,2013/01/24,S,3
GOLDEN,2013/01/24,S,1
GPL,2013/01/24,B,4
GPL,2013/01/24,S,2
GRF,2013/01/24,B,24
GRF,2013/01/24,S,7
GRT,2013/01/24,B,443
GRT,2013/01/24,S,585
GRTSII,2013/01/24,S,1
HAR,2013/01/24,B,831
HAR,2013/01/24,S,1180
HARSBL,2013/01/24,B,5
HARSBL,2013/01/24,S,2
HARSBM,2013/01/24,S,4
HARSTG,2013/01/24,S,15
HCI,2013/01/24,B,173
HCI,2013/01/24,S,221
HDC,2013/01/24,B,18
HDC,2013/01/24,S,49
HLM,2013/01/24,B,11
HLM,2013/01/24,S,13
HPA,2013/01/24,B,2
HPA,2013/01/24,S,3
HSP,2013/01/24,B,211
HSP,2013/01/24,S,38
HWA,2013/01/24,B,1
HWN,2013/01/24,S,9
HYP,2013/01/24,B,62
HYP,2013/01/24,S,62
ILA,2013/01/24,S,2
ILV,2013/01/24,B,8
ILV,2013/01/24,S,67
IMP,2013/01/24,B,1447
IMP,2013/01/24,S,1845
IMPSBD,2013/01/24,B,7
IMPSBD,2013/01/24,S,22
IMPSBQ,2013/01/24,B,1
INL,2013/01/24,B,1486
INL,2013/01/24,S,2060
INLP,2013/01/24,S,9
INP,2013/01/24,B,915
INP,2013/01/24,S,1597
INPP,2013/01/24,B,7
INPR,2013/01/24,B,1
INPR,2013/01/24,S,12
IPF,2013/01/24,S,6
IPL,2013/01/24,B,1727
IPL,2013/01/24,S,1618
IPLP,2013/01/24,B,4
IPLP,2013/01/24,S,2
IRA,2013/01/24,B,5
IRA,2013/01/24,S,2
ISB,2013/01/24,B,1
ISB,2013/01/24,S,1
ITE,2013/01/24,B,1
ITE,2013/01/24,S,10
IVD,2013/01/24,S,1
IVT,2013/01/24,B,164
IVT,2013/01/24,S,65
IVTP,2013/01/24,B,5
IVTP,2013/01/24,S,6
IWE,2013/01/24,B,1
IWE,2013/01/24,S,2
JBL,2013/01/24,B,43
JBL,2013/01/24,S,11
JDG,2013/01/24,B,107
JDG,2013/01/24,S,71
JDH,2013/01/24,B,2
JDH,2013/01/24,S,1
JSC,2013/01/24,B,3
JSC,2013/01/24,S,6
JSE,2013/01/24,B,265
JSE,2013/01/24,S,313
KAP,2013/01/24,B,8
KAP,2013/01/24,S,18
KBO,2013/01/24,S,3
KEH,2013/01/24,B,4
KEH,2013/01/24,S,5
KGM,2013/01/24,B,14
KGM,2013/01/24,S,14
KIO,2013/01/24,B,614
KIO,2013/01/24,S,892
KIONIH,2013/01/24,S,1
KIOSBD,2013/01/24,S,1
KIOSBE,2013/01/24,B,3
KIOSTF,2013/01/24,B,3
KIOSTF,2013/01/24,S,3
LBH,2013/01/24,B,381
LBH,2013/01/24,S,196
LEW,2013/01/24,B,193
LEW,2013/01/24,S,149
LHC,2013/01/24,B,734
LHC,2013/01/24,S,798
LHG,2013/01/24,B,7
LHG,2013/01/24,S,2
LON,2013/01/24,B,465
LON,2013/01/24,S,253
MAPPSG,2013/01/24,B,1
MAPPSP,2013/01/24,B,1
MDC,2013/01/24,B,910
MDC,2013/01/24,S,611
MDI,2013/01/24,B,10
MEY,2013/01/24,S,1
MFL,2013/01/24,B,2
MFL,2013/01/24,S,2
MIM,2013/01/24,S,1
MIX,2013/01/24,B,1
MMH,2013/01/24,B,3
MMH,2013/01/24,S,1
MMI,2013/01/24,B,641
MMI,2013/01/24,S,737
MML,2013/01/24,B,16
MML,2013/01/24,S,25
MMP,2013/01/24,B,1
MMP,2013/01/24,S,1
MMS,2013/01/24,S,1
MND,2013/01/24,B,648
MND,2013/01/24,S,1010
MNP,2013/01/24,B,1727
MNP,2013/01/24,S,1497
MOR,2013/01/24,B,1
MOR,2013/01/24,S,6
MPC,2013/01/24,B,1428
MPC,2013/01/24,S,1683
MPCIHA,2013/01/24,S,1
MPT,2013/01/24,B,121
MPT,2013/01/24,S,99
MRF,2013/01/24,B,37
MRF,2013/01/24,S,11
MRI,2013/01/24,S,2
MSA,2013/01/24,S,1
MSM,2013/01/24,B,792
MSM,2013/01/24,S,686
MST,2013/01/24,B,4
MST,2013/01/24,S,17
MTA,2013/01/24,B,15
MTA,2013/01/24,S,29
MTN,2013/01/24,B,2733
MTN,2013/01/24,S,2585
MTNSBA,2013/01/24,S,1
MTNSBO,2013/01/24,S,3
MUR,2013/01/24,B,656
MUR,2013/01/24,S,235
MVS,2013/01/24,S,3
MZR,2013/01/24,B,4
MZR,2013/01/24,S,1
NBC,2013/01/24,B,6
NBC,2013/01/24,S,11
NBK,2013/01/24,S,1
NBKP,2013/01/24,B,15
NBKP,2013/01/24,S,104
NED,2013/01/24,B,596
NED,2013/01/24,S,571
NEP,2013/01/24,B,58
NEP,2013/01/24,S,34
NEWFSA,2013/01/24,S,2
NEWPLT,2013/01/24,B,3
NEWPLT,2013/01/24,S,4
NEWSLV,2013/01/24,S,1
NEWUSD,2013/01/24,B,5
NEWUSD,2013/01/24,S,6
NFILBI,2013/01/24,B,2
NFSH40,2013/01/24,B,2
NFSH40,2013/01/24,S,2
NFSWIX,2013/01/24,B,1
NFTRCI,2013/01/24,S,1
NHM,2013/01/24,B,220
NHM,2013/01/24,S,376
NIV,2013/01/24,B,4
NIV,2013/01/24,S,6
NPK,2013/01/24,B,762
NPK,2013/01/24,S,1232
NPN,2013/01/24,B,2495
NPN,2013/01/24,S,1472
NPNIHA,2013/01/24,B,3
NPNIHA,2013/01/24,S,1
NPNNII,2013/01/24,B,4
NPNNII,2013/01/24,S,4
NPNSBF,2013/01/24,B,10
NPNSBF,2013/01/24,S,4
NPNSBG,2013/01/24,B,4
NPNSBG,2013/01/24,S,1
NPNSBS,2013/01/24,B,5
NPNSBS,2013/01/24,S,1
NPNSTG,2013/01/24,B,4
NRD,2013/01/24,B,2
NRD,2013/01/24,S,3
NT1,2013/01/24,B,1
NTC,2013/01/24,B,619
NTC,2013/01/24,S,691
NUT,2013/01/24,B,2
NUT,2013/01/24,S,4
OAO,2013/01/24,B,6
OAO,2013/01/24,S,10
OAON,2013/01/24,B,3
OAON,2013/01/24,S,3
OAS,2013/01/24,B,2
OCE,2013/01/24,B,20
OCE,2013/01/24,S,9
OCG,2013/01/24,S,1
OCT,2013/01/24,B,7
OCT,2013/01/24,S,8
OILRMB,2013/01/24,S,1
OLG,2013/01/24,B,1
OLG,2013/01/24,S,8
OLM,2013/01/24,S,1
OML,2013/01/24,B,828
OML,2013/01/24,S,801
OMLSBH,2013/01/24,S,1
OMLSTG,2013/01/24,B,1
OMN,2013/01/24,B,82
OMN,2013/01/24,S,76
PAM,2013/01/24,B,26
PAM,2013/01/24,S,58
PAN,2013/01/24,B,55
PAN,2013/01/24,S,24
PCT,2013/01/24,S,4
PDN,2013/01/24,S,1
PET,2013/01/24,B,32
PET,2013/01/24,S,11
PFG,2013/01/24,B,6
PFG,2013/01/24,S,26
PGFP,2013/01/24,B,2
PGFP,2013/01/24,S,1
PGL,2013/01/24,B,12
PGL,2013/01/24,S,19
PGR,2013/01/24,B,24
PGR,2013/01/24,S,17
PIK,2013/01/24,B,949
PIK,2013/01/24,S,1147
PKH,2013/01/24,S,2
PLL,2013/01/24,S,1
PMM,2013/01/24,B,2
PMM,2013/01/24,S,1
PNC,2013/01/24,B,134
PNC,2013/01/24,S,86
POY,2013/01/24,B,1
POY,2013/01/24,S,5
PPC,2013/01/24,B,496
PPC,2013/01/24,S,427
PPE,2013/01/24,B,9
PPE,2013/01/24,S,6
PSG,2013/01/24,B,82
PSG,2013/01/24,S,88
PSV,2013/01/24,S,5
PTXSPY,2013/01/24,B,4
PTXTEN,2013/01/24,B,3
PTXTEN,2013/01/24,S,2
PWK,2013/01/24,B,102
PWK,2013/01/24,S,64
RAC,2013/01/24,B,3
RAC,2013/01/24,S,1
RAFFIN,2013/01/24,S,2
RAFIND,2013/01/24,S,2
RAFISA,2013/01/24,B,2
RAFISA,2013/01/24,S,1
RAFRES,2013/01/24,B,1
RAFRES,2013/01/24,S,1
RBP,2013/01/24,B,34
RBP,2013/01/24,S,19
RBW,2013/01/24,B,40
RBW,2013/01/24,S,46
RBX,2013/01/24,B,41
RBX,2013/01/24,S,60
RDF,2013/01/24,B,334
RDF,2013/01/24,S,348
RDI,2013/01/24,S,1
REB,2013/01/24,B,7
REB,2013/01/24,S,3
REBN,2013/01/24,B,5
REBN,2013/01/24,S,33
REI,2013/01/24,B,305
REI,2013/01/24,S,219
REM,2013/01/24,B,750
REM,2013/01/24,S,1142
RES,2013/01/24,B,57
RES,2013/01/24,S,50
RIN,2013/01/24,B,31
RIN,2013/01/24,S,80
RLF,2013/01/24,S,4
RLO,2013/01/24,B,147
RLO,2013/01/24,S,283
RMBINF,2013/01/24,B,6
RMBINF,2013/01/24,S,8
RMBMID,2013/01/24,B,3
RMBMID,2013/01/24,S,1
RMBT40,2013/01/24,B,2
RMBT40,2013/01/24,S,4
RMH,2013/01/24,B,1334
RMH,2013/01/24,S,1101
RMI,2013/01/24,B,579
RMI,2013/01/24,S,1004
RNG,2013/01/24,S,1
ROC,2013/01/24,S,1
SAB,2013/01/24,B,2490
SAB,2013/01/24,S,2175
SAC,2013/01/24,B,21
SAC,2013/01/24,S,84
SAP,2013/01/24,B,449
SAP,2013/01/24,S,392
SBACI,2013/01/24,S,1
SBAEI,2013/01/24,B,2
SBAG1,2013/01/24,B,1
SBAG1,2013/01/24,S,2
SBAPD1,2013/01/24,S,1
SBAPL1,2013/01/24,S,2
SBAS1,2013/01/24,B,2
SBAS1,2013/01/24,S,6
SBAWHT,2013/01/24,S,1
SBK,2013/01/24,B,952
SBK,2013/01/24,S,1543
SBPP,2013/01/24,B,9
SBPP,2013/01/24,S,24
SCL,2013/01/24,B,38
SCL,2013/01/24,S,25
SDH,2013/01/24,B,7
SDH,2013/01/24,S,4
SEP,2013/01/24,B,20
SEP,2013/01/24,S,21
SER,2013/01/24,S,1
SFN,2013/01/24,B,3
SFN,2013/01/24,S,1
SFNP,2013/01/24,S,1
SGA,2013/01/24,B,2
SGB,2013/01/24,B,1
SHB,2013/01/24,B,6
SHF,2013/01/24,B,1327
SHF,2013/01/24,S,1004
SHFF,2013/01/24,B,2
SHFF,2013/01/24,S,5
SHP,2013/01/24,B,2610
SHP,2013/01/24,S,3604
SHPIHE,2013/01/24,S,1
SKJ,2013/01/24,B,1
SLA,2013/01/24,S,1
SLM,2013/01/24,B,1566
SLM,2013/01/24,S,1346
SLP,2013/01/24,B,7
SLP,2013/01/24,S,6
SNB,2013/01/24,S,1
SNM,2013/01/24,S,1
SNT,2013/01/24,B,180
SNT,2013/01/24,S,235
SNU,2013/01/24,B,4
SNU,2013/01/24,S,40
SOH,2013/01/24,B,1
SOH,2013/01/24,S,1
SOL,2013/01/24,B,3051
SOL,2013/01/24,S,2497
SOLBE1,2013/01/24,S,1
SOLIBI,2013/01/24,B,2
SOLIBI,2013/01/24,S,1
SOLIHI,2013/01/24,B,1
SOLIHI,2013/01/24,S,1
SOLSBD,2013/01/24,B,3
SOLSBE,2013/01/24,B,11
SOLSBE,2013/01/24,S,5
SOLSBR,2013/01/24,B,1
SOLSTH,2013/01/24,B,1
SOV,2013/01/24,S,1
SPG,2013/01/24,B,106
SPG,2013/01/24,S,73
SPP,2013/01/24,B,337
SPP,2013/01/24,S,528
SRH,2013/01/24,B,3
SRH,2013/01/24,S,1
SRN,2013/01/24,S,1
SSK,2013/01/24,B,5
SSK,2013/01/24,S,3
STA,2013/01/24,S,1
STANSX,2013/01/24,B,2
STANSX,2013/01/24,S,2
STX40,2013/01/24,B,42
STX40,2013/01/24,S,30
STXDIV,2013/01/24,B,18
STXDIV,2013/01/24,S,9
STXFIN,2013/01/24,B,4
STXFIN,2013/01/24,S,2
STXIND,2013/01/24,B,10
STXIND,2013/01/24,S,9
STXRAF,2013/01/24,B,4
STXRAF,2013/01/24,S,4
STXRES,2013/01/24,B,17
STXRES,2013/01/24,S,16
STXSWX,2013/01/24,B,6
STXSWX,2013/01/24,S,1
SUI,2013/01/24,B,78
SUI,2013/01/24,S,70
SUR,2013/01/24,B,35
SUR,2013/01/24,S,26
SVN,2013/01/24,S,1
SYC,2013/01/24,B,57
SYC,2013/01/24,S,76
TAS,2013/01/24,B,14
TAS,2013/01/24,S,15
TBS,2013/01/24,B,2055
TBS,2013/01/24,S,2167
TBSNII,2013/01/24,B,1
TBSNII,2013/01/24,S,1
TCP,2013/01/24,B,72
TCP,2013/01/24,S,31
TDH,2013/01/24,B,2
TDH,2013/01/24,S,4
TFG,2013/01/24,B,571
TFG,2013/01/24,S,786
TKG,2013/01/24,B,100
TKG,2013/01/24,S,165
TMG,2013/01/24,B,1
TMG,2013/01/24,S,3
TON,2013/01/24,B,390
TON,2013/01/24,S,883
TOPDWA,2013/01/24,B,6
TOPDWA,2013/01/24,S,6
TOPDWH,2013/01/24,B,1
TOPDWM,2013/01/24,S,1
TOPDWS,2013/01/24,B,21
TOPDWS,2013/01/24,S,23
TOPDWT,2013/01/24,B,36
TOPDWT,2013/01/24,S,49
TOPDWU,2013/01/24,B,5
TOPDWU,2013/01/24,S,7
TOPDWV,2013/01/24,B,4
TOPDWW,2013/01/24,S,2
TOPSBC,2013/01/24,B,1
TOPSBH,2013/01/24,B,1
TOPSBP,2013/01/24,S,1
TOPSBQ,2013/01/24,S,1
TOPSKS,2013/01/24,S,1
TOPTRI,2013/01/24,B,8
TOPTRI,2013/01/24,S,7
TOR,2013/01/24,S,2
TPC,2013/01/24,S,5
TRE,2013/01/24,B,122
TRE,2013/01/24,S,55
TRU,2013/01/24,B,913
TRU,2013/01/24,S,1033
TRW,2013/01/24,S,1
TSH,2013/01/24,B,2
TSH,2013/01/24,S,6
TSX,2013/01/24,B,12
TSX,2013/01/24,S,5
TTO,2013/01/24,S,5
TUC,2013/01/24,S,1
UBU,2013/01/24,B,1
UBU,2013/01/24,S,2
UUU,2013/01/24,B,44
UUU,2013/01/24,S,15
VIF,2013/01/24,B,13
VIF,2013/01/24,S,7
VIL,2013/01/24,B,56
VIL,2013/01/24,S,59
VKE,2013/01/24,B,55
VKE,2013/01/24,S,40
VKN,2013/01/24,S,1
VLE,2013/01/24,S,1
VMK,2013/01/24,B,4
VMK,2013/01/24,S,3
VOD,2013/01/24,B,957
VOD,2013/01/24,S,1045
VODNNG,2013/01/24,B,2
VODNNG,2013/01/24,S,1
VPF,2013/01/24,B,2
VPF,2013/01/24,S,1
VUN,2013/01/24,S,3
WBO,2013/01/24,B,104
WBO,2013/01/24,S,103
WEA,2013/01/24,B,1
WEZ,2013/01/24,B,25
WEZ,2013/01/24,S,23
WHL,2013/01/24,B,2163
WHL,2013/01/24,S,1566
WIL,2013/01/24,S,2
WNH,2013/01/24,S,1
WSL,2013/01/24,B,5
WSL,2013/01/24,S,4
XEM,2013/01/24,S,1
YRK,2013/01/24,B,2
YRK,2013/01/24,S,1
ZCI,2013/01/24,B,5
ZCI,2013/01/24,S,3
ZED,2013/01/24,B,28
ZED,2013/01/24,S,14
ZGOVI,2013/01/24,B,1
ZGOVI,2013/01/24,S,2
ABL,2013/01/25,B,990
ABL,2013/01/25,S,901
ABLP,2013/01/25,S,8
ABLSTH,2013/01/25,B,2
ABSP,2013/01/25,B,3
ABSP,2013/01/25,S,11
ACE,2013/01/25,S,1
ACL,2013/01/25,B,177
ACL,2013/01/25,S,255
ACLNII,2013/01/25,B,4
ACLNII,2013/01/25,S,1
ACP,2013/01/25,B,40
ACP,2013/01/25,S,72
ACT,2013/01/25,B,9
ACT,2013/01/25,S,5
ADH,2013/01/25,B,14
ADH,2013/01/25,S,5
ADI,2013/01/25,B,8
ADI,2013/01/25,S,6
ADR,2013/01/25,B,45
ADR,2013/01/25,S,17
ADW,2013/01/25,B,3
ADW,2013/01/25,S,2
AEG,2013/01/25,B,368
AEG,2013/01/25,S,232
AET,2013/01/25,B,1
AFE,2013/01/25,B,10
AFE,2013/01/25,S,23
AFP,2013/01/25,B,4
AFP,2013/01/25,S,6
AFR,2013/01/25,B,5
AFR,2013/01/25,S,11
AFT,2013/01/25,B,2
AFT,2013/01/25,S,3
AFX,2013/01/25,B,18
AFX,2013/01/25,S,20
AGL,2013/01/25,B,2282
AGL,2013/01/25,S,2876
AGLIBC,2013/01/25,S,3
AGLIBV,2013/01/25,B,1
AGLIHK,2013/01/25,B,3
AGLSBL,2013/01/25,B,1
AGLSBL,2013/01/25,S,6
AGLSBM,2013/01/25,B,4
AGLSBM,2013/01/25,S,2
AGLSBN,2013/01/25,B,8
AGLSBN,2013/01/25,S,3
AGLSBQ,2013/01/25,B,1
AGLSBQ,2013/01/25,S,1
AGLSTG,2013/01/25,B,14
AGLSTG,2013/01/25,S,3
AHL,2013/01/25,B,1
AIA,2013/01/25,B,12
AIA,2013/01/25,S,43
AIP,2013/01/25,B,175
AIP,2013/01/25,S,227
ALT,2013/01/25,B,19
ALT,2013/01/25,S,16
AMA,2013/01/25,S,3
AMS,2013/01/25,B,622
AMS,2013/01/25,S,653
AMSIBD,2013/01/25,B,1
AMSIBD,2013/01/25,S,1
AMSSBD,2013/01/25,B,4
AMSSTG,2013/01/25,B,2
AMSSTG,2013/01/25,S,1
ANG,2013/01/25,B,987
ANG,2013/01/25,S,2108
ANGSBB,2013/01/25,B,9
ANGSBB,2013/01/25,S,2
ANGSBC,2013/01/25,B,5
ANGSBC,2013/01/25,S,5
ANGSTG,2013/01/25,S,2
ANM,2013/01/25,B,2
ANM,2013/01/25,S,1
ANP,2013/01/25,B,2
ANP,2013/01/25,S,1
ANS,2013/01/25,S,4
AOX,2013/01/25,S,1
APK,2013/01/25,B,3
APN,2013/01/25,B,591
APN,2013/01/25,S,823
AQP,2013/01/25,B,52
AQP,2013/01/25,S,72
ARH,2013/01/25,B,2
ARH,2013/01/25,S,1
ARI,2013/01/25,B,688
ARI,2013/01/25,S,934
ARL,2013/01/25,B,135
ARL,2013/01/25,S,147
ART,2013/01/25,B,2
ART,2013/01/25,S,10
ASA,2013/01/25,B,1288
ASA,2013/01/25,S,1027
ASASBH,2013/01/25,S,1
ASASBR,2013/01/25,S,2
ASR,2013/01/25,B,275
ASR,2013/01/25,S,424
ATL,2013/01/25,B,2
ATL,2013/01/25,S,1
ATN,2013/01/25,B,1
ATN,2013/01/25,S,1
ATNP,2013/01/25,B,4
ATNP,2013/01/25,S,13
AVI,2013/01/25,B,1218
AVI,2013/01/25,S,1324
AWA,2013/01/25,B,32
AWA,2013/01/25,S,37
AWB,2013/01/25,B,11
AWB,2013/01/25,S,19
AWT,2013/01/25,B,1
AWT,2013/01/25,S,2
B2G,2013/01/25,S,1
BAT,2013/01/25,B,579
BAT,2013/01/25,S,371
BAU,2013/01/25,B,1
BAU,2013/01/25,S,2
BAW,2013/01/25,B,473
BAW,2013/01/25,S,438
BBET40,2013/01/25,B,3
BBET40,2013/01/25,S,2
BCF,2013/01/25,B,1
BCF,2013/01/25,S,2
BCK,2013/01/25,B,3
BCK,2013/01/25,S,1
BCX,2013/01/25,B,20
BCX,2013/01/25,S,14
BDM,2013/01/25,S,1
BEG,2013/01/25,B,1
BEL,2013/01/25,B,1
BEL,2013/01/25,S,6
BFS,2013/01/25,B,8
BFS,2013/01/25,S,12
BGREEN,2013/01/25,B,3
BIK,2013/01/25,B,1
BIK,2013/01/25,S,2
BIL,2013/01/25,B,1460
BIL,2013/01/25,S,1694
BILSBC,2013/01/25,S,2
BILSBD,2013/01/25,B,1
BILSBD,2013/01/25,S,1
BILSTI,2013/01/25,B,3
BILSTI,2013/01/25,S,3
BLU,2013/01/25,B,20
BLU,2013/01/25,S,31
BMN,2013/01/25,S,1
BRN,2013/01/25,S,4
BSR,2013/01/25,B,29
BSR,2013/01/25,S,11
BSS,2013/01/25,S,2
BTI,2013/01/25,B,1998
BTI,2013/01/25,S,1449
BTIIHB,2013/01/25,B,4
BTIIHB,2013/01/25,S,3
BTISBC,2013/01/25,S,2
BVT,2013/01/25,B,1187
BVT,2013/01/25,S,871
BVTNII,2013/01/25,B,1
BWI,2013/01/25,S,1
BWL,2013/01/25,B,3
BWL,2013/01/25,S,1
CAP,2013/01/25,S,2
CAT,2013/01/25,B,10
CAT,2013/01/25,S,4
CATP,2013/01/25,S,2
CBH,2013/01/25,B,2
CBH,2013/01/25,S,7
CCL,2013/01/25,S,1
CCO,2013/01/25,B,220
CCO,2013/01/25,S,148
CDZ,2013/01/25,S,4
CFR,2013/01/25,B,1283
CFR,2013/01/25,S,1390
CFRSBP,2013/01/25,B,2
CGR,2013/01/25,B,5
CGR,2013/01/25,S,8
CIL,2013/01/25,B,19
CIL,2013/01/25,S,24
CLH,2013/01/25,B,322
CLH,2013/01/25,S,75
CLR,2013/01/25,B,50
CLR,2013/01/25,S,60
CLS,2013/01/25,B,244
CLS,2013/01/25,S,216
CMH,2013/01/25,B,10
CMH,2013/01/25,S,5
CML,2013/01/25,B,429
CML,2013/01/25,S,553
CMO,2013/01/25,S,5
CMP,2013/01/25,B,66
CMP,2013/01/25,S,57
CND,2013/01/25,B,2
CNL,2013/01/25,B,2
COH,2013/01/25,B,75
COH,2013/01/25,S,61
COLRMB,2013/01/25,B,1
COM,2013/01/25,B,2
CPI,2013/01/25,B,36
CPI,2013/01/25,S,45
CPIP,2013/01/25,B,2
CPIP,2013/01/25,S,3
CPL,2013/01/25,B,89
CPL,2013/01/25,S,94
CRD,2013/01/25,S,1
CSB,2013/01/25,B,48
CSB,2013/01/25,S,37
CSO,2013/01/25,B,479
CSO,2013/01/25,S,299
CSP,2013/01/25,S,3
CVH,2013/01/25,B,2
CVH,2013/01/25,S,8
CVN,2013/01/25,B,4
CVN,2013/01/25,S,1
CZA,2013/01/25,B,64
CZA,2013/01/25,S,71
DAW,2013/01/25,B,1
DAW,2013/01/25,S,1
DBABI1,2013/01/25,B,2
DBABI1,2013/01/25,S,1
DBAFRI,2013/01/25,B,3
DBAGLB,2013/01/25,B,3
DBAGLB,2013/01/25,S,4
DBCHIN,2013/01/25,B,1
DBCHIN,2013/01/25,S,2
DBEMER,2013/01/25,B,2
DBEMER,2013/01/25,S,2
DBNPNF,2013/01/25,B,1
DBNPNF,2013/01/25,S,1
DBXEU,2013/01/25,B,8
DBXEU,2013/01/25,S,5
DBXJP,2013/01/25,B,5
DBXJP,2013/01/25,S,7
DBXUK,2013/01/25,B,3
DBXUK,2013/01/25,S,1
DBXUS,2013/01/25,B,6
DBXUS,2013/01/25,S,7
DBXWD,2013/01/25,B,6
DBXWD,2013/01/25,S,6
DCT,2013/01/25,B,2
DCT,2013/01/25,S,1
DGC,2013/01/25,B,4
DGC,2013/01/25,S,2
DIA,2013/01/25,B,1
DIA,2013/01/25,S,1
DIB,2013/01/25,S,1
DLT,2013/01/25,B,17
DLT,2013/01/25,S,10
DON,2013/01/25,S,2
DRD,2013/01/25,B,30
DRD,2013/01/25,S,91
DSBP,2013/01/25,S,6
DST,2013/01/25,B,3
DST,2013/01/25,S,7
DSY,2013/01/25,B,353
DSY,2013/01/25,S,444
DTA,2013/01/25,S,1
DTC,2013/01/25,B,239
DTC,2013/01/25,S,282
DYL,2013/01/25,S,1
EHS,2013/01/25,B,5
EHS,2013/01/25,S,5
ELI,2013/01/25,B,223
ELI,2013/01/25,S,144
ELR,2013/01/25,S,2
EMI,2013/01/25,B,39
EMI,2013/01/25,S,59
EOG,2013/01/25,S,1
EOH,2013/01/25,B,91
EOH,2013/01/25,S,71
EPS,2013/01/25,B,13
EPS,2013/01/25,S,28
EQS,2013/01/25,B,31
EQS,2013/01/25,S,50
ESPIBT,2013/01/25,B,2
ESPIBW,2013/01/25,B,1
ESPIBW,2013/01/25,S,1
ESR,2013/01/25,B,13
ESR,2013/01/25,S,4
EXX,2013/01/25,B,835
EXX,2013/01/25,S,1242
EXXSBE,2013/01/25,B,3
EXXSBE,2013/01/25,S,1
EXXSBF,2013/01/25,B,1
EXXSBF,2013/01/25,S,7
FBR,2013/01/25,B,115
FBR,2013/01/25,S,133
FCPD,2013/01/25,B,23
FCPD,2013/01/25,S,7
FFA,2013/01/25,S,6
FGL,2013/01/25,B,13
FGL,2013/01/25,S,9
FMC,2013/01/25,B,3
FPT,2013/01/25,B,54
FPT,2013/01/25,S,36
FSE,2013/01/25,B,6
FSR,2013/01/25,B,1610
FSR,2013/01/25,S,1845
FSRP,2013/01/25,B,4
FSRP,2013/01/25,S,22
FSRSBJ,2013/01/25,S,1
FSRSBL,2013/01/25,B,2
FSRSBL,2013/01/25,S,8
FSRSBX,2013/01/25,B,3
FSRSBX,2013/01/25,S,1
FSRSTG,2013/01/25,B,3
FST,2013/01/25,S,1
FSY,2013/01/25,S,1
FUU,2013/01/25,B,2
FUU,2013/01/25,S,1
FWX,2013/01/25,B,3
FWX,2013/01/25,S,5
GDO,2013/01/25,B,4
GDO,2013/01/25,S,18
GFI,2013/01/25,B,1337
GFI,2013/01/25,S,1651
GFISBM,2013/01/25,B,1
GFISBM,2013/01/25,S,1
GFISBN,2013/01/25,B,1
GFISBN,2013/01/25,S,2
GFISTH,2013/01/25,B,2
GGM,2013/01/25,S,1
GIJ,2013/01/25,S,1
GLD,2013/01/25,B,184
GLD,2013/01/25,S,220
GND,2013/01/25,B,57
GND,2013/01/25,S,69
GNDP,2013/01/25,S,3
GNDSTG,2013/01/25,S,1
GOLDEN,2013/01/25,B,3
GOLDEN,2013/01/25,S,1
GPL,2013/01/25,B,20
GPL,2013/01/25,S,27
GRF,2013/01/25,B,23
GRF,2013/01/25,S,56
GRT,2013/01/25,B,535
GRT,2013/01/25,S,571
GRTSII,2013/01/25,B,1
HAR,2013/01/25,B,574
HAR,2013/01/25,S,1067
HARSBL,2013/01/25,B,6
HARSBL,2013/01/25,S,21
HARSBM,2013/01/25,B,4
HARSBM,2013/01/25,S,23
HARSBR,2013/01/25,B,2
HARSTG,2013/01/25,B,3
HARSTG,2013/01/25,S,25
HCI,2013/01/25,B,67
HCI,2013/01/25,S,42
HDC,2013/01/25,B,21
HDC,2013/01/25,S,20
HLM,2013/01/25,B,5
HLM,2013/01/25,S,13
HPB,2013/01/25,B,3
HPB,2013/01/25,S,3
HSP,2013/01/25,B,63
HSP,2013/01/25,S,8
HYP,2013/01/25,B,48
HYP,2013/01/25,S,42
ILA,2013/01/25,B,9
ILA,2013/01/25,S,4
ILE,2013/01/25,S,1
ILV,2013/01/25,B,144
ILV,2013/01/25,S,78
IMP,2013/01/25,B,900
IMP,2013/01/25,S,1198
IMPSBD,2013/01/25,B,25
IMPSBD,2013/01/25,S,1
IMPSTG,2013/01/25,S,2
ING,2013/01/25,B,2
INL,2013/01/25,B,1967
INL,2013/01/25,S,1452
INLP,2013/01/25,B,2
INLP,2013/01/25,S,16
INP,2013/01/25,B,918
INP,2013/01/25,S,1179
INPR,2013/01/25,B,2
INPR,2013/01/25,S,19
IPF,2013/01/25,B,18
IPF,2013/01/25,S,10
IPL,2013/01/25,B,1146
IPL,2013/01/25,S,1181
