TradableInstrumentAlphaCode,LogicalBusinessDay,BuySellIndicator,CountOfTrades
HVL,2010/01/04,B,29
HVL,2010/01/04,S,12
HWN,2010/01/04,B,2
HYP,2010/01/04,B,12
HYP,2010/01/04,S,7
ILA,2010/01/04,B,3
ILA,2010/01/04,S,4
ILV,2010/01/04,B,140
ILV,2010/01/04,S,80
IMP,2010/01/04,B,1195
IMP,2010/01/04,S,878
IMPDBR,2010/01/04,B,1
IMPIBM,2010/01/04,B,8
IMPNIG,2010/01/04,B,2
IMPSBC,2010/01/04,B,8
IMPSBC,2010/01/04,S,1
IMPSBD,2010/01/04,B,10
IMPSBD,2010/01/04,S,3
IMPSTD,2010/01/04,B,2
IMPSTD,2010/01/04,S,6
ING,2010/01/04,B,1
INL,2010/01/04,B,224
INL,2010/01/04,S,175
INLP,2010/01/04,B,1
INLP,2010/01/04,S,1
INP,2010/01/04,B,453
INP,2010/01/04,S,382
INPP,2010/01/04,B,3
INPP,2010/01/04,S,1
INPR,2010/01/04,B,4
INPR,2010/01/04,S,5
INPSTD,2010/01/04,B,3
INPSTD,2010/01/04,S,1
IPL,2010/01/04,B,105
IPL,2010/01/04,S,90
IPS,2010/01/04,S,3
IRA,2010/01/04,S,3
ISB,2010/01/04,B,3
ITR,2010/01/04,S,1
IVD,2010/01/04,B,2
IVT,2010/01/04,B,7
IVT,2010/01/04,S,3
IWE,2010/01/04,B,4
JBL,2010/01/04,B,10
JBL,2010/01/04,S,12
JDG,2010/01/04,B,114
JDG,2010/01/04,S,134
JSC,2010/01/04,B,7
JSC,2010/01/04,S,3
JSE,2010/01/04,B,92
JSE,2010/01/04,S,31
KAH,2010/01/04,S,1
KEH,2010/01/04,B,3
KEH,2010/01/04,S,5
KEL,2010/01/04,S,4
KGM,2010/01/04,S,3
KIO,2010/01/04,B,221
KIO,2010/01/04,S,276
KIOSBH,2010/01/04,B,1
KIOSBH,2010/01/04,S,2
LBH,2010/01/04,B,71
LBH,2010/01/04,S,113
LBHP,2010/01/04,S,1
LBT,2010/01/04,B,260
LBT,2010/01/04,S,242
LEW,2010/01/04,B,82
LEW,2010/01/04,S,51
LMID,2010/01/04,S,2
LON,2010/01/04,B,71
LON,2010/01/04,S,70
MAF,2010/01/04,B,5
MAF,2010/01/04,S,11
MDC,2010/01/04,B,73
MDC,2010/01/04,S,56
MET,2010/01/04,B,151
MET,2010/01/04,S,82
MFL,2010/01/04,S,1
MIX,2010/01/04,B,3
MIX,2010/01/04,S,2
MKL,2010/01/04,B,6
MKL,2010/01/04,S,15
MMG,2010/01/04,S,2
MMH,2010/01/04,B,1
MMH,2010/01/04,S,3
MML,2010/01/04,B,1
MND,2010/01/04,B,141
MND,2010/01/04,S,113
MNP,2010/01/04,B,81
MNP,2010/01/04,S,168
MOB,2010/01/04,S,1
MPC,2010/01/04,B,149
MPC,2010/01/04,S,93
MRF,2010/01/04,B,36
MRF,2010/01/04,S,139
MSM,2010/01/04,B,273
MSM,2010/01/04,S,182
MST,2010/01/04,B,5
MST,2010/01/04,S,7
MTD,2010/01/04,B,1
MTF,2010/01/04,B,1
MTL,2010/01/04,B,1
MTL,2010/01/04,S,2
MTN,2010/01/04,B,1036
MTN,2010/01/04,S,1247
MTNIHF,2010/01/04,S,10
MTNSBC,2010/01/04,B,4
MTNSBC,2010/01/04,S,26
MTNSBD,2010/01/04,B,4
MTNSBD,2010/01/04,S,9
MTX,2010/01/04,B,126
MTX,2010/01/04,S,85
MUR,2010/01/04,B,229
MUR,2010/01/04,S,254
MVG,2010/01/04,B,37
MVG,2010/01/04,S,22
MVL,2010/01/04,B,137
MVL,2010/01/04,S,121
MYD,2010/01/04,B,2
MYD,2010/01/04,S,2
MZR,2010/01/04,B,7
MZR,2010/01/04,S,1
NBK,2010/01/04,B,2
NBKP,2010/01/04,B,5
NBKP,2010/01/04,S,6
NCA,2010/01/04,S,1
NCS,2010/01/04,B,1
NED,2010/01/04,B,417
NED,2010/01/04,S,270
NEWFSA,2010/01/04,S,1
NFSH40,2010/01/04,S,1
NHM,2010/01/04,B,238
NHM,2010/01/04,S,214
NHMSTD,2010/01/04,B,1
NPK,2010/01/04,B,51
NPK,2010/01/04,S,73
NPN,2010/01/04,B,842
NPN,2010/01/04,S,463
NPNSBJ,2010/01/04,B,2
NPNSBJ,2010/01/04,S,1
NRD,2010/01/04,B,2
NRD,2010/01/04,S,1
NTC,2010/01/04,B,97
NTC,2010/01/04,S,96
NTCP,2010/01/04,B,1
NWL,2010/01/04,S,1
OCE,2010/01/04,B,6
OCE,2010/01/04,S,28
OCG,2010/01/04,B,1
OCT,2010/01/04,B,7
OCT,2010/01/04,S,1
OLG,2010/01/04,B,3
OLG,2010/01/04,S,1
OLI,2010/01/04,B,1
OLM,2010/01/04,B,1
OML,2010/01/04,B,301
OML,2010/01/04,S,288
OMLSBM,2010/01/04,B,1
OMLSBM,2010/01/04,S,6
OMLSBN,2010/01/04,S,3
OMLSTD,2010/01/04,S,1
OMN,2010/01/04,B,10
OMN,2010/01/04,S,7
PAM,2010/01/04,B,3
PAM,2010/01/04,S,2
PAN,2010/01/04,B,8
PAN,2010/01/04,S,9
PAP,2010/01/04,B,47
PAP,2010/01/04,S,9
PCN,2010/01/04,B,2
PCN,2010/01/04,S,3
PDN,2010/01/04,S,1
PET,2010/01/04,B,5
PET,2010/01/04,S,1
PFG,2010/01/04,B,2
PFG,2010/01/04,S,2
PGFP,2010/01/04,S,2
PGL,2010/01/04,B,14
PGL,2010/01/04,S,2
PGR,2010/01/04,B,5
PGR,2010/01/04,S,220
PHM,2010/01/04,S,1
PIK,2010/01/04,B,222
PIK,2010/01/04,S,102
PKH,2010/01/04,S,4
PLD,2010/01/04,B,4
PLD,2010/01/04,S,2
PLN,2010/01/04,B,1
PMM,2010/01/04,S,1
PNC,2010/01/04,B,5
PNC,2010/01/04,S,6
PNG,2010/01/04,B,12
PNG,2010/01/04,S,8
POY,2010/01/04,S,1
PPC,2010/01/04,B,284
PPC,2010/01/04,S,177
PPCSTE,2010/01/04,B,2
PPE,2010/01/04,S,2
PSG,2010/01/04,B,41
PSG,2010/01/04,S,18
PSV,2010/01/04,S,3
PTXSPY,2010/01/04,B,1
PTXSPY,2010/01/04,S,1
PWK,2010/01/04,B,28
PWK,2010/01/04,S,104
QHL,2010/01/04,B,5
RAC,2010/01/04,S,2
RAFFIN,2010/01/04,S,1
RAFIND,2010/01/04,S,1
RAFISA,2010/01/04,S,2
RAFRES,2010/01/04,B,1
RAFRES,2010/01/04,S,1
RAR,2010/01/04,B,1
RBA,2010/01/04,B,1
RBA,2010/01/04,S,3
RBW,2010/01/04,B,10
RBX,2010/01/04,B,6
RDF,2010/01/04,B,148
RDF,2010/01/04,S,134
RDI,2010/01/04,B,2
RDI,2010/01/04,S,2
REI,2010/01/04,B,306
REI,2010/01/04,S,145
REM,2010/01/04,B,172
REM,2010/01/04,S,185
RES,2010/01/04,B,1
RES,2010/01/04,S,13
RLO,2010/01/04,B,73
RLO,2010/01/04,S,103
RMH,2010/01/04,B,152
RMH,2010/01/04,S,193
SAB,2010/01/04,B,395
SAB,2010/01/04,S,388
SABSTD,2010/01/04,B,1
SAC,2010/01/04,B,1
SAC,2010/01/04,S,6
SAL,2010/01/04,B,2
SAL,2010/01/04,S,1
SAN,2010/01/04,B,17
SAN,2010/01/04,S,3
SAP,2010/01/04,B,118
SAP,2010/01/04,S,235
SBG,2010/01/04,B,1
SBG,2010/01/04,S,8
SBK,2010/01/04,B,583
SBK,2010/01/04,S,570
SBKDBQ,2010/01/04,B,1
SBKNIH,2010/01/04,S,1
SBKSBF,2010/01/04,S,1
SBPP,2010/01/04,B,12
SBPP,2010/01/04,S,5
SBR003,2010/01/04,B,1
SEP,2010/01/04,S,3
SFH,2010/01/04,S,1
SFN,2010/01/04,B,11
SFN,2010/01/04,S,8
SHF,2010/01/04,B,249
SHF,2010/01/04,S,180
SHFSTC,2010/01/04,B,1
SHP,2010/01/04,B,299
SHP,2010/01/04,S,340
SIM,2010/01/04,B,50
SIM,2010/01/04,S,48
SKJ,2010/01/04,B,1
SKJ,2010/01/04,S,4
SKY,2010/01/04,B,4
SKY,2010/01/04,S,3
SLA,2010/01/04,B,1
SLM,2010/01/04,B,433
SLM,2010/01/04,S,392
SNB,2010/01/04,B,2
SNM,2010/01/04,B,1
SNT,2010/01/04,B,47
SNT,2010/01/04,S,17
SNU,2010/01/04,B,6
SNU,2010/01/04,S,2
SNV,2010/01/04,S,1
SOH,2010/01/04,S,2
SOL,2010/01/04,B,844
SOL,2010/01/04,S,598
SOLSBG,2010/01/04,B,14
SOLSBG,2010/01/04,S,1
SOLSBH,2010/01/04,B,16
SOLSBH,2010/01/04,S,8
SOLSTE,2010/01/04,B,5
SOLSTE,2010/01/04,S,6
SOV,2010/01/04,S,1
SPG,2010/01/04,B,19
SPG,2010/01/04,S,13
SPP,2010/01/04,B,192
SPP,2010/01/04,S,134
SPS,2010/01/04,S,1
SRH,2010/01/04,B,2
SSK,2010/01/04,B,1
SSK,2010/01/04,S,2
STX40,2010/01/04,B,41
STX40,2010/01/04,S,31
STXDIV,2010/01/04,B,12
STXDIV,2010/01/04,S,21
STXFIN,2010/01/04,B,3
STXFIN,2010/01/04,S,11
STXIND,2010/01/04,B,1
STXIND,2010/01/04,S,4
STXRAF,2010/01/04,B,20
STXRAF,2010/01/04,S,5
STXRES,2010/01/04,B,6
STXRES,2010/01/04,S,5
STXSWX,2010/01/04,B,1
STXSWX,2010/01/04,S,4
SUI,2010/01/04,B,11
SUI,2010/01/04,S,15
SUR,2010/01/04,B,4
SUR,2010/01/04,S,13
SYC,2010/01/04,S,6
TAS,2010/01/04,S,1
TAW,2010/01/04,B,3
TAW,2010/01/04,S,3
TBS,2010/01/04,B,259
TBS,2010/01/04,S,214
TDH,2010/01/04,B,3
TFX,2010/01/04,B,4
THX,2010/01/04,B,1
TKG,2010/01/04,B,805
TKG,2010/01/04,S,554
TKGSBR,2010/01/04,B,2
TLM,2010/01/04,B,1
TLM,2010/01/04,S,2
TON,2010/01/04,B,194
TON,2010/01/04,S,106
TOPDWH,2010/01/04,B,1
TOPDWH,2010/01/04,S,1
TOPDWI,2010/01/04,S,1
TOPDWX,2010/01/04,B,20
TOPDWX,2010/01/04,S,14
TOPSBL,2010/01/04,B,4
TOPSBL,2010/01/04,S,3
TOPSBW,2010/01/04,B,3
TOPSBW,2010/01/04,S,3
TOPSBZ,2010/01/04,B,1
TOPSKC,2010/01/04,B,8
TOPSKC,2010/01/04,S,6
TOPSKR,2010/01/04,B,6
TOPSKR,2010/01/04,S,5
TRU,2010/01/04,B,441
TRU,2010/01/04,S,380
TRW,2010/01/04,B,2
TSX,2010/01/04,B,5
TSX,2010/01/04,S,4
TTO,2010/01/04,B,1
UBU,2010/01/04,B,3
UBU,2010/01/04,S,2
UCS,2010/01/04,S,1
USDSCA,2010/01/04,B,3
USDSCA,2010/01/04,S,7
UUU,2010/01/04,B,2
UUU,2010/01/04,S,5
VKE,2010/01/04,B,6
VKE,2010/01/04,S,2
VKN,2010/01/04,B,1
VOD,2010/01/04,B,330
VOD,2010/01/04,S,229
VODSBC,2010/01/04,B,2
VODSBC,2010/01/04,S,2
VOX,2010/01/04,B,30
VOX,2010/01/04,S,2
WAM,2010/01/04,S,1
WBO,2010/01/04,B,51
WBO,2010/01/04,S,49
WEA,2010/01/04,B,2
WEA,2010/01/04,S,7
WEZ,2010/01/04,B,11
WEZ,2010/01/04,S,6
WGR,2010/01/04,S,1
WHL,2010/01/04,B,153
WHL,2010/01/04,S,159
WLN,2010/01/04,B,3
WNH,2010/01/04,B,1
WSL,2010/01/04,B,2
WSL,2010/01/04,S,3
XEM,2010/01/04,S,1
YRK,2010/01/04,B,24
YRK,2010/01/04,S,1
ZED,2010/01/04,B,4
ZED,2010/01/04,S,9
ZGOVI,2010/01/04,B,1
ZGOVI,2010/01/04,S,3
1TM,2010/01/05,S,1
ABK,2010/01/05,S,1
ABL,2010/01/05,B,657
ABL,2010/01/05,S,2205
ABLP,2010/01/05,S,1
ABO,2010/01/05,S,1
ABSP,2010/01/05,B,2
ABSP,2010/01/05,S,3
ACL,2010/01/05,B,974
ACL,2010/01/05,S,839
ACLNIF,2010/01/05,B,1
ACLNIF,2010/01/05,S,1
ACLSBI,2010/01/05,B,2
ACLSBI,2010/01/05,S,2
ACLSBJ,2010/01/05,B,30
ACLSBJ,2010/01/05,S,4
ACLSBL,2010/01/05,B,13
ACLSBL,2010/01/05,S,9
ACLSTD,2010/01/05,B,2
ACLSTD,2010/01/05,S,1
ACP,2010/01/05,B,14
ACP,2010/01/05,S,24
ACT,2010/01/05,B,3
ACT,2010/01/05,S,1
ADH,2010/01/05,B,1
ADH,2010/01/05,S,13
ADR,2010/01/05,B,26
ADR,2010/01/05,S,3
ADW,2010/01/05,S,2
AEG,2010/01/05,B,739
AEG,2010/01/05,S,450
AET,2010/01/05,S,1
AFE,2010/01/05,B,22
AFE,2010/01/05,S,15
AFP,2010/01/05,B,1
AFR,2010/01/05,B,17
AFR,2010/01/05,S,27
AFT,2010/01/05,B,9
AFT,2010/01/05,S,4
AFX,2010/01/05,B,7
AFX,2010/01/05,S,12
AGI,2010/01/05,B,2
AGL,2010/01/05,B,716
AGL,2010/01/05,S,1111
AGLIBN,2010/01/05,B,1
AGLIBR,2010/01/05,B,1
AGLIDI,2010/01/05,B,2
AGLIDI,2010/01/05,S,1
AGLIHF,2010/01/05,B,3
AGLIHF,2010/01/05,S,3
AGLIRQ,2010/01/05,B,2
AGLNND,2010/01/05,B,1
AGLNND,2010/01/05,S,1
AGLSBJ,2010/01/05,B,2
AGLSBJ,2010/01/05,S,2
AGLSBL,2010/01/05,B,16
AGLSBL,2010/01/05,S,6
AGLSBR,2010/01/05,B,2
AGLSBR,2010/01/05,S,3
AGLSBS,2010/01/05,B,3
AGLSBS,2010/01/05,S,1
AIP,2010/01/05,B,189
AIP,2010/01/05,S,156
ALT,2010/01/05,B,12
ALT,2010/01/05,S,23
AMA,2010/01/05,S,6
AMS,2010/01/05,B,852
AMS,2010/01/05,S,968
AMSSBF,2010/01/05,B,1
AMSSBF,2010/01/05,S,1
AMSSBY,2010/01/05,S,1
AMSSTD,2010/01/05,S,1
ANG,2010/01/05,B,663
ANG,2010/01/05,S,1029
ANGNIF,2010/01/05,B,1
ANGNIF,2010/01/05,S,1
ANGSBC,2010/01/05,B,3
ANGSBC,2010/01/05,S,8
ANGSTD,2010/01/05,S,1
ANM,2010/01/05,B,1
ANS,2010/01/05,B,1
ANS,2010/01/05,S,2
AOX,2010/01/05,B,1
APN,2010/01/05,B,399
APN,2010/01/05,S,448
AQP,2010/01/05,B,5
AQP,2010/01/05,S,21
AQPB,2010/01/05,S,1
ARH,2010/01/05,B,3
ARH,2010/01/05,S,1
ARI,2010/01/05,B,476
ARI,2010/01/05,S,525
ARISIA,2010/01/05,B,15
ARISIA,2010/01/05,S,1
ARISTA,2010/01/05,B,1
ARISTA,2010/01/05,S,2
ARL,2010/01/05,B,15
ARL,2010/01/05,S,6
ARQ,2010/01/05,B,6
ARQ,2010/01/05,S,6
ART,2010/01/05,B,1
ASA,2010/01/05,B,1001
ASA,2010/01/05,S,1116
ASASBX,2010/01/05,S,3
ASR,2010/01/05,B,35
ASR,2010/01/05,S,30
ATN,2010/01/05,B,6
ATN,2010/01/05,S,3
ATNP,2010/01/05,B,22
ATNP,2010/01/05,S,14
AVI,2010/01/05,B,29
AVI,2010/01/05,S,43
AVU,2010/01/05,B,7
AVU,2010/01/05,S,9
BAT,2010/01/05,B,1
BAT,2010/01/05,S,5
BAW,2010/01/05,B,440
BAW,2010/01/05,S,414
BAWSTD,2010/01/05,B,10
BAWSTD,2010/01/05,S,5
BCD,2010/01/05,B,2
BCD,2010/01/05,S,2
BCF,2010/01/05,S,1
BCX,2010/01/05,B,14
BCX,2010/01/05,S,10
BDM,2010/01/05,S,6
BEG,2010/01/05,B,9
BEG,2010/01/05,S,10
BFS,2010/01/05,B,10
BFS,2010/01/05,S,36
BIL,2010/01/05,B,607
BIL,2010/01/05,S,759
BILIBE,2010/01/05,S,1
BILIRQ,2010/01/05,S,8
BILNNC,2010/01/05,S,1
BILSBC,2010/01/05,B,7
BILSBC,2010/01/05,S,1
BILSBD,2010/01/05,S,1
BIO,2010/01/05,B,1
BIPINF,2010/01/05,S,1
BIPS40,2010/01/05,B,3
BIPS40,2010/01/05,S,8
BJM,2010/01/05,B,7
BJM,2010/01/05,S,1
BLU,2010/01/05,B,8
BLU,2010/01/05,S,16
BMN,2010/01/05,S,1
BRN,2010/01/05,B,4
BRN,2010/01/05,S,2
BSR,2010/01/05,B,43
BSR,2010/01/05,S,19
BSS,2010/01/05,S,3
BTI,2010/01/05,B,197
BTI,2010/01/05,S,333
BTIIHB,2010/01/05,B,1
BTIIHB,2010/01/05,S,2
BTISBA,2010/01/05,B,1
BTISBA,2010/01/05,S,5
BTISIA,2010/01/05,S,1
BTISTD,2010/01/05,S,2
BVN,2010/01/05,B,1
BVN,2010/01/05,S,3
BVT,2010/01/05,B,541
BVT,2010/01/05,S,913
BWL,2010/01/05,B,1
BWL,2010/01/05,S,1
CBH,2010/01/05,B,3
CBN013,2010/01/05,S,1
CDZ,2010/01/05,B,2
CDZ,2010/01/05,S,1
CFR,2010/01/05,B,241
CFR,2010/01/05,S,403
CFRSBD,2010/01/05,S,4
CLH,2010/01/05,B,10
CLH,2010/01/05,S,5
CLS,2010/01/05,B,143
CLS,2010/01/05,S,136
CML,2010/01/05,S,2
CMO,2010/01/05,S,1
CMP,2010/01/05,B,22
CMP,2010/01/05,S,17
CNL,2010/01/05,B,1
CNL,2010/01/05,S,2
COL,2010/01/05,S,2
COM,2010/01/05,B,1
