TradableInstrumentAlphaCode,LogicalBusinessDay,BuySellIndicator,CountOfTrades
CFRSBB,2012/01/03,S,1
CFRSBC,2012/01/03,B,12
CFRSTF,2012/01/03,B,4
CFRSTF,2012/01/03,S,3
CGR,2012/01/03,B,5
CGR,2012/01/03,S,10
CIL,2012/01/03,B,4
CIL,2012/01/03,S,2
CLH,2012/01/03,B,100
CLH,2012/01/03,S,18
CLI,2012/01/03,B,5
CLI,2012/01/03,S,1
CLR,2012/01/03,B,11
CLR,2012/01/03,S,10
CLRP,2012/01/03,B,3
CLS,2012/01/03,B,400
CLS,2012/01/03,S,308
CML,2012/01/03,B,63
CML,2012/01/03,S,31
CMO,2012/01/03,S,6
CMP,2012/01/03,B,53
CMP,2012/01/03,S,50
CND,2012/01/03,B,3
CNL,2012/01/03,B,1
COH,2012/01/03,B,20
COH,2012/01/03,S,8
COLRMB,2012/01/03,B,1
COLRMB,2012/01/03,S,1
COM,2012/01/03,B,13
COM,2012/01/03,S,6
CPI,2012/01/03,B,35
CPI,2012/01/03,S,33
CPIP,2012/01/03,S,2
CPL,2012/01/03,B,76
CPL,2012/01/03,S,7
CRD,2012/01/03,B,13
CRD,2012/01/03,S,18
CSB,2012/01/03,B,2
CSB,2012/01/03,S,11
CSO,2012/01/03,B,211
CSO,2012/01/03,S,242
CSP,2012/01/03,B,17
CSP,2012/01/03,S,11
CUL,2012/01/03,S,1
CVI,2012/01/03,B,1
CVI,2012/01/03,S,1
CVN,2012/01/03,B,2
CZA,2012/01/03,B,44
CZA,2012/01/03,S,27
DAW,2012/01/03,B,1
DBAFRI,2012/01/03,B,1
DBCHIN,2012/01/03,B,1
DBEMER,2012/01/03,B,1
DBXEU,2012/01/03,B,2
DBXEU,2012/01/03,S,6
DBXJP,2012/01/03,B,1
DBXJP,2012/01/03,S,1
DBXUK,2012/01/03,B,3
DBXUK,2012/01/03,S,2
DBXUS,2012/01/03,B,2
DBXUS,2012/01/03,S,3
DBXWD,2012/01/03,B,3
DBXWD,2012/01/03,S,2
DON,2012/01/03,S,2
DRD,2012/01/03,B,54
DRD,2012/01/03,S,45
DRN,2012/01/03,S,1
DST,2012/01/03,B,4
DSY,2012/01/03,B,336
DSY,2012/01/03,S,193
DTC,2012/01/03,B,32
DTC,2012/01/03,S,68
DYL,2012/01/03,S,1
EHS,2012/01/03,B,3
EHS,2012/01/03,S,2
ELI,2012/01/03,B,18
ELI,2012/01/03,S,8
ELR,2012/01/03,B,1
EMI,2012/01/03,B,9
EMI,2012/01/03,S,21
EOH,2012/01/03,B,23
EOH,2012/01/03,S,26
EPS,2012/01/03,B,9
EPS,2012/01/03,S,7
EQS,2012/01/03,B,1
ESPIBT,2012/01/03,S,1
ESR,2012/01/03,B,2
ESR,2012/01/03,S,1
EXT,2012/01/03,S,1
EXX,2012/01/03,B,880
EXX,2012/01/03,S,542
EXXSBA,2012/01/03,B,22
EXXSBO,2012/01/03,B,5
EXXSBW,2012/01/03,S,1
EXXSTF,2012/01/03,B,6
EXXSTF,2012/01/03,S,7
FBR,2012/01/03,B,22
FBR,2012/01/03,S,17
FCPD,2012/01/03,B,2
FFA,2012/01/03,S,1
FFB,2012/01/03,B,1
FGL,2012/01/03,B,2
FPT,2012/01/03,B,85
FPT,2012/01/03,S,55
FSE,2012/01/03,S,4
FSR,2012/01/03,B,948
FSR,2012/01/03,S,823
FSRNIH,2012/01/03,B,2
FSRP,2012/01/03,B,2
FSRP,2012/01/03,S,3
FSRSBG,2012/01/03,S,1
FSRSBS,2012/01/03,B,4
FSRSBS,2012/01/03,S,8
FSRSTF,2012/01/03,B,6
FSRSTF,2012/01/03,S,1
FST,2012/01/03,B,1
FSY,2012/01/03,S,1
FUM,2012/01/03,B,1
FWX,2012/01/03,B,2
GDO,2012/01/03,B,10
GDO,2012/01/03,S,9
GFI,2012/01/03,B,1177
GFI,2012/01/03,S,945
GFINIH,2012/01/03,B,2
GFINIH,2012/01/03,S,2
GFISBF,2012/01/03,B,13
GFISBF,2012/01/03,S,5
GFISBG,2012/01/03,B,7
GFISBG,2012/01/03,S,9
GFISBH,2012/01/03,B,3
GFISBH,2012/01/03,S,3
GFISBY,2012/01/03,B,1
GFISTG,2012/01/03,B,1
GFISTG,2012/01/03,S,3
GGM,2012/01/03,S,1
GIJ,2012/01/03,B,3
GIJ,2012/01/03,S,7
GLD,2012/01/03,B,93
GLD,2012/01/03,S,38
GLDSBM,2012/01/03,S,1
GLDSBN,2012/01/03,B,2
GLDSBN,2012/01/03,S,1
GLDSBP,2012/01/03,B,1
GND,2012/01/03,B,114
GND,2012/01/03,S,53
GNDP,2012/01/03,B,5
GNDP,2012/01/03,S,7
GNDSTF,2012/01/03,B,7
GNDSTF,2012/01/03,S,4
GPL,2012/01/03,B,21
GPL,2012/01/03,S,14
GRF,2012/01/03,B,86
GRF,2012/01/03,S,5
GRT,2012/01/03,B,407
GRT,2012/01/03,S,248
GRTSIH,2012/01/03,S,2
HAR,2012/01/03,B,983
HAR,2012/01/03,S,918
HARSBF,2012/01/03,B,1
HARSBF,2012/01/03,S,12
HARSBG,2012/01/03,B,4
HARSBG,2012/01/03,S,3
HCI,2012/01/03,B,17
HCI,2012/01/03,S,3
HDC,2012/01/03,B,13
HDC,2012/01/03,S,2
HLM,2012/01/03,B,3
HLM,2012/01/03,S,8
HSP,2012/01/03,B,5
HSP,2012/01/03,S,1
HWN,2012/01/03,B,2
HWN,2012/01/03,S,2
HYP,2012/01/03,B,47
HYP,2012/01/03,S,21
IFC,2012/01/03,B,1
IFC,2012/01/03,S,1
ILA,2012/01/03,B,3
ILA,2012/01/03,S,10
ILV,2012/01/03,B,37
ILV,2012/01/03,S,39
IMP,2012/01/03,B,938
IMP,2012/01/03,S,781
IMPSBL,2012/01/03,B,2
IMPSBL,2012/01/03,S,35
IMPSBM,2012/01/03,B,9
IMPSBM,2012/01/03,S,4
IMPSTF,2012/01/03,B,1
IMPSTF,2012/01/03,S,1
INL,2012/01/03,B,377
INL,2012/01/03,S,335
INLP,2012/01/03,S,1
INP,2012/01/03,B,480
INP,2012/01/03,S,435
INPP,2012/01/03,B,3
INPP,2012/01/03,S,1
INPPR,2012/01/03,B,3
INPR,2012/01/03,B,1
INPR,2012/01/03,S,5
IPL,2012/01/03,B,230
IPL,2012/01/03,S,246
IPS,2012/01/03,S,2
IRA,2012/01/03,B,1
ISA,2012/01/03,B,3
ISA,2012/01/03,S,1
ISB,2012/01/03,B,4
IVD,2012/01/03,B,1
IVT,2012/01/03,B,2
IVT,2012/01/03,S,5
IWE,2012/01/03,B,2
JBL,2012/01/03,B,4
JBL,2012/01/03,S,7
JDG,2012/01/03,B,175
JDG,2012/01/03,S,115
JDH,2012/01/03,B,3
JOZI03,2012/01/03,S,1
JSC,2012/01/03,B,5
JSC,2012/01/03,S,1
JSE,2012/01/03,B,110
JSE,2012/01/03,S,93
KAH,2012/01/03,S,1
KEH,2012/01/03,S,5
KEL,2012/01/03,B,2
KEL,2012/01/03,S,8
KIO,2012/01/03,B,661
KIO,2012/01/03,S,963
KIOSBN,2012/01/03,B,7
KIOSBN,2012/01/03,S,4
KIOSBO,2012/01/03,B,3
KIOSBO,2012/01/03,S,1
KIOSTE,2012/01/03,B,1
KIOSTE,2012/01/03,S,5
KR,2012/01/03,B,3
LBH,2012/01/03,B,128
LBH,2012/01/03,S,54
LEW,2012/01/03,B,68
LEW,2012/01/03,S,97
LHC,2012/01/03,B,165
LHC,2012/01/03,S,174
LHG,2012/01/03,B,15
LHG,2012/01/03,S,3
LON,2012/01/03,B,405
LON,2012/01/03,S,309
MAPPSG,2012/01/03,B,2
MAPPSP,2012/01/03,B,1
MAPPSP,2012/01/03,S,1
MDC,2012/01/03,B,10
MDC,2012/01/03,S,24
MEY,2012/01/03,S,1
MFL,2012/01/03,B,12
MFL,2012/01/03,S,2
MIM,2012/01/03,B,1
MMH,2012/01/03,B,5
MMH,2012/01/03,S,1
MMI,2012/01/03,B,361
MMI,2012/01/03,S,326
MML,2012/01/03,B,4
MMS,2012/01/03,S,1
MND,2012/01/03,B,240
MND,2012/01/03,S,104
MNP,2012/01/03,B,219
MNP,2012/01/03,S,162
MOR,2012/01/03,B,1
MOR,2012/01/03,S,4
MPC,2012/01/03,B,331
MPC,2012/01/03,S,275
MPT,2012/01/03,B,3
MPT,2012/01/03,S,6
MRF,2012/01/03,B,15
MRF,2012/01/03,S,12
MSM,2012/01/03,B,574
MSM,2012/01/03,S,413
MST,2012/01/03,B,5
MTA,2012/01/03,B,8
MTA,2012/01/03,S,24
MTN,2012/01/03,B,1457
MTN,2012/01/03,S,1499
MTNIDK,2012/01/03,B,1
MTNIDK,2012/01/03,S,1
MTNIHH,2012/01/03,B,3
MTNIHH,2012/01/03,S,6
MTNSBJ,2012/01/03,B,7
MTNSBJ,2012/01/03,S,6
MTNSBL,2012/01/03,B,1
MTNSBU,2012/01/03,B,1
MTNSBU,2012/01/03,S,10
MTNSBV,2012/01/03,B,2
MTNSBV,2012/01/03,S,2
MTNSTF,2012/01/03,B,2
MTNSTF,2012/01/03,S,1
MTX,2012/01/03,B,57
MTX,2012/01/03,S,59
MUR,2012/01/03,B,170
MUR,2012/01/03,S,266
MVG,2012/01/03,B,1
MVG,2012/01/03,S,10
MVS,2012/01/03,B,4
NBK,2012/01/03,B,1
NBKP,2012/01/03,B,2
NBKP,2012/01/03,S,3
NED,2012/01/03,B,556
NED,2012/01/03,S,561
NEDSBH,2012/01/03,S,3
NEP,2012/01/03,B,5
NEP,2012/01/03,S,3
NEWFSA,2012/01/03,B,2
NEWFSA,2012/01/03,S,1
NFSH40,2012/01/03,B,3
NFSH40,2012/01/03,S,2
NHM,2012/01/03,B,119
NHM,2012/01/03,S,119
NPK,2012/01/03,B,123
NPK,2012/01/03,S,41
NPN,2012/01/03,B,1566
NPN,2012/01/03,S,1289
NPNSBB,2012/01/03,B,1
NPNSBZ,2012/01/03,S,1
NPNSTF,2012/01/03,B,8
NPNSTF,2012/01/03,S,2
NRD,2012/01/03,B,5
NRD,2012/01/03,S,1
NTC,2012/01/03,B,337
NTC,2012/01/03,S,243
NTCP,2012/01/03,B,1
NTCP,2012/01/03,S,1
NUT,2012/01/03,B,9
NUT,2012/01/03,S,12
NWL,2012/01/03,S,4
OAO,2012/01/03,B,1
OAO,2012/01/03,S,2
OCE,2012/01/03,B,12
OCE,2012/01/03,S,3
OCG,2012/01/03,B,1
OCT,2012/01/03,B,3
OILRMB,2012/01/03,B,1
OILRMB,2012/01/03,S,1
OLG,2012/01/03,B,5
OLG,2012/01/03,S,1
OLI,2012/01/03,B,1
OLM,2012/01/03,B,1
OML,2012/01/03,B,540
OML,2012/01/03,S,561
OMLSBE,2012/01/03,B,1
OMLSTF,2012/01/03,S,1
OMN,2012/01/03,B,11
OMN,2012/01/03,S,3
OPT,2012/01/03,S,1
PAM,2012/01/03,B,37
PAM,2012/01/03,S,28
PAN,2012/01/03,B,42
PAN,2012/01/03,S,17
PBT,2012/01/03,B,2
PBT,2012/01/03,S,2
PDN,2012/01/03,S,1
PET,2012/01/03,B,20
PET,2012/01/03,S,7
PFG,2012/01/03,B,17
PFG,2012/01/03,S,7
PGFP,2012/01/03,B,4
PGFP,2012/01/03,S,1
PGL,2012/01/03,B,2
PGL,2012/01/03,S,4
PGR,2012/01/03,S,18
PHM,2012/01/03,B,2
PIK,2012/01/03,B,341
PIK,2012/01/03,S,359
PKH,2012/01/03,B,10
PKH,2012/01/03,S,12
PLL,2012/01/03,B,7
PLL,2012/01/03,S,2
PMM,2012/01/03,B,1
PMM,2012/01/03,S,1
PNC,2012/01/03,B,24
PNC,2012/01/03,S,45
POY,2012/01/03,B,3
PPC,2012/01/03,B,410
PPC,2012/01/03,S,192
PPCSTG,2012/01/03,B,4
PPCSTG,2012/01/03,S,10
PPE,2012/01/03,B,1
PSG,2012/01/03,B,23
PSG,2012/01/03,S,10
PSV,2012/01/03,S,1
PTXSPY,2012/01/03,B,2
PTXTEN,2012/01/03,B,2
PWK,2012/01/03,B,116
PWK,2012/01/03,S,70
RAFFIN,2012/01/03,B,2
RAFFIN,2012/01/03,S,1
RAFIND,2012/01/03,B,4
RAFISA,2012/01/03,B,3
RAFISA,2012/01/03,S,2
RAFRES,2012/01/03,B,2
RAFRES,2012/01/03,S,1
RAR,2012/01/03,B,1
RAR,2012/01/03,S,4
RBA,2012/01/03,B,3
RBP,2012/01/03,B,8
RBP,2012/01/03,S,21
RBW,2012/01/03,B,5
RBW,2012/01/03,S,3
RBX,2012/01/03,B,63
RBX,2012/01/03,S,14
RDF,2012/01/03,B,105
RDF,2012/01/03,S,194
RDFSIG,2012/01/03,B,1
REI,2012/01/03,B,110
REI,2012/01/03,S,117
REM,2012/01/03,B,457
REM,2012/01/03,S,390
RES,2012/01/03,B,11
RES,2012/01/03,S,32
RGT,2012/01/03,B,3
RGT,2012/01/03,S,1
RIN,2012/01/03,S,2
RLF,2012/01/03,B,1
RLF,2012/01/03,S,8
RLO,2012/01/03,B,315
RLO,2012/01/03,S,109
RMH,2012/01/03,B,456
RMH,2012/01/03,S,530
RMI,2012/01/03,B,137
RMI,2012/01/03,S,133
RNG,2012/01/03,S,3
SAB,2012/01/03,B,614
SAB,2012/01/03,S,609
SAC,2012/01/03,B,18
SAC,2012/01/03,S,10
SAH,2012/01/03,S,1
SALD,2012/01/03,B,1
SALD,2012/01/03,S,1
SAN,2012/01/03,S,1
SAP,2012/01/03,B,367
SAP,2012/01/03,S,482
SBACI,2012/01/03,B,1
SBACOP,2012/01/03,B,1
SBACRN,2012/01/03,B,1
SBAEI,2012/01/03,B,1
SBAEI,2012/01/03,S,1
SBAG1,2012/01/03,B,1
SBAG1,2012/01/03,S,1
SBAOIL,2012/01/03,B,1
SBAOIL,2012/01/03,S,1
SBAPD1,2012/01/03,B,1
SBAPL1,2012/01/03,B,1
SBAS1,2012/01/03,B,7
SBAS1,2012/01/03,S,2
SBAWHT,2012/01/03,B,1
SBK,2012/01/03,B,898
SBK,2012/01/03,S,1070
SBKP,2012/01/03,B,1
SBKSBM,2012/01/03,B,3
SBL,2012/01/03,S,1
SBPP,2012/01/03,B,2
SBPP,2012/01/03,S,3
SBR003,2012/01/03,B,1
SCL,2012/01/03,B,10
SCL,2012/01/03,S,5
SFN,2012/01/03,B,2
SFN,2012/01/03,S,1
SFNP,2012/01/03,B,2
SFNP,2012/01/03,S,1
SHF,2012/01/03,B,459
SHF,2012/01/03,S,483
SHFF,2012/01/03,B,4
SHP,2012/01/03,B,701
SHP,2012/01/03,S,653
SHPSBS,2012/01/03,S,1
SIM,2012/01/03,B,7
SIM,2012/01/03,S,6
SKJ,2012/01/03,B,2
SKJ,2012/01/03,S,2
SLA,2012/01/03,B,1
SLM,2012/01/03,B,832
SLM,2012/01/03,S,623
SNB,2012/01/03,B,1
SNM,2012/01/03,B,1
SNT,2012/01/03,B,17
SNT,2012/01/03,S,105
SNU,2012/01/03,B,6
SNU,2012/01/03,S,13
SNV,2012/01/03,S,2
SOL,2012/01/03,B,1116
SOL,2012/01/03,S,1106
SOLBE1,2012/01/03,S,1
SOLSBA,2012/01/03,B,3
SOLSBO,2012/01/03,B,1
SOLSBO,2012/01/03,S,1
SOLSBY,2012/01/03,S,2
SOLSBZ,2012/01/03,B,1
SOLSBZ,2012/01/03,S,8
SOLSTG,2012/01/03,B,3
SOV,2012/01/03,B,2
SPG,2012/01/03,B,11
SPG,2012/01/03,S,8
SPP,2012/01/03,B,322
SPP,2012/01/03,S,506
SRH,2012/01/03,B,1
SRN,2012/01/03,B,1
SRN,2012/01/03,S,1
SSK,2012/01/03,B,31
SSK,2012/01/03,S,3
STAN40,2012/01/03,B,1
STAN40,2012/01/03,S,1
STANSX,2012/01/03,B,1
STANSX,2012/01/03,S,1
STX40,2012/01/03,B,48
STX40,2012/01/03,S,37
STXDIV,2012/01/03,B,14
STXDIV,2012/01/03,S,7
STXFIN,2012/01/03,B,11
STXFIN,2012/01/03,S,1
STXIND,2012/01/03,B,4
STXIND,2012/01/03,S,1
STXRAF,2012/01/03,B,7
STXRAF,2012/01/03,S,8
STXRES,2012/01/03,B,5
STXRES,2012/01/03,S,4
STXSWX,2012/01/03,B,2
SUI,2012/01/03,B,54
SUI,2012/01/03,S,46
SUR,2012/01/03,S,2
SYC,2012/01/03,B,18
SYC,2012/01/03,S,11
TAS,2012/01/03,B,18
TBS,2012/01/03,B,656
TBS,2012/01/03,S,717
TFG,2012/01/03,B,557
TFG,2012/01/03,S,421
TKG,2012/01/03,B,159
TKG,2012/01/03,S,99
TON,2012/01/03,B,29
TON,2012/01/03,S,45
TOPDWB,2012/01/03,B,4
TOPDWB,2012/01/03,S,3
TOPDWC,2012/01/03,B,18
TOPDWC,2012/01/03,S,23
TOPDWP,2012/01/03,B,1
TOPDWP,2012/01/03,S,22
TOPDWQ,2012/01/03,B,37
TOPDWQ,2012/01/03,S,31
TOPDWR,2012/01/03,B,2
TOPSBE,2012/01/03,B,26
TOPSBE,2012/01/03,S,23
TOPSBF,2012/01/03,B,6
TOPSBF,2012/01/03,S,1
TOPSBV,2012/01/03,B,1
TOPSBW,2012/01/03,B,1
TOPSBW,2012/01/03,S,10
TOPSBX,2012/01/03,S,2
TOPSKK,2012/01/03,B,1
TOPSKK,2012/01/03,S,2
TOPSKY,2012/01/03,B,3
TPC,2012/01/03,B,1
TRE,2012/01/03,B,3
TRE,2012/01/03,S,3
TRU,2012/01/03,B,1413
TRU,2012/01/03,S,1439
TRW,2012/01/03,B,1
TSH,2012/01/03,B,3
TSH,2012/01/03,S,5
TSX,2012/01/03,S,2
TTO,2012/01/03,B,6
TTO,2012/01/03,S,3
UBU,2012/01/03,B,2
USDSCH,2012/01/03,S,2
UUU,2012/01/03,B,3
UUU,2012/01/03,S,11
VIF,2012/01/03,B,2
VIF,2012/01/03,S,2
VIL,2012/01/03,B,10
VIL,2012/01/03,S,27
VKE,2012/01/03,B,43
VKE,2012/01/03,S,50
VKN,2012/01/03,B,1
VLE,2012/01/03,B,2
VMK,2012/01/03,B,3
VMK,2012/01/03,S,6
VOD,2012/01/03,B,536
VOD,2012/01/03,S,388
VUN,2012/01/03,B,5
WBO,2012/01/03,B,135
WBO,2012/01/03,S,87
WEZ,2012/01/03,B,8
WEZ,2012/01/03,S,7
WGR,2012/01/03,B,1
WHL,2012/01/03,B,802
WHL,2012/01/03,S,697
WNH,2012/01/03,B,7
WNH,2012/01/03,S,1
WSL,2012/01/03,B,9
XEM,2012/01/03,S,1
YRK,2012/01/03,B,4
YRK,2012/01/03,S,1
ZED,2012/01/03,B,8
ZED,2012/01/03,S,28
ZGOVI,2012/01/03,B,2
ZPT,2012/01/03,B,1
ZPT,2012/01/03,S,1
1TM,2012/01/04,B,1
ABL,2012/01/04,B,795
ABL,2012/01/04,S,849
ABLP,2012/01/04,S,4
ABLSTG,2012/01/04,B,3
ABLSTG,2012/01/04,S,2
ABSP,2012/01/04,B,1
ABSP,2012/01/04,S,3
ACE,2012/01/04,B,1
ACL,2012/01/04,B,499
ACL,2012/01/04,S,309
ACP,2012/01/04,B,9
ACP,2012/01/04,S,1
ADH,2012/01/04,S,7
ADR,2012/01/04,B,7
ADR,2012/01/04,S,31
ADW,2012/01/04,B,1
ADW,2012/01/04,S,5
AEA,2012/01/04,B,1
AEA,2012/01/04,S,2
AEG,2012/01/04,B,387
AEG,2012/01/04,S,266
AET,2012/01/04,B,4
AET,2012/01/04,S,1
AFE,2012/01/04,B,131
AFE,2012/01/04,S,177
AFEP,2012/01/04,B,1
AFR,2012/01/04,B,18
AFR,2012/01/04,S,14
AFT,2012/01/04,B,10
AFT,2012/01/04,S,6
AGL,2012/01/04,B,1427
AGL,2012/01/04,S,1138
AGLIBU,2012/01/04,B,1
AGLNII,2012/01/04,B,3
AGLNII,2012/01/04,S,2
AGLSBE,2012/01/04,B,8
AGLSBE,2012/01/04,S,3
AGLSBF,2012/01/04,B,5
AGLSBF,2012/01/04,S,5
AGLSBG,2012/01/04,B,4
AGLSBG,2012/01/04,S,5
AGLSBY,2012/01/04,B,3
AGLSBY,2012/01/04,S,17
AGLSTF,2012/01/04,B,5
AGLSTF,2012/01/04,S,10
AIP,2012/01/04,B,296
AIP,2012/01/04,S,117
ALT,2012/01/04,B,32
ALT,2012/01/04,S,19
AMA,2012/01/04,S,1
AMS,2012/01/04,B,492
AMS,2012/01/04,S,415
AMSSBM,2012/01/04,B,3
AMSSBM,2012/01/04,S,1
AMSSBN,2012/01/04,B,9
AMSSBN,2012/01/04,S,1
ANG,2012/01/04,B,1162
ANG,2012/01/04,S,978
ANGSBJ,2012/01/04,B,6
ANGSBJ,2012/01/04,S,2
ANGSBL,2012/01/04,B,2
ANGSBL,2012/01/04,S,2
ANGSBM,2012/01/04,B,3
ANGSBM,2012/01/04,S,2
ANGSBP,2012/01/04,B,3
ANGSTF,2012/01/04,S,1
ANM,2012/01/04,B,1
ANS,2012/01/04,B,4
ANS,2012/01/04,S,6
APN,2012/01/04,B,658
APN,2012/01/04,S,591
AQP,2012/01/04,B,5
AQP,2012/01/04,S,19
ARH,2012/01/04,B,2
ARI,2012/01/04,B,740
ARI,2012/01/04,S,475
ARL,2012/01/04,B,75
ARL,2012/01/04,S,52
ARQ,2012/01/04,S,3
ART,2012/01/04,B,15
ART,2012/01/04,S,79
ASA,2012/01/04,B,547
ASA,2012/01/04,S,427
ASASBD,2012/01/04,B,1
ASASBD,2012/01/04,S,8
ASO,2012/01/04,S,1
ASR,2012/01/04,B,243
ASR,2012/01/04,S,237
ATN,2012/01/04,B,47
ATN,2012/01/04,S,4
ATNP,2012/01/04,B,39
ATNP,2012/01/04,S,16
ATR,2012/01/04,B,2
AVI,2012/01/04,B,460
AVI,2012/01/04,S,326
AVU,2012/01/04,B,1
AVU,2012/01/04,S,1
AWA,2012/01/04,B,27
AWA,2012/01/04,S,73
AWB,2012/01/04,B,31
AWB,2012/01/04,S,76
AWT,2012/01/04,S,1
BAT,2012/01/04,B,82
BAT,2012/01/04,S,65
BAU,2012/01/04,S,3
BAW,2012/01/04,B,1214
BAW,2012/01/04,S,1267
BBET40,2012/01/04,B,1
BBET40,2012/01/04,S,1
BCA,2012/01/04,S,1
BCF,2012/01/04,B,30
BCF,2012/01/04,S,21
BCK,2012/01/04,B,1
BCX,2012/01/04,B,23
BCX,2012/01/04,S,23
BDM,2012/01/04,B,14
BDM,2012/01/04,S,1
