TradableInstrumentAlphaCode,LogicalBusinessDay,BuySellIndicator,CountOfTrades
BSS,2015/01/02,B,1
BSS,2015/01/02,S,1
BTI,2015/01/02,B,736
BTI,2015/01/02,S,767
BTIIHD,2015/01/02,B,1
BTIIHD,2015/01/02,S,1
BVT,2015/01/02,B,477
BVT,2015/01/02,S,504
BWL,2015/01/02,S,1
CCO,2015/01/02,B,174
CCO,2015/01/02,S,247
CDZ,2015/01/02,B,1
CDZ,2015/01/02,S,4
CFR,2015/01/02,B,548
CFR,2015/01/02,S,588
CFRSTI,2015/01/02,B,1
CGR,2015/01/02,B,62
CGR,2015/01/02,S,35
CIL,2015/01/02,B,15
CIL,2015/01/02,S,17
CLH,2015/01/02,B,4
CLH,2015/01/02,S,17
CLR,2015/01/02,B,18
CLR,2015/01/02,S,30
CLS,2015/01/02,B,145
CLS,2015/01/02,S,248
CMH,2015/01/02,B,2
CMH,2015/01/02,S,2
CML,2015/01/02,B,293
CML,2015/01/02,S,295
CND,2015/01/02,B,1
CND,2015/01/02,S,2
COH,2015/01/02,B,14
COH,2015/01/02,S,25
COM,2015/01/02,B,19
COM,2015/01/02,S,3
CPF,2015/01/02,B,46
CPF,2015/01/02,S,103
CPI,2015/01/02,B,167
CPI,2015/01/02,S,108
CRD,2015/01/02,B,1
CRD,2015/01/02,S,7
CRG,2015/01/02,B,3
CSB,2015/01/02,B,1
CSB,2015/01/02,S,1
CSP,2015/01/02,B,1
CTK,2015/01/02,S,2
CUL,2015/01/02,B,1
CVH,2015/01/02,B,1
CVH,2015/01/02,S,1
CVN,2015/01/02,B,14
CVN,2015/01/02,S,15
CZA,2015/01/02,B,37
CZA,2015/01/02,S,45
DBAGLR,2015/01/02,B,1
DBCHIN,2015/01/02,S,1
DBXEU,2015/01/02,B,5
DBXEU,2015/01/02,S,14
DBXJP,2015/01/02,B,1
DBXJP,2015/01/02,S,3
DBXUK,2015/01/02,B,9
DBXUK,2015/01/02,S,6
DBXUS,2015/01/02,B,33
DBXUS,2015/01/02,S,22
DBXWD,2015/01/02,B,11
DBXWD,2015/01/02,S,8
DCT,2015/01/02,B,3
DGC,2015/01/02,S,2
DLT,2015/01/02,B,3
DLT,2015/01/02,S,7
DMC,2015/01/02,B,1
DMC,2015/01/02,S,1
DNB,2015/01/02,B,1
DRD,2015/01/02,B,20
DRD,2015/01/02,S,13
DST,2015/01/02,B,100
DST,2015/01/02,S,62
DSY,2015/01/02,B,573
DSY,2015/01/02,S,631
DTA,2015/01/02,B,1
DTC,2015/01/02,B,78
DTC,2015/01/02,S,80
DYL,2015/01/02,S,1
ECS,2015/01/02,S,1
EFG,2015/01/02,B,1
ELI,2015/01/02,B,25
ELI,2015/01/02,S,11
ELIN,2015/01/02,B,28
ELIN,2015/01/02,S,13
EMI,2015/01/02,B,134
EMI,2015/01/02,S,191
ENXPLD,2015/01/02,S,1
EOG,2015/01/02,S,1
EOH,2015/01/02,B,177
EOH,2015/01/02,S,308
EPS,2015/01/02,B,2
EPS,2015/01/02,S,1
EQS,2015/01/02,B,27
EQS,2015/01/02,S,62
ESR,2015/01/02,B,1
ETFPLD,2015/01/02,B,2
ETFPLD,2015/01/02,S,1
ETFPLT,2015/01/02,S,1
EXX,2015/01/02,B,212
EXX,2015/01/02,S,210
EXXSTI,2015/01/02,S,4
FBR,2015/01/02,B,317
FBR,2015/01/02,S,112
FCR,2015/01/02,S,1
FDP,2015/01/02,B,6
FDP,2015/01/02,S,1
FFA,2015/01/02,B,4
FFB,2015/01/02,B,3
FGL,2015/01/02,B,13
FGL,2015/01/02,S,7
FPT,2015/01/02,B,19
FPT,2015/01/02,S,39
FSE,2015/01/02,B,4
FSE,2015/01/02,S,1
FSR,2015/01/02,B,808
FSR,2015/01/02,S,709
FSRP,2015/01/02,S,1
FSRSBF,2015/01/02,S,1
FSRSBS,2015/01/02,B,1
FST,2015/01/02,S,1
FSY,2015/01/02,S,1
GFI,2015/01/02,B,216
GFI,2015/01/02,S,325
GGC,2015/01/02,S,1
GIJ,2015/01/02,B,3
GIJ,2015/01/02,S,4
GLD,2015/01/02,B,14
GLD,2015/01/02,S,24
GLN,2015/01/02,B,326
GLN,2015/01/02,S,409
GND,2015/01/02,B,191
GND,2015/01/02,S,345
GPL,2015/01/02,B,13
GPL,2015/01/02,S,19
GRF,2015/01/02,B,33
GRF,2015/01/02,S,22
GRT,2015/01/02,B,484
GRT,2015/01/02,S,480
GRTIVE,2015/01/02,S,1
HAR,2015/01/02,B,239
HAR,2015/01/02,S,258
HARSBJ,2015/01/02,B,1
HCI,2015/01/02,B,44
HCI,2015/01/02,S,22
HDC,2015/01/02,B,4
HDC,2015/01/02,S,5
HLM,2015/01/02,B,37
HLM,2015/01/02,S,41
HPA,2015/01/02,B,5
HPA,2015/01/02,S,4
HPB,2015/01/02,B,1
HPB,2015/01/02,S,3
HSP,2015/01/02,B,14
HSP,2015/01/02,S,11
HWN,2015/01/02,B,9
HWN,2015/01/02,S,4
HYP,2015/01/02,B,66
HYP,2015/01/02,S,100
IAP,2015/01/02,S,2
ILA,2015/01/02,B,2
ILA,2015/01/02,S,4
ILV,2015/01/02,B,113
ILV,2015/01/02,S,136
IMP,2015/01/02,B,717
IMP,2015/01/02,S,849
INL,2015/01/02,B,417
INL,2015/01/02,S,610
INLP,2015/01/02,B,3
INLP,2015/01/02,S,1
INP,2015/01/02,B,327
INP,2015/01/02,S,365
INPPR,2015/01/02,S,1
INPR,2015/01/02,B,2
INPR,2015/01/02,S,4
IPF,2015/01/02,B,1
IPF,2015/01/02,S,2
IPL,2015/01/02,B,899
IPL,2015/01/02,S,903
ISA,2015/01/02,B,1
ITU,2015/01/02,B,157
ITU,2015/01/02,S,203
IVD,2015/01/02,S,1
IVT,2015/01/02,B,15
IVT,2015/01/02,S,11
IVTP,2015/01/02,B,3
IVTP,2015/01/02,S,2
IWE,2015/01/02,B,2
JBL,2015/01/02,B,26
JBL,2015/01/02,S,33
JDG,2015/01/02,B,8
JDG,2015/01/02,S,18
JSC,2015/01/02,S,1
JSE,2015/01/02,B,23
JSE,2015/01/02,S,20
KAP,2015/01/02,B,7
KAP,2015/01/02,S,16
KBO,2015/01/02,B,2
KEH,2015/01/02,B,10
KEH,2015/01/02,S,4
KFS,2015/01/02,S,1
KIO,2015/01/02,B,729
KIO,2015/01/02,S,550
KIOSBO,2015/01/02,S,4
KIOSTI,2015/01/02,S,1
KR,2015/01/02,S,1
KST,2015/01/02,B,9
KST,2015/01/02,S,9
LBH,2015/01/02,B,198
LBH,2015/01/02,S,223
LEW,2015/01/02,B,252
LEW,2015/01/02,S,231
LHC,2015/01/02,B,311
LHC,2015/01/02,S,474
LON,2015/01/02,B,90
LON,2015/01/02,S,122
MAPPSG,2015/01/02,B,1
MCI,2015/01/02,S,1
MDC,2015/01/02,B,290
MDC,2015/01/02,S,511
MEY,2015/01/02,S,1
MFL,2015/01/02,B,2
MIM,2015/01/02,S,1
MIX,2015/01/02,B,11
MIX,2015/01/02,S,6
MMG,2015/01/02,B,4
MMG,2015/01/02,S,9
MMI,2015/01/02,B,523
MMI,2015/01/02,S,351
MND,2015/01/02,B,214
MND,2015/01/02,S,257
MNK,2015/01/02,B,6
MNK,2015/01/02,S,3
MNP,2015/01/02,B,289
MNP,2015/01/02,S,356
MOR,2015/01/02,S,1
MPC,2015/01/02,B,889
MPC,2015/01/02,S,755
MPT,2015/01/02,B,37
MPT,2015/01/02,S,31
MRF,2015/01/02,B,6
MRF,2015/01/02,S,3
MSM,2015/01/02,B,313
MSM,2015/01/02,S,258
MSP,2015/01/02,B,3
MSP,2015/01/02,S,4
MST,2015/01/02,B,2
MST,2015/01/02,S,1
MTA,2015/01/02,B,28
MTA,2015/01/02,S,19
MTN,2015/01/02,B,1719
MTN,2015/01/02,S,1713
MTNIHK,2015/01/02,S,2
MTNSBH,2015/01/02,S,2
MTNSBT,2015/01/02,B,4
MTNSBT,2015/01/02,S,1
MTNSTI,2015/01/02,S,1
MUR,2015/01/02,B,110
MUR,2015/01/02,S,164
MZR,2015/01/02,B,1
NBK,2015/01/02,S,1
NBKP,2015/01/02,S,9
NED,2015/01/02,B,675
NED,2015/01/02,S,487
NEP,2015/01/02,B,48
NEP,2015/01/02,S,30
NEWSLV,2015/01/02,S,1
NFEMOM,2015/01/02,B,1
NFGOVI,2015/01/02,B,1
NFGOVI,2015/01/02,S,1
NFILBI,2015/01/02,B,1
NFSH40,2015/01/02,S,1
NFSWIX,2015/01/02,S,1
NFTRCI,2015/01/02,S,1
NGNGLD,2015/01/02,S,1
NGNPLD,2015/01/02,S,1
NGNPLT,2015/01/02,S,1
NGPLD,2015/01/02,B,2
NGPLT,2015/01/02,B,6
NGPLT,2015/01/02,S,2
NHM,2015/01/02,B,289
NHM,2015/01/02,S,353
NIV,2015/01/02,B,2
NIV,2015/01/02,S,2
NPK,2015/01/02,B,153
NPK,2015/01/02,S,215
NPN,2015/01/02,B,1943
NPN,2015/01/02,S,1552
NPNSBA,2015/01/02,S,1
NPNSBO,2015/01/02,B,2
NPNSBZ,2015/01/02,B,4
NPNSBZ,2015/01/02,S,11
NTC,2015/01/02,B,527
NTC,2015/01/02,S,569
NUT,2015/01/02,B,3
NWL,2015/01/02,B,1
NWL,2015/01/02,S,1
OAO,2015/01/02,B,3
OAO,2015/01/02,S,2
OAON,2015/01/02,B,6
OAON,2015/01/02,S,2
OCE,2015/01/02,B,127
OCE,2015/01/02,S,188
OCG,2015/01/02,S,1
OCT,2015/01/02,B,8
OCT,2015/01/02,S,8
OLG,2015/01/02,B,3
OLM,2015/01/02,S,1
OML,2015/01/02,B,344
OML,2015/01/02,S,393
OMN,2015/01/02,B,154
OMN,2015/01/02,S,154
PAN,2015/01/02,B,100
PAN,2015/01/02,S,38
PCT,2015/01/02,B,12
PCT,2015/01/02,S,9
PDN,2015/01/02,S,1
PET,2015/01/02,B,8
PET,2015/01/02,S,3
PFG,2015/01/02,B,64
PFG,2015/01/02,S,65
PGFP,2015/01/02,B,1
PGR,2015/01/02,B,6
PGR,2015/01/02,S,15
PHM,2015/01/02,B,3
PHM,2015/01/02,S,2
PIK,2015/01/02,B,79
PIK,2015/01/02,S,63
PIV,2015/01/02,B,3
PIV,2015/01/02,S,1
PMV,2015/01/02,S,1
PNC,2015/01/02,B,16
PNC,2015/01/02,S,15
PPC,2015/01/02,B,165
PPC,2015/01/02,S,381
PPCSTJ,2015/01/02,B,2
PPCSTJ,2015/01/02,S,6
PPE,2015/01/02,B,29
PPE,2015/01/02,S,14
PREFTX,2015/01/02,B,2
PSG,2015/01/02,B,64
PSG,2015/01/02,S,52
PTXSPY,2015/01/02,B,1
PTXSPY,2015/01/02,S,2
PTXTEN,2015/01/02,B,16
PTXTEN,2015/01/02,S,9
PWK,2015/01/02,B,41
PWK,2015/01/02,S,118
QFH,2015/01/02,B,3
QFH,2015/01/02,S,8
RAFFIN,2015/01/02,B,1
RAFIND,2015/01/02,S,1
RAFISA,2015/01/02,B,2
RAFISA,2015/01/02,S,1
RAFRES,2015/01/02,S,1
RBA,2015/01/02,B,6
RBA,2015/01/02,S,1
RBP,2015/01/02,B,106
RBP,2015/01/02,S,66
RBX,2015/01/02,B,45
RBX,2015/01/02,S,68
RCL,2015/01/02,B,12
RCL,2015/01/02,S,8
RDF,2015/01/02,B,176
RDF,2015/01/02,S,150
REB,2015/01/02,B,17
REB,2015/01/02,S,8
REI,2015/01/02,B,357
REI,2015/01/02,S,619
REM,2015/01/02,B,791
REM,2015/01/02,S,495
RES,2015/01/02,B,57
RES,2015/01/02,S,77
RFG,2015/01/02,B,12
RFG,2015/01/02,S,23
RLF,2015/01/02,S,1
RLO,2015/01/02,B,71
RLO,2015/01/02,S,24
RMBINF,2015/01/02,B,2
RMBINF,2015/01/02,S,3
RMBMID,2015/01/02,B,7
RMBMID,2015/01/02,S,3
RMBT40,2015/01/02,B,6
RMBT40,2015/01/02,S,6
RMH,2015/01/02,B,503
RMH,2015/01/02,S,579
RMI,2015/01/02,B,367
RMI,2015/01/02,S,298
RNG,2015/01/02,B,1
RNG,2015/01/02,S,1
ROC,2015/01/02,B,19
ROC,2015/01/02,S,13
RPL,2015/01/02,B,2
RPL,2015/01/02,S,1
SAB,2015/01/02,B,685
SAB,2015/01/02,S,901
SAC,2015/01/02,B,97
SAC,2015/01/02,S,93
SAP,2015/01/02,B,254
SAP,2015/01/02,S,346
SAR,2015/01/02,B,1
SAR,2015/01/02,S,1
SBAEI,2015/01/02,S,1
SBAOIL,2015/01/02,B,5
SBAOIL,2015/01/02,S,11
SBAPL1,2015/01/02,S,1
SBK,2015/01/02,B,1443
SBK,2015/01/02,S,1852
SBKP,2015/01/02,B,1
SBKP,2015/01/02,S,1
SBKSBI,2015/01/02,S,1
SBPP,2015/01/02,B,7
SBPP,2015/01/02,S,3
SCL,2015/01/02,B,15
SCL,2015/01/02,S,26
SEP,2015/01/02,B,2
SEP,2015/01/02,S,2
SER,2015/01/02,B,7
SFN,2015/01/02,B,11
SFN,2015/01/02,S,33
SFNP,2015/01/02,S,2
SGL,2015/01/02,B,263
SGL,2015/01/02,S,349
SGLSBL,2015/01/02,S,2
SGLSTA,2015/01/02,B,1
SGLSTA,2015/01/02,S,1
SHF,2015/01/02,B,713
SHF,2015/01/02,S,642
SHFF,2015/01/02,S,11
SHP,2015/01/02,B,481
SHP,2015/01/02,S,669
SKJ,2015/01/02,B,4
SKJ,2015/01/02,S,10
SLA,2015/01/02,S,1
SLM,2015/01/02,B,988
SLM,2015/01/02,S,1230
SNB,2015/01/02,S,1
SNM,2015/01/02,S,1
SNT,2015/01/02,B,32
SNT,2015/01/02,S,13
SNU,2015/01/02,B,1
SNV,2015/01/02,B,7
SNV,2015/01/02,S,14
SOL,2015/01/02,B,1798
SOL,2015/01/02,S,1968
SOLBE1,2015/01/02,S,1
SOLSBA,2015/01/02,B,1
SOLSBY,2015/01/02,B,2
SOLSBY,2015/01/02,S,1
SOLSBZ,2015/01/02,S,4
SOV,2015/01/02,S,3
SPG,2015/01/02,B,38
SPG,2015/01/02,S,22
SPP,2015/01/02,B,560
SPP,2015/01/02,S,231
SRE,2015/01/02,B,32
SRE,2015/01/02,S,47
SRH,2015/01/02,S,1
SRN,2015/01/02,B,5
SRN,2015/01/02,S,1
SSK,2015/01/02,B,4
SSK,2015/01/02,S,4
STA,2015/01/02,S,1
STAN40,2015/01/02,S,1
STANSX,2015/01/02,B,2
STANSX,2015/01/02,S,1
STPROP,2015/01/02,B,5
STPROP,2015/01/02,S,8
STX40,2015/01/02,B,20
STX40,2015/01/02,S,24
STXDIV,2015/01/02,B,6
STXDIV,2015/01/02,S,8
STXFIN,2015/01/02,B,9
STXFIN,2015/01/02,S,2
STXIND,2015/01/02,B,7
STXIND,2015/01/02,S,4
STXRAF,2015/01/02,B,3
STXRAF,2015/01/02,S,6
STXRES,2015/01/02,B,8
STXRES,2015/01/02,S,3
STXSWX,2015/01/02,B,3
STXSWX,2015/01/02,S,2
SUI,2015/01/02,B,96
SUI,2015/01/02,S,145
SUR,2015/01/02,B,8
SUR,2015/01/02,S,10
TAS,2015/01/02,S,3
TAW,2015/01/02,B,3
TAW,2015/01/02,S,3
TBS,2015/01/02,B,798
TBS,2015/01/02,S,979
TCP,2015/01/02,B,2
TCP,2015/01/02,S,2
TEX,2015/01/02,S,1
TFG,2015/01/02,B,761
TFG,2015/01/02,S,557
TKG,2015/01/02,B,259
TKG,2015/01/02,S,246
TON,2015/01/02,B,227
TON,2015/01/02,S,249
TOPDWD,2015/01/02,B,5
TOPDWD,2015/01/02,S,8
TOPDWI,2015/01/02,B,47
TOPDWI,2015/01/02,S,10
TOPDWU,2015/01/02,B,61
TOPDWU,2015/01/02,S,24
TOPDWV,2015/01/02,B,6
TOPDWV,2015/01/02,S,7
TOPSBN,2015/01/02,S,1
TOPSBU,2015/01/02,S,1
TOR,2015/01/02,B,4
TOR,2015/01/02,S,1
TPC,2015/01/02,S,1
TRE,2015/01/02,B,96
TRE,2015/01/02,S,54
TRU,2015/01/02,B,386
TRU,2015/01/02,S,575
TRW,2015/01/02,S,1
TSH,2015/01/02,B,50
TSH,2015/01/02,S,142
TUC,2015/01/02,S,1
VIL,2015/01/02,B,61
VIL,2015/01/02,S,30
VKE,2015/01/02,B,18
VKE,2015/01/02,S,40
VKN,2015/01/02,S,1
VLE,2015/01/02,B,2
VOD,2015/01/02,B,373
VOD,2015/01/02,S,519
VODIHB,2015/01/02,B,1
VODIHB,2015/01/02,S,8
VUN,2015/01/02,B,1
VUN,2015/01/02,S,1
WBO,2015/01/02,B,30
WBO,2015/01/02,S,48
WCC,2015/01/02,B,3
WCC,2015/01/02,S,1
WEZ,2015/01/02,B,5
WEZ,2015/01/02,S,3
WHL,2015/01/02,B,613
WHL,2015/01/02,S,605
WHLSBQ,2015/01/02,S,1
WIL,2015/01/02,B,2
WSL,2015/01/02,B,1
WSL,2015/01/02,S,1
ZED,2015/01/02,B,198
ZED,2015/01/02,S,108
ZSA,2015/01/02,S,1
ABSP,2015/01/05,B,1
ABSP,2015/01/05,S,1
ACE,2015/01/05,B,1
ACE,2015/01/05,S,1
ACG,2015/01/05,B,29
ACG,2015/01/05,S,15
ACL,2015/01/05,B,75
ACL,2015/01/05,S,124
ACP,2015/01/05,B,117
ACP,2015/01/05,S,121
ACT,2015/01/05,B,10
ACT,2015/01/05,S,11
ADH,2015/01/05,B,18
ADH,2015/01/05,S,16
ADI,2015/01/05,B,18
ADI,2015/01/05,S,11
ADR,2015/01/05,B,36
ADR,2015/01/05,S,57
ADW,2015/01/05,B,3
ADW,2015/01/05,S,4
AEG,2015/01/05,B,375
AEG,2015/01/05,S,354
AEN,2015/01/05,B,4
AEN,2015/01/05,S,11
AER,2015/01/05,S,8
AFE,2015/01/05,B,278
AFE,2015/01/05,S,239
AFH,2015/01/05,B,96
AFH,2015/01/05,S,70
AFT,2015/01/05,B,13
AFT,2015/01/05,S,20
AFX,2015/01/05,B,18
AFX,2015/01/05,S,17
AGL,2015/01/05,B,1855
AGL,2015/01/05,S,3455
AGLSBF,2015/01/05,B,1
AGLSBF,2015/01/05,S,5
AGLSBG,2015/01/05,B,6
AGLSBG,2015/01/05,S,3
AGLSBX,2015/01/05,S,1
AGLSTI,2015/01/05,B,21
AGLSTI,2015/01/05,S,1
AIA,2015/01/05,B,2
AIA,2015/01/05,S,5
AIB,2015/01/05,B,5
AIB,2015/01/05,S,6
AIP,2015/01/05,B,229
AIP,2015/01/05,S,143
AMS,2015/01/05,B,1545
AMS,2015/01/05,S,1917
AMSSBP,2015/01/05,B,1
AMSSBP,2015/01/05,S,4
ANG,2015/01/05,B,1310
ANG,2015/01/05,S,1635
ANGSBB,2015/01/05,B,1
ANGSBS,2015/01/05,B,3
ANGSBS,2015/01/05,S,1
ANGSTJ,2015/01/05,B,6
ANGSTJ,2015/01/05,S,3
ANM,2015/01/05,B,1
ANM,2015/01/05,S,1
ANS,2015/01/05,S,2
AOX,2015/01/05,S,1
APF,2015/01/05,B,3
APN,2015/01/05,B,1347
APN,2015/01/05,S,2134
AQP,2015/01/05,B,43
AQP,2015/01/05,S,54
ARH,2015/01/05,B,1
ARH,2015/01/05,S,3
ARI,2015/01/05,B,1258
ARI,2015/01/05,S,1111
ARL,2015/01/05,B,379
ARL,2015/01/05,S,307
ASC,2015/01/05,B,162
ASC,2015/01/05,S,10
ASO,2015/01/05,B,1
ASO,2015/01/05,S,6
ASR,2015/01/05,B,730
ASR,2015/01/05,S,662
ATT,2015/01/05,B,98
ATT,2015/01/05,S,169
AVI,2015/01/05,B,528
AVI,2015/01/05,S,518
AVL,2015/01/05,B,4
AVL,2015/01/05,S,25
AWA,2015/01/05,B,32
AWA,2015/01/05,S,13
AWB,2015/01/05,B,72
AWB,2015/01/05,S,10
AWT,2015/01/05,S,1
B2G,2015/01/05,S,1
BAT,2015/01/05,B,562
BAT,2015/01/05,S,596
BATP,2015/01/05,B,6
BATP,2015/01/05,S,2
BAU,2015/01/05,B,4
BAW,2015/01/05,B,357
BAW,2015/01/05,S,638
BBET40,2015/01/05,B,8
BBET40,2015/01/05,S,1
BCX,2015/01/05,B,1
BDM,2015/01/05,B,4
BDM,2015/01/05,S,6
BEG,2015/01/05,B,2
BEL,2015/01/05,B,8
BEL,2015/01/05,S,1
BGA,2015/01/05,B,1267
BGA,2015/01/05,S,1969
BGREEN,2015/01/05,B,3
BIL,2015/01/05,B,1528
BIL,2015/01/05,S,2090
BILSBL,2015/01/05,B,5
BILSBL,2015/01/05,S,1
BILSBU,2015/01/05,S,1
BILSTL,2015/01/05,B,9
BILSTL,2015/01/05,S,5
BLU,2015/01/05,B,19
BLU,2015/01/05,S,52
BMN,2015/01/05,S,1
BNPASI,2015/01/05,B,1
BNPEUR,2015/01/05,B,1
BNPEUR,2015/01/05,S,1
BNPUSA,2015/01/05,B,1
BNPWOR,2015/01/05,B,1
BRN,2015/01/05,B,5
BRN,2015/01/05,S,2
BRT,2015/01/05,B,7
BRT,2015/01/05,S,2
BSR,2015/01/05,B,10
BSR,2015/01/05,S,8
BSS,2015/01/05,B,7
BTI,2015/01/05,B,975
BTI,2015/01/05,S,1261
BTIIHD,2015/01/05,S,3
BTISTC,2015/01/05,S,5
BVT,2015/01/05,B,1394
BVT,2015/01/05,S,2058
BWL,2015/01/05,S,1
CCO,2015/01/05,B,318
CCO,2015/01/05,S,961
CDZ,2015/01/05,S,1
CFR,2015/01/05,B,1222
CFR,2015/01/05,S,1668
CFRSTI,2015/01/05,S,3
CGR,2015/01/05,B,344
CGR,2015/01/05,S,45
CIL,2015/01/05,B,86
CIL,2015/01/05,S,41
CLH,2015/01/05,B,107
CLH,2015/01/05,S,94
CLR,2015/01/05,B,100
CLR,2015/01/05,S,77
CLS,2015/01/05,B,320
CLS,2015/01/05,S,380
CMH,2015/01/05,B,1
CMH,2015/01/05,S,2
CML,2015/01/05,B,874
CML,2015/01/05,S,1049
CMO,2015/01/05,S,1
CND,2015/01/05,B,9
CND,2015/01/05,S,6
COH,2015/01/05,B,21
COH,2015/01/05,S,27
COM,2015/01/05,B,27
COM,2015/01/05,S,22
CPF,2015/01/05,B,277
CPF,2015/01/05,S,352
CPI,2015/01/05,B,272
CPI,2015/01/05,S,364
CPIP,2015/01/05,S,4
CRD,2015/01/05,B,2
CRD,2015/01/05,S,4
CSB,2015/01/05,B,12
CSB,2015/01/05,S,16
CSG,2015/01/05,B,1
CSG,2015/01/05,S,7
CSP,2015/01/05,B,1
CSP,2015/01/05,S,2
CTK,2015/01/05,S,8
CVH,2015/01/05,B,2
CVH,2015/01/05,S,1
CVN,2015/01/05,B,5
CVN,2015/01/05,S,6
CZA,2015/01/05,B,65
CZA,2015/01/05,S,43
DAW,2015/01/05,B,2
DAW,2015/01/05,S,16
DBAFRI,2015/01/05,B,1
DBCHIN,2015/01/05,B,2
DBEMER,2015/01/05,B,3
DBXEU,2015/01/05,B,10
DBXEU,2015/01/05,S,15
DBXJP,2015/01/05,B,4
DBXJP,2015/01/05,S,3
DBXUK,2015/01/05,B,10
DBXUK,2015/01/05,S,4
DBXUS,2015/01/05,B,42
DBXUS,2015/01/05,S,44
DBXWD,2015/01/05,B,23
DBXWD,2015/01/05,S,27
DCT,2015/01/05,B,1
DCT,2015/01/05,S,2
DGC,2015/01/05,B,7
DGC,2015/01/05,S,5
DIVTRX,2015/01/05,B,3
DLT,2015/01/05,B,2
DLT,2015/01/05,S,9
DMC,2015/01/05,B,2
DMC,2015/01/05,S,2
DNB,2015/01/05,B,1
DNB,2015/01/05,S,1
DRD,2015/01/05,B,48
DRD,2015/01/05,S,42
DSBP,2015/01/05,B,1
DSBP,2015/01/05,S,1
DST,2015/01/05,B,68
DST,2015/01/05,S,37
DSY,2015/01/05,B,911
DSY,2015/01/05,S,1760
DTC,2015/01/05,B,253
DTC,2015/01/05,S,271
DYL,2015/01/05,S,1
ECS,2015/01/05,B,2
EHS,2015/01/05,B,1
ELI,2015/01/05,B,15
ELI,2015/01/05,S,51
ELIN,2015/01/05,B,39
ELIN,2015/01/05,S,114
ELR,2015/01/05,B,2
ELR,2015/01/05,S,3
EMI,2015/01/05,B,149
EMI,2015/01/05,S,110
ENXPLD,2015/01/05,S,1
EOG,2015/01/05,S,1
EOH,2015/01/05,B,173
EOH,2015/01/05,S,285
EPS,2015/01/05,B,4
EPS,2015/01/05,S,8
EQS,2015/01/05,B,69
