TradableInstrumentAlphaCode,LogicalBusinessDay,BuySellIndicator,CountOfTrades
CRP,2018/01/02,S,19
CSB,2018/01/02,B,65
CSB,2018/01/02,S,26
CSEW40,2018/01/02,B,17
CSEW40,2018/01/02,S,3
CSG,2018/01/02,B,5
CSG,2018/01/02,S,5
CSP500,2018/01/02,B,33
CSP500,2018/01/02,S,6
CTA,2018/01/02,B,10
CTA,2018/01/02,S,9
CTK,2018/01/02,B,5
CTK,2018/01/02,S,4
CTOP50,2018/01/02,B,10
CTOP50,2018/01/02,S,4
CVH,2018/01/02,B,70
CVH,2018/01/02,S,53
DBCHIN,2018/01/02,B,9
DBCHIN,2018/01/02,S,3
DBEMER,2018/01/02,B,5
DCCUSD,2018/01/02,B,3
DCCUSD,2018/01/02,S,1
DCP,2018/01/02,B,220
DCP,2018/01/02,S,213
DIVTRX,2018/01/02,B,15
DIVTRX,2018/01/02,S,6
DLT,2018/01/02,B,14
DLT,2018/01/02,S,24
DNB,2018/01/02,S,1
DRD,2018/01/02,B,81
DRD,2018/01/02,S,54
DSBP,2018/01/02,B,4
DSBP,2018/01/02,S,2
DST,2018/01/02,B,163
DST,2018/01/02,S,141
DSY,2018/01/02,B,1226
DSY,2018/01/02,S,1823
DTC,2018/01/02,B,429
DTC,2018/01/02,S,265
DYL,2018/01/02,S,1
ECS,2018/01/02,B,2
ECS,2018/01/02,S,6
EEL,2018/01/02,B,6
EEL,2018/01/02,S,13
EFG,2018/01/02,B,3
EFG,2018/01/02,S,3
ELI,2018/01/02,B,15
ELI,2018/01/02,S,10
ELR,2018/01/02,B,1
ELR,2018/01/02,S,1
EMH,2018/01/02,B,1
EMI,2018/01/02,B,49
EMI,2018/01/02,S,56
EMN,2018/01/02,B,1
ENX,2018/01/02,B,1
ENX,2018/01/02,S,2
ENXPLD,2018/01/02,S,1
EOH,2018/01/02,B,309
EOH,2018/01/02,S,271
EPE,2018/01/02,B,11
EPE,2018/01/02,S,3
EPP,2018/01/02,B,56
EPP,2018/01/02,S,40
EQU,2018/01/02,B,69
EQU,2018/01/02,S,45
ESPIBU,2018/01/02,B,4
ESPIBU,2018/01/02,S,1
ESR,2018/01/02,B,3
ESR,2018/01/02,S,1
ETFPLD,2018/01/02,B,9
ETFPLD,2018/01/02,S,1
ETFPLT,2018/01/02,B,1
ETFPLT,2018/01/02,S,2
ETFRHO,2018/01/02,B,1
ETFRHO,2018/01/02,S,1
EXG,2018/01/02,B,1
EXX,2018/01/02,B,609
EXX,2018/01/02,S,696
FBR,2018/01/02,B,72
FBR,2018/01/02,S,126
FCR,2018/01/02,B,12
FCR,2018/01/02,S,1
FFA,2018/01/02,B,551
FFA,2018/01/02,S,635
FFB,2018/01/02,B,555
FFB,2018/01/02,S,573
FGL,2018/01/02,B,9
FGL,2018/01/02,S,5
FNB,2018/01/02,B,2
FRPT01,2018/01/02,S,1
FSR,2018/01/02,B,2717
FSR,2018/01/02,S,4121
FSRP,2018/01/02,B,7
FSRP,2018/01/02,S,1
FST,2018/01/02,B,1
FST,2018/01/02,S,1
FSY,2018/01/02,S,1
FVT,2018/01/02,B,3
FVT,2018/01/02,S,5
GBI,2018/01/02,B,2
GFI,2018/01/02,B,908
GFI,2018/01/02,S,1462
GFISBJ,2018/01/02,B,1
GFISBJ,2018/01/02,S,3
GIVFIN,2018/01/02,S,2
GIVIND,2018/01/02,B,13
GIVIND,2018/01/02,S,1
GIVISA,2018/01/02,B,1
GIVISA,2018/01/02,S,1
GIVRES,2018/01/02,B,8
GIVRES,2018/01/02,S,3
GLD,2018/01/02,B,42
GLD,2018/01/02,S,39
GLI,2018/01/02,B,1
GLN,2018/01/02,B,796
GLN,2018/01/02,S,473
GLPROP,2018/01/02,B,26
GLPROP,2018/01/02,S,8
GND,2018/01/02,B,42
GND,2018/01/02,S,57
GNDP,2018/01/02,B,6
GNDP,2018/01/02,S,4
GPL,2018/01/02,B,11
GPL,2018/01/02,S,10
GRF,2018/01/02,B,10
GRF,2018/01/02,S,15
GRP,2018/01/02,B,65
GRP,2018/01/02,S,65
GRT,2018/01/02,B,982
GRT,2018/01/02,S,1590
GTR,2018/01/02,B,1
HAR,2018/01/02,B,418
HAR,2018/01/02,S,603
HCI,2018/01/02,B,20
HCI,2018/01/02,S,50
HDC,2018/01/02,B,8
HDC,2018/01/02,S,9
HLM,2018/01/02,B,21
HLM,2018/01/02,S,16
HMN,2018/01/02,B,134
HMN,2018/01/02,S,129
HPB,2018/01/02,B,5
HUG,2018/01/02,B,1
HUG,2018/01/02,S,3
HYP,2018/01/02,B,665
HYP,2018/01/02,S,592
IAP,2018/01/02,B,10
IAP,2018/01/02,S,2
IBLVR1,2018/01/02,S,2
IBRP1,2018/01/02,S,1
IDQ,2018/01/02,B,3
ILE,2018/01/02,B,3
ILU,2018/01/02,B,2
ILU,2018/01/02,S,6
IMP,2018/01/02,B,451
IMP,2018/01/02,S,497
IMPSBL,2018/01/02,B,3
IMPSBL,2018/01/02,S,3
ING,2018/01/02,B,2
INL,2018/01/02,B,1573
INL,2018/01/02,S,1155
INLP,2018/01/02,B,3
INLP,2018/01/02,S,1
INP,2018/01/02,B,1002
INP,2018/01/02,S,1165
INPR,2018/01/02,B,1
INPR,2018/01/02,S,7
IPF,2018/01/02,B,5
IPF,2018/01/02,S,3
IPL,2018/01/02,B,850
IPL,2018/01/02,S,1176
IPLP,2018/01/02,S,2
ISA,2018/01/02,B,4
ISA,2018/01/02,S,1
ISB,2018/01/02,S,2
ITE,2018/01/02,B,9
ITE,2018/01/02,S,9
ITU,2018/01/02,B,424
ITU,2018/01/02,S,344
IVD,2018/01/02,B,2
IVT,2018/01/02,B,17
IVT,2018/01/02,S,25
IWE,2018/01/02,S,2
JBL,2018/01/02,B,5
JBL,2018/01/02,S,16
JSC,2018/01/02,B,1
JSC,2018/01/02,S,6
JSE,2018/01/02,B,204
JSE,2018/01/02,S,247
KAL,2018/01/02,B,2
KAL,2018/01/02,S,1
KAP,2018/01/02,B,122
KAP,2018/01/02,S,232
KCCGLD,2018/01/02,B,1
KFS,2018/01/02,S,1
KIO,2018/01/02,B,1018
KIO,2018/01/02,S,1415
KIOSBC,2018/01/02,S,1
KIOSBP,2018/01/02,S,1
KIOSTN,2018/01/02,S,2
KR,2018/01/02,S,14
KRHT,2018/01/02,S,1
KST,2018/01/02,B,21
KST,2018/01/02,S,13
L2D,2018/01/02,B,3
L2D,2018/01/02,S,7
L4L,2018/01/02,B,28
L4L,2018/01/02,S,52
LBH,2018/01/02,B,315
LBH,2018/01/02,S,618
LEW,2018/01/02,B,106
LEW,2018/01/02,S,67
LHC,2018/01/02,B,920
LHC,2018/01/02,S,1329
LON,2018/01/02,B,18
LON,2018/01/02,S,29
LVLTRX,2018/01/02,B,1
LVLTRX,2018/01/02,S,2
MAP,2018/01/02,B,4
MAPPSG,2018/01/02,B,4
MAPPSG,2018/01/02,S,3
MAPPSP,2018/01/02,B,4
MAPPSP,2018/01/02,S,1
MCZ,2018/01/02,B,6
MCZ,2018/01/02,S,11
MDI,2018/01/02,B,8
MDI,2018/01/02,S,20
MEI,2018/01/02,B,734
MEI,2018/01/02,S,691
MEP,2018/01/02,B,1
MEY,2018/01/02,S,1
MFL,2018/01/02,B,14
MFL,2018/01/02,S,3
MIM,2018/01/02,B,1
MIM,2018/01/02,S,1
MIX,2018/01/02,B,1
MIX,2018/01/02,S,4
MMG,2018/01/02,B,3
MMG,2018/01/02,S,2
MMI,2018/01/02,B,806
MMI,2018/01/02,S,921
MMP,2018/01/02,B,2
MND,2018/01/02,B,1090
MND,2018/01/02,S,1232
MNK,2018/01/02,B,16
MNK,2018/01/02,S,13
MNP,2018/01/02,B,1533
MNP,2018/01/02,S,1193
MPT,2018/01/02,B,43
MPT,2018/01/02,S,14
MRF,2018/01/02,B,22
MRF,2018/01/02,S,31
MRP,2018/01/02,B,849
MRP,2018/01/02,S,1623
MRPSBA,2018/01/02,B,2
MSM,2018/01/02,B,419
MSM,2018/01/02,S,650
MSP,2018/01/02,B,82
MSP,2018/01/02,S,122
MST,2018/01/02,B,4
MTA,2018/01/02,B,61
MTA,2018/01/02,S,42
MTN,2018/01/02,B,1484
MTN,2018/01/02,S,2545
MTNIHN,2018/01/02,B,1
MTNIHN,2018/01/02,S,1
MTNSBF,2018/01/02,S,1
MUR,2018/01/02,B,67
MUR,2018/01/02,S,63
MZR,2018/01/02,B,1
NBK,2018/01/02,B,1
NBKP,2018/01/02,B,8
NBKP,2018/01/02,S,3
NED,2018/01/02,B,2413
NED,2018/01/02,S,2157
NEWEUR,2018/01/02,B,1
NEWFSA,2018/01/02,B,4
NEWGBP,2018/01/02,S,1
NEWSLV,2018/01/02,B,1
NEWUSD,2018/01/02,B,9
NEWUSD,2018/01/02,S,10
NFEMOM,2018/01/02,B,15
NFEMOM,2018/01/02,S,7
NFGOVI,2018/01/02,B,17
NFGOVI,2018/01/02,S,21
NFILBI,2018/01/02,B,11
NFILBI,2018/01/02,S,2
NFSH40,2018/01/02,B,4
NFSH40,2018/01/02,S,2
NFSWIX,2018/01/02,B,4
NFSWIX,2018/01/02,S,1
NFTRCI,2018/01/02,B,10
NFTRCI,2018/01/02,S,6
NGNGLD,2018/01/02,S,1
NGNPLD,2018/01/02,S,1
NGNPLT,2018/01/02,S,1
NGPLD,2018/01/02,B,5
NGPLD,2018/01/02,S,2
NGPLT,2018/01/02,B,3
NGPLT,2018/01/02,S,11
NHM,2018/01/02,B,764
NHM,2018/01/02,S,703
NIV,2018/01/02,S,1
NPK,2018/01/02,B,290
NPK,2018/01/02,S,390
NPN,2018/01/02,B,4293
NPN,2018/01/02,S,4353
NPNSBE,2018/01/02,B,1
NPNSBE,2018/01/02,S,6
NPNSBF,2018/01/02,B,2
NRP,2018/01/02,B,620
NRP,2018/01/02,S,1133
NT1,2018/01/02,B,1
NTC,2018/01/02,B,726
NTC,2018/01/02,S,925
NTCP,2018/01/02,S,1
NUT,2018/01/02,B,1
NVE,2018/01/02,B,1
NVS,2018/01/02,B,15
NVS,2018/01/02,S,35
NWL,2018/01/02,B,4
NWL,2018/01/02,S,1
OCE,2018/01/02,B,5
OCE,2018/01/02,S,9
OCG,2018/01/02,S,1
OCT,2018/01/02,B,28
OCT,2018/01/02,S,46
OLG,2018/01/02,B,2
OLG,2018/01/02,S,2
OLM,2018/01/02,B,1
OLM,2018/01/02,S,1
OML,2018/01/02,B,1406
OML,2018/01/02,S,1183
OMLSBI,2018/01/02,B,1
OMLSBI,2018/01/02,S,1
OMN,2018/01/02,B,150
OMN,2018/01/02,S,162
ORN,2018/01/02,B,16
ORN,2018/01/02,S,17
PAN,2018/01/02,B,17
PAN,2018/01/02,S,52
PBG,2018/01/02,B,5
PEM,2018/01/02,B,11
PEM,2018/01/02,S,5
PFG,2018/01/02,B,353
PFG,2018/01/02,S,515
PGFP,2018/01/02,B,1
PGFP,2018/01/02,S,3
PGL,2018/01/02,B,11
PGL,2018/01/02,S,6
PGR,2018/01/02,B,48
PGR,2018/01/02,S,59
PHM,2018/01/02,B,2
PIK,2018/01/02,B,296
PIK,2018/01/02,S,518
PPC,2018/01/02,B,105
PPC,2018/01/02,S,56
PPE,2018/01/02,B,13
PPE,2018/01/02,S,3
PREFTX,2018/01/02,B,12
PREFTX,2018/01/02,S,2
PSG,2018/01/02,B,467
PSG,2018/01/02,S,828
PTXSPY,2018/01/02,B,13
PTXSPY,2018/01/02,S,3
PTXTEN,2018/01/02,B,23
PTXTEN,2018/01/02,S,5
QFH,2018/01/02,B,4
QFH,2018/01/02,S,2
RACP,2018/01/02,B,1
RACP,2018/01/02,S,1
RBP,2018/01/02,B,3
RBP,2018/01/02,S,21
RBX,2018/01/02,B,71
RBX,2018/01/02,S,71
RCL,2018/01/02,B,16
RCL,2018/01/02,S,7
RDF,2018/01/02,B,786
RDF,2018/01/02,S,914
RDFSTH,2018/01/02,S,3
REB,2018/01/02,B,12
REB,2018/01/02,S,9
REM,2018/01/02,B,1360
REM,2018/01/02,S,1685
RES,2018/01/02,B,509
RES,2018/01/02,S,711
RFG,2018/01/02,B,62
RFG,2018/01/02,S,42
RLF,2018/01/02,B,6
RLF,2018/01/02,S,9
RLO,2018/01/02,B,287
RLO,2018/01/02,S,196
RMH,2018/01/02,B,1245
RMH,2018/01/02,S,992
RMI,2018/01/02,B,400
RMI,2018/01/02,S,313
RNI,2018/01/02,B,564
RNI,2018/01/02,S,673
RPL,2018/01/02,B,31
RPL,2018/01/02,S,69
S32,2018/01/02,B,302
S32,2018/01/02,S,146
SAC,2018/01/02,B,461
SAC,2018/01/02,S,133
SAP,2018/01/02,B,969
SAP,2018/01/02,S,1452
SAR,2018/01/02,B,1
SAR,2018/01/02,S,4
SBACOP,2018/01/02,B,2
SBAOIL,2018/01/02,B,1
SBAPD1,2018/01/02,B,1
SBAPL1,2018/01/02,B,1
SBAPL1,2018/01/02,S,1
SBAS1,2018/01/02,B,2
SBK,2018/01/02,B,4537
SBK,2018/01/02,S,5501
SBKSBS,2018/01/02,B,1
SBKSBS,2018/01/02,S,1
SBPP,2018/01/02,B,1
SBPP,2018/01/02,S,1
SCD,2018/01/02,B,4
SCD,2018/01/02,S,1
SCP,2018/01/02,B,11
SCP,2018/01/02,S,3
SDC,2018/01/02,B,25
SDC,2018/01/02,S,13
SDO,2018/01/02,B,49
SDO,2018/01/02,S,43
SEA,2018/01/02,B,2
SEP,2018/01/02,B,1
SEP,2018/01/02,S,7
SFN,2018/01/02,B,8
SFN,2018/01/02,S,2
SFNP,2018/01/02,S,2
SGL,2018/01/02,B,581
SGL,2018/01/02,S,1229
SGLSBF,2018/01/02,B,2
SGLSBG,2018/01/02,B,3
SGLSBG,2018/01/02,S,2
SGLSTB,2018/01/02,S,1
SHFF,2018/01/02,B,38
SHFF,2018/01/02,S,8
SHG,2018/01/02,B,2
SHG,2018/01/02,S,3
SHP,2018/01/02,B,1799
SHP,2018/01/02,S,1294
SLM,2018/01/02,B,1216
SLM,2018/01/02,S,2000
SNB,2018/01/02,B,2
SNB,2018/01/02,S,1
SNH,2018/01/02,B,1917
SNH,2018/01/02,S,2178
SNM,2018/01/02,S,1
SNT,2018/01/02,B,50
SNT,2018/01/02,S,106
SNV,2018/01/02,B,15
SNV,2018/01/02,S,7
SOL,2018/01/02,B,1557
SOL,2018/01/02,S,1835
SOLBE1,2018/01/02,B,1
SOLSBI,2018/01/02,S,1
SPG,2018/01/02,B,147
SPG,2018/01/02,S,170
SPP,2018/01/02,B,658
SPP,2018/01/02,S,818
SRE,2018/01/02,B,39
SRE,2018/01/02,S,197
SRH,2018/01/02,B,1
SRR,2018/01/02,B,464
SRR,2018/01/02,S,464
SSK,2018/01/02,B,13
SSK,2018/01/02,S,35
SSS,2018/01/02,B,15
SSS,2018/01/02,S,6
STAN40,2018/01/02,B,2
STAN40,2018/01/02,S,4
STANSX,2018/01/02,B,5
STANSX,2018/01/02,S,1
STP,2018/01/02,B,2
STP,2018/01/02,S,2
STPROP,2018/01/02,B,12
STPROP,2018/01/02,S,4
STX40,2018/01/02,B,68
STX40,2018/01/02,S,53
STX500,2018/01/02,B,25
STX500,2018/01/02,S,7
STXDIV,2018/01/02,B,19
STXDIV,2018/01/02,S,9
STXEMG,2018/01/02,B,21
STXEMG,2018/01/02,S,6
STXFIN,2018/01/02,B,17
STXFIN,2018/01/02,S,11
STXILB,2018/01/02,B,4
STXILB,2018/01/02,S,3
STXIND,2018/01/02,B,27
STXIND,2018/01/02,S,19
STXPRO,2018/01/02,B,17
STXPRO,2018/01/02,S,3
STXQUA,2018/01/02,B,11
STXQUA,2018/01/02,S,10
STXRAF,2018/01/02,B,16
STXRAF,2018/01/02,S,4
STXRES,2018/01/02,B,12
STXRES,2018/01/02,S,6
STXSWX,2018/01/02,B,19
STXSWX,2018/01/02,S,4
STXWDM,2018/01/02,B,35
STXWDM,2018/01/02,S,7
SUI,2018/01/02,B,96
SUI,2018/01/02,S,144
SUR,2018/01/02,B,4
SUR,2018/01/02,S,5
SVB,2018/01/02,B,3
SVB,2018/01/02,S,1
SVN,2018/01/02,B,8
SYG,2018/01/02,B,38
SYG,2018/01/02,S,24
SYG4IR,2018/01/02,B,24
SYG4IR,2018/01/02,S,9
SYG500,2018/01/02,B,8
SYG500,2018/01/02,S,1
SYGEU,2018/01/02,B,34
SYGEU,2018/01/02,S,23
SYGJP,2018/01/02,B,27
SYGJP,2018/01/02,S,16
SYGP,2018/01/02,B,9
SYGSW4,2018/01/02,B,2
SYGSW4,2018/01/02,S,1
SYGT40,2018/01/02,B,3
SYGT40,2018/01/02,S,1
SYGUK,2018/01/02,B,13
SYGUK,2018/01/02,S,9
SYGUS,2018/01/02,B,42
SYGUS,2018/01/02,S,42
SYGWD,2018/01/02,B,37
SYGWD,2018/01/02,S,26
TAD,2018/01/02,S,1
TAS,2018/01/02,B,18
TAS,2018/01/02,S,5
TAW,2018/01/02,B,29
TAW,2018/01/02,S,10
TBG,2018/01/02,B,5
TBG,2018/01/02,S,2
TBS,2018/01/02,B,2101
TBS,2018/01/02,S,1295
TCP,2018/01/02,B,38
TCP,2018/01/02,S,25
TEX,2018/01/02,B,9
TEX,2018/01/02,S,4
TFG,2018/01/02,B,1365
TFG,2018/01/02,S,1381
THA,2018/01/02,B,17
THA,2018/01/02,S,2
TKG,2018/01/02,B,359
TKG,2018/01/02,S,729
TMT,2018/01/02,B,3
TMT,2018/01/02,S,1
TON,2018/01/02,B,354
TON,2018/01/02,S,420
TOPSBC,2018/01/02,B,1
TOPSBC,2018/01/02,S,1
TOPSBY,2018/01/02,B,6
TOPSBY,2018/01/02,S,7
TOPSKG,2018/01/02,B,9
TOPSKG,2018/01/02,S,4
TOPSKQ,2018/01/02,B,1
TOPSKQ,2018/01/02,S,3
TOR,2018/01/02,B,3
TOR,2018/01/02,S,4
TPC,2018/01/02,S,2
TRE,2018/01/02,B,45
TRE,2018/01/02,S,72
TRL,2018/01/02,B,2
TRL,2018/01/02,S,1
TRU,2018/01/02,B,997
TRU,2018/01/02,S,1501
TRW,2018/01/02,B,1
TRW,2018/01/02,S,1
TSH,2018/01/02,B,176
TSH,2018/01/02,S,196
TSX,2018/01/02,B,3
TTO,2018/01/02,B,12
TTO,2018/01/02,S,13
TWR,2018/01/02,B,5
TWR,2018/01/02,S,2
UBNPNN,2018/01/02,S,1
UCP,2018/01/02,B,4
UCP,2018/01/02,S,4
VIS,2018/01/02,B,1
VKE,2018/01/02,B,153
VKE,2018/01/02,S,116
VKN,2018/01/02,S,1
VLE,2018/01/02,B,6
VLE,2018/01/02,S,2
VMK,2018/01/02,B,7
VMK,2018/01/02,S,3
VOD,2018/01/02,B,1850
VOD,2018/01/02,S,1268
VODSBB,2018/01/02,B,1
VODSBB,2018/01/02,S,2
WBO,2018/01/02,B,189
WBO,2018/01/02,S,186
WEA,2018/01/02,B,3
WEA,2018/01/02,S,2
WEZ,2018/01/02,B,5
WEZ,2018/01/02,S,3
WHL,2018/01/02,B,1325
WHL,2018/01/02,S,1339
WHLSBI,2018/01/02,B,1
WHLSBI,2018/01/02,S,1
WIL,2018/01/02,S,2
WKF,2018/01/02,B,2
WKF,2018/01/02,S,6
WSL,2018/01/02,B,24
WSL,2018/01/02,S,13
YRK,2018/01/02,B,4
YRK,2018/01/02,S,1
YYLBEE,2018/01/02,B,3
YYLBEE,2018/01/02,S,28
ZA074,2018/01/02,B,1
ZA076,2018/01/02,B,1
ZA077,2018/01/02,B,1
ZA079,2018/01/02,B,1
ZED,2018/01/02,B,22
ZED,2018/01/02,S,35
ZPLP,2018/01/02,B,8
ZPLP,2018/01/02,S,4
4SI,2018/01/03,B,4
4SI,2018/01/03,S,1
ABSP,2018/01/03,B,13
ABSP,2018/01/03,S,18
ACE,2018/01/03,B,3
ACE,2018/01/03,S,5
ACG,2018/01/03,B,7
ACG,2018/01/03,S,1
ACL,2018/01/03,B,49
ACL,2018/01/03,S,72
ACT,2018/01/03,S,2
ADE,2018/01/03,B,6
ADE,2018/01/03,S,6
ADEO,2018/01/03,S,2
ADH,2018/01/03,B,106
ADH,2018/01/03,S,90
ADI,2018/01/03,B,25
ADI,2018/01/03,S,28
ADR,2018/01/03,B,6
ADR,2018/01/03,S,4
ADW,2018/01/03,S,3
AEE,2018/01/03,B,5
AEE,2018/01/03,S,3
AEG,2018/01/03,B,19
AEG,2018/01/03,S,57
AEL,2018/01/03,B,7
AEL,2018/01/03,S,56
AFE,2018/01/03,B,188
AFE,2018/01/03,S,240
AFH,2018/01/03,B,132
AFH,2018/01/03,S,102
AFT,2018/01/03,B,7
AFT,2018/01/03,S,22
AFX,2018/01/03,B,18
AFX,2018/01/03,S,16
AGL,2018/01/03,B,3730
AGL,2018/01/03,S,2057
AIL,2018/01/03,B,7
AIL,2018/01/03,S,9
AIP,2018/01/03,B,85
AIP,2018/01/03,S,178
ALH,2018/01/03,B,3
ALP,2018/01/03,S,1
AMIB50,2018/01/03,B,2
AMIB50,2018/01/03,S,6
AMS,2018/01/03,B,989
AMS,2018/01/03,S,1444
ANG,2018/01/03,B,1835
ANG,2018/01/03,S,2327
ANGSBD,2018/01/03,B,1
ANGSBE,2018/01/03,B,1
ANGSBE,2018/01/03,S,4
ANH,2018/01/03,B,195
ANH,2018/01/03,S,177
ANM,2018/01/03,S,1
ANS,2018/01/03,B,5
ANS,2018/01/03,S,7
AOX,2018/01/03,S,1
APF,2018/01/03,S,9
APN,2018/01/03,B,2870
APN,2018/01/03,S,3247
ARA,2018/01/03,B,11
ARA,2018/01/03,S,13
ARI,2018/01/03,B,355
ARI,2018/01/03,S,859
ARL,2018/01/03,B,728
ARL,2018/01/03,S,452
ARO,2018/01/03,S,1
ART,2018/01/03,B,1
ART,2018/01/03,S,1
ASC,2018/01/03,B,42
ASC,2018/01/03,S,74
ASHGEQ,2018/01/03,B,7
ASHGEQ,2018/01/03,S,1
ASHINF,2018/01/03,B,3
ASHINF,2018/01/03,S,4
ASHMID,2018/01/03,B,6
ASHMID,2018/01/03,S,3
ASHT40,2018/01/03,B,9
ASHT40,2018/01/03,S,9
ASR,2018/01/03,B,160
ASR,2018/01/03,S,221
ATT,2018/01/03,B,38
ATT,2018/01/03,S,84
AVI,2018/01/03,B,523
