TradableInstrumentAlphaCode,LogicalBusinessDay,BuySellIndicator,CountOfTrades
SFN,2011/01/03,S,1
SHF,2011/01/03,B,425
SHF,2011/01/03,S,316
SHFF,2011/01/03,B,2
SHFF,2011/01/03,S,1
SHP,2011/01/03,B,715
SHP,2011/01/03,S,220
SIM,2011/01/03,B,26
SIM,2011/01/03,S,36
SKJ,2011/01/03,B,1
SKJ,2011/01/03,S,1
SKY,2011/01/03,B,3
SKY,2011/01/03,S,9
SLA,2011/01/03,B,1
SLM,2011/01/03,B,547
SLM,2011/01/03,S,289
SLMSTE,2011/01/03,B,1
SLO,2011/01/03,S,2
SNB,2011/01/03,B,1
SNM,2011/01/03,B,1
SNT,2011/01/03,B,9
SNT,2011/01/03,S,11
SNU,2011/01/03,B,14
SNU,2011/01/03,S,9
SNV,2011/01/03,B,1
SNV,2011/01/03,S,2
SOH,2011/01/03,B,4
SOH,2011/01/03,S,5
SOL,2011/01/03,B,1197
SOL,2011/01/03,S,579
SOLSBL,2011/01/03,B,3
SOLSBL,2011/01/03,S,5
SOLSTF,2011/01/03,B,2
SOV,2011/01/03,B,4
SOV,2011/01/03,S,3
SPG,2011/01/03,B,80
SPG,2011/01/03,S,22
SPP,2011/01/03,B,240
SPP,2011/01/03,S,18
SPPNIG,2011/01/03,B,1
SRH,2011/01/03,B,1
SSK,2011/01/03,B,12
SSK,2011/01/03,S,10
STX40,2011/01/03,B,45
STX40,2011/01/03,S,65
STXDIV,2011/01/03,B,25
STXDIV,2011/01/03,S,12
STXFIN,2011/01/03,B,5
STXFIN,2011/01/03,S,6
STXIND,2011/01/03,B,24
STXIND,2011/01/03,S,5
STXRAF,2011/01/03,B,8
STXRAF,2011/01/03,S,11
STXRES,2011/01/03,B,10
STXRES,2011/01/03,S,2
STXSWX,2011/01/03,B,3
STXSWX,2011/01/03,S,4
SUI,2011/01/03,B,18
SUI,2011/01/03,S,14
SUR,2011/01/03,B,22
SYC,2011/01/03,B,11
SYC,2011/01/03,S,14
TAS,2011/01/03,B,1
TBS,2011/01/03,B,435
TBS,2011/01/03,S,258
TBSSTE,2011/01/03,B,2
TBSSTE,2011/01/03,S,2
TFG,2011/01/03,B,420
TFG,2011/01/03,S,169
TFX,2011/01/03,B,1
THX,2011/01/03,B,1
TKG,2011/01/03,B,331
TKG,2011/01/03,S,186
TKGSBB,2011/01/03,B,1
TKGSBB,2011/01/03,S,1
TON,2011/01/03,B,106
TON,2011/01/03,S,27
TOPDWC,2011/01/03,S,1
TOPDWE,2011/01/03,B,2
TOPDWS,2011/01/03,B,6
TOPDWS,2011/01/03,S,7
TOPDWT,2011/01/03,B,3
TOPDWT,2011/01/03,S,4
TOPDWU,2011/01/03,S,10
TOPSBR,2011/01/03,S,2
TOPSBS,2011/01/03,S,1
TOPSKG,2011/01/03,B,1
TOPSKV,2011/01/03,S,6
TRE,2011/01/03,B,1
TRE,2011/01/03,S,3
TRU,2011/01/03,B,490
TRU,2011/01/03,S,453
TRW,2011/01/03,B,1
TSX,2011/01/03,B,8
TSX,2011/01/03,S,12
TTO,2011/01/03,B,1
TTO,2011/01/03,S,2
UBU,2011/01/03,S,4
UCS,2011/01/03,B,4
UCS,2011/01/03,S,8
UNI,2011/01/03,B,1
USDSCD,2011/01/03,B,2
VIF,2011/01/03,B,1
VIL,2011/01/03,B,1
VIL,2011/01/03,S,1
VKE,2011/01/03,B,6
VKE,2011/01/03,S,2
VKN,2011/01/03,B,1
VMK,2011/01/03,B,10
VMK,2011/01/03,S,6
VOD,2011/01/03,B,536
VOD,2011/01/03,S,284
VODSTE,2011/01/03,B,1
VOX,2011/01/03,B,3
WAM,2011/01/03,B,1
WBO,2011/01/03,B,99
WBO,2011/01/03,S,114
WEA,2011/01/03,S,5
WEZ,2011/01/03,B,30
WEZ,2011/01/03,S,12
WGR,2011/01/03,S,3
WHL,2011/01/03,B,389
WHL,2011/01/03,S,273
WNH,2011/01/03,B,2
WNH,2011/01/03,S,2
WSL,2011/01/03,B,2
WSL,2011/01/03,S,4
WWR,2011/01/03,B,3
WWR,2011/01/03,S,3
XEM,2011/01/03,B,1
YRK,2011/01/03,B,1
ZED,2011/01/03,B,20
ZED,2011/01/03,S,11
ZGOVI,2011/01/03,B,4
ZGOVI,2011/01/03,S,1
ZPT,2011/01/03,B,1
ZPT,2011/01/03,S,2
1TM,2011/01/04,B,3
1TM,2011/01/04,S,5
ABK,2011/01/04,B,1
ABL,2011/01/04,B,437
ABL,2011/01/04,S,403
ABLP,2011/01/04,B,2
ABLP,2011/01/04,S,1
ABLSTF,2011/01/04,B,3
ABLSTF,2011/01/04,S,1
ABSP,2011/01/04,B,12
ABSP,2011/01/04,S,3
ACE,2011/01/04,B,1
ACE,2011/01/04,S,1
ACL,2011/01/04,B,190
ACL,2011/01/04,S,156
ACP,2011/01/04,B,13
ACP,2011/01/04,S,14
ACT,2011/01/04,S,1
ADH,2011/01/04,B,8
ADH,2011/01/04,S,5
ADR,2011/01/04,B,5
ADR,2011/01/04,S,16
ADW,2011/01/04,B,1
ADW,2011/01/04,S,4
AEG,2011/01/04,B,370
AEG,2011/01/04,S,214
AER,2011/01/04,B,4
AER,2011/01/04,S,23
AET,2011/01/04,S,5
AFE,2011/01/04,B,49
AFE,2011/01/04,S,48
AFP,2011/01/04,B,2
AFR,2011/01/04,B,23
AFR,2011/01/04,S,6
AFT,2011/01/04,B,2
AFT,2011/01/04,S,8
AFX,2011/01/04,B,34
AFX,2011/01/04,S,24
AGL,2011/01/04,B,1491
AGL,2011/01/04,S,1176
AGLNNE,2011/01/04,B,2
AGLNNE,2011/01/04,S,1
AGLSBA,2011/01/04,B,8
AGLSBA,2011/01/04,S,4
AGLSBN,2011/01/04,S,1
AGLSBO,2011/01/04,S,2
AGLSBV,2011/01/04,B,12
AGLSBV,2011/01/04,S,17
AIP,2011/01/04,B,96
AIP,2011/01/04,S,158
ALT,2011/01/04,B,8
ALT,2011/01/04,S,8
AMA,2011/01/04,B,6
AMA,2011/01/04,S,3
AMS,2011/01/04,B,593
AMS,2011/01/04,S,680
AMSIDD,2011/01/04,B,1
AMSIDD,2011/01/04,S,8
AMSSBI,2011/01/04,B,7
AND,2011/01/04,B,1
AND,2011/01/04,S,2
ANG,2011/01/04,B,1049
ANG,2011/01/04,S,1289
ANGSBE,2011/01/04,B,2
ANGSBF,2011/01/04,B,2
ANGSBF,2011/01/04,S,2
ANGSBG,2011/01/04,B,9
ANGSBG,2011/01/04,S,13
ANGSTE,2011/01/04,B,2
ANGSTE,2011/01/04,S,6
ANM,2011/01/04,B,1
ANS,2011/01/04,B,10
ANS,2011/01/04,S,1
AOX,2011/01/04,B,1
APKP,2011/01/04,B,6
APN,2011/01/04,B,349
APN,2011/01/04,S,798
AQP,2011/01/04,B,26
AQP,2011/01/04,S,27
ARH,2011/01/04,S,2
ARI,2011/01/04,B,1204
ARI,2011/01/04,S,616
ARL,2011/01/04,B,63
ARL,2011/01/04,S,13
ARQ,2011/01/04,B,10
ARQ,2011/01/04,S,4
ART,2011/01/04,B,3
ART,2011/01/04,S,1
ASA,2011/01/04,B,811
ASA,2011/01/04,S,1106
ASASBA,2011/01/04,S,2
ASASBO,2011/01/04,S,1
ASO,2011/01/04,B,4
ASO,2011/01/04,S,12
ASR,2011/01/04,B,13
ASR,2011/01/04,S,9
ATN,2011/01/04,B,33
ATN,2011/01/04,S,2
ATNP,2011/01/04,B,110
ATNP,2011/01/04,S,65
AVI,2011/01/04,B,66
AVI,2011/01/04,S,45
AVU,2011/01/04,B,11
AVU,2011/01/04,S,1
AWT,2011/01/04,B,1
BAT,2011/01/04,B,106
BAT,2011/01/04,S,32
BAW,2011/01/04,B,479
BAW,2011/01/04,S,460
BCD,2011/01/04,S,2
BCF,2011/01/04,B,3
BCX,2011/01/04,B,23
BCX,2011/01/04,S,10
BDM,2011/01/04,S,3
BEG,2011/01/04,B,1
BEG,2011/01/04,S,1
BEL,2011/01/04,S,1
BFS,2011/01/04,B,4
BFS,2011/01/04,S,10
BIL,2011/01/04,B,920
BIL,2011/01/04,S,755
BILIHG,2011/01/04,B,6
BILIHG,2011/01/04,S,2
BILSBF,2011/01/04,B,5
BILSBF,2011/01/04,S,1
BILSBG,2011/01/04,B,5
BILSBG,2011/01/04,S,10
BILSBS,2011/01/04,B,1
BILSBS,2011/01/04,S,5
BILSTG,2011/01/04,B,2
BILSTG,2011/01/04,S,5
BIO,2011/01/04,B,4
BIPS40,2011/01/04,B,4
BIPS40,2011/01/04,S,9
BLU,2011/01/04,B,24
BLU,2011/01/04,S,8
BMN,2011/01/04,S,1
BRN,2011/01/04,B,5
BRT,2011/01/04,B,1
BSR,2011/01/04,B,21
BSR,2011/01/04,S,10
BSS,2011/01/04,S,3
BTI,2011/01/04,B,341
BTI,2011/01/04,S,248
BVT,2011/01/04,B,624
BVT,2011/01/04,S,967
BWI,2011/01/04,B,2
BWL,2011/01/04,B,1
CAP,2011/01/04,B,4
CAT,2011/01/04,B,14
CAT,2011/01/04,S,4
CBH,2011/01/04,B,7
CBH,2011/01/04,S,8
CCO,2011/01/04,B,24
CCO,2011/01/04,S,47
CFR,2011/01/04,B,314
CFR,2011/01/04,S,434
CFRSBT,2011/01/04,S,1
CFRSTE,2011/01/04,B,1
CIL,2011/01/04,B,5
CIL,2011/01/04,S,1
CLH,2011/01/04,B,45
CLH,2011/01/04,S,44
CLR,2011/01/04,B,19
CLR,2011/01/04,S,15
CLRP,2011/01/04,S,1
CLS,2011/01/04,B,463
CLS,2011/01/04,S,204
CMH,2011/01/04,B,1
CMH,2011/01/04,S,2
CML,2011/01/04,B,68
CML,2011/01/04,S,61
CMO,2011/01/04,B,2
CMO,2011/01/04,S,1
CMP,2011/01/04,B,85
CMP,2011/01/04,S,23
CNL,2011/01/04,B,2
CNL,2011/01/04,S,1
COM,2011/01/04,B,1
CPI,2011/01/04,B,46
CPI,2011/01/04,S,61
CPIN,2011/01/04,B,52
CPIN,2011/01/04,S,20
CPIP,2011/01/04,B,2
CPL,2011/01/04,B,61
CPL,2011/01/04,S,28
CRD,2011/01/04,B,2
CRD,2011/01/04,S,1
CSB,2011/01/04,B,5
CSO,2011/01/04,B,344
CSO,2011/01/04,S,344
CSP,2011/01/04,B,26
CSP,2011/01/04,S,9
CUL,2011/01/04,S,3
CVN,2011/01/04,S,2
CZA,2011/01/04,B,90
CZA,2011/01/04,S,50
DAW,2011/01/04,B,3
DBXEU,2011/01/04,B,11
DBXEU,2011/01/04,S,6
DBXJP,2011/01/04,B,1
DBXJP,2011/01/04,S,2
DBXUK,2011/01/04,B,2
DBXUK,2011/01/04,S,3
DBXUS,2011/01/04,B,1
DBXUS,2011/01/04,S,1
DBXWD,2011/01/04,B,7
DBXWD,2011/01/04,S,2
DCT,2011/01/04,B,1
DCT,2011/01/04,S,10
DGC,2011/01/04,B,1
DGC,2011/01/04,S,4
DLG,2011/01/04,S,2
DLV,2011/01/04,B,1
