TradableInstrumentAlphaCode,LogicalBusinessDay,BuySellIndicator,CountOfTrades
CLH,2016/01/04,B,59
CLH,2016/01/04,S,38
CLI,2016/01/04,S,2
CLN,2016/01/04,S,1
CLR,2016/01/04,B,73
CLR,2016/01/04,S,51
CLS,2016/01/04,B,705
CLS,2016/01/04,S,884
CMB,2016/01/04,S,1
CMH,2016/01/04,B,17
CMH,2016/01/04,S,1
CML,2016/01/04,B,906
CML,2016/01/04,S,799
CND,2016/01/04,B,3
CND,2016/01/04,S,15
COH,2016/01/04,B,278
COH,2016/01/04,S,266
COM,2016/01/04,B,6
COM,2016/01/04,S,4
CPI,2016/01/04,B,1373
CPI,2016/01/04,S,1774
CPIP,2016/01/04,B,1
CPIP,2016/01/04,S,2
CRD,2016/01/04,B,10
CRD,2016/01/04,S,2
CRG,2016/01/04,B,1
CRP,2016/01/04,B,3
CRP,2016/01/04,S,2
CSB,2016/01/04,B,72
CSB,2016/01/04,S,113
CSG,2016/01/04,S,3
CTA,2016/01/04,B,5
CTA,2016/01/04,S,6
CTK,2016/01/04,B,8
CTK,2016/01/04,S,2
CTOP50,2016/01/04,B,2
CTOP50,2016/01/04,S,1
CVH,2016/01/04,B,15
CVH,2016/01/04,S,39
CZA,2016/01/04,S,1
DBAFRI,2016/01/04,B,1
DBCHIN,2016/01/04,B,4
DBEMER,2016/01/04,B,2
DBNPNE,2016/01/04,B,1
DBNPNE,2016/01/04,S,1
DBXEU,2016/01/04,B,46
DBXEU,2016/01/04,S,68
DBXJP,2016/01/04,B,21
DBXJP,2016/01/04,S,24
DBXUK,2016/01/04,B,20
DBXUK,2016/01/04,S,11
DBXUS,2016/01/04,B,101
DBXUS,2016/01/04,S,77
DBXWD,2016/01/04,B,67
DBXWD,2016/01/04,S,56
DCT,2016/01/04,B,1
DCT,2016/01/04,S,3
DIB,2016/01/04,S,4
DIVTRX,2016/01/04,B,3
DIVTRX,2016/01/04,S,2
DLA,2016/01/04,B,2
DLT,2016/01/04,B,66
DLT,2016/01/04,S,62
DRD,2016/01/04,B,83
DRD,2016/01/04,S,96
DST,2016/01/04,B,102
DST,2016/01/04,S,87
DSY,2016/01/04,B,1659
DSY,2016/01/04,S,1522
DTC,2016/01/04,B,160
DTC,2016/01/04,S,246
DYL,2016/01/04,S,1
ECS,2016/01/04,B,1
ECS,2016/01/04,S,4
EFG,2016/01/04,S,1
ELI,2016/01/04,B,3
ELI,2016/01/04,S,1
ELR,2016/01/04,B,2
ELR,2016/01/04,S,1
EMI,2016/01/04,B,46
EMI,2016/01/04,S,79
ENX,2016/01/04,B,1
ENX,2016/01/04,S,9
ENXPLD,2016/01/04,S,1
EOG,2016/01/04,B,1
EOH,2016/01/04,B,704
EOH,2016/01/04,S,802
EQS,2016/01/04,B,65
EQS,2016/01/04,S,155
ESPIB1,2016/01/04,S,1
ESR,2016/01/04,S,3
ETFGLD,2016/01/04,B,2
ETFPLD,2016/01/04,B,3
ETFPLT,2016/01/04,B,1
EXX,2016/01/04,B,343
EXX,2016/01/04,S,461
FBR,2016/01/04,B,312
FBR,2016/01/04,S,547
FDP,2016/01/04,B,3
FDP,2016/01/04,S,4
FFA,2016/01/04,B,921
FFA,2016/01/04,S,610
FFB,2016/01/04,B,673
FFB,2016/01/04,S,773
FGL,2016/01/04,B,2
FGL,2016/01/04,S,13
FNB,2016/01/04,S,1
FSR,2016/01/04,B,3352
FSR,2016/01/04,S,3823
FSRP,2016/01/04,B,2
FSRP,2016/01/04,S,1
FSRSBV,2016/01/04,B,1
FSRSBV,2016/01/04,S,2
FST,2016/01/04,S,1
FSY,2016/01/04,B,1
GDN,2016/01/04,B,23
GDN,2016/01/04,S,3
GFI,2016/01/04,B,1497
GFI,2016/01/04,S,841
GFISBO,2016/01/04,B,3
GGC,2016/01/04,B,1
GIVFIN,2016/01/04,B,2
GIVIND,2016/01/04,B,8
GIVISA,2016/01/04,B,8
GIVISA,2016/01/04,S,1
GIVRES,2016/01/04,S,2
GLD,2016/01/04,B,40
GLD,2016/01/04,S,36
GLN,2016/01/04,B,95
GLN,2016/01/04,S,77
GND,2016/01/04,B,231
GND,2016/01/04,S,320
GNDP,2016/01/04,B,3
GNDP,2016/01/04,S,11
GPL,2016/01/04,B,30
GPL,2016/01/04,S,9
GRF,2016/01/04,B,74
GRF,2016/01/04,S,35
GRT,2016/01/04,B,1379
GRT,2016/01/04,S,2003
HAR,2016/01/04,B,574
HAR,2016/01/04,S,431
HARSBB,2016/01/04,B,2
HARSBC,2016/01/04,B,1
HARSBC,2016/01/04,S,4
HARSTL,2016/01/04,B,1
HARSTL,2016/01/04,S,3
HCI,2016/01/04,B,15
HCI,2016/01/04,S,102
HDC,2016/01/04,B,13
HDC,2016/01/04,S,10
HLM,2016/01/04,B,9
HLM,2016/01/04,S,18
HPA,2016/01/04,S,24
HSP,2016/01/04,B,17
HSP,2016/01/04,S,11
HWN,2016/01/04,B,7
HWN,2016/01/04,S,3
HYP,2016/01/04,B,1381
HYP,2016/01/04,S,856
IAP,2016/01/04,B,10
IAP,2016/01/04,S,3
ILRP1,2016/01/04,B,2
ILU,2016/01/04,B,2
ILV,2016/01/04,B,58
ILV,2016/01/04,S,82
IMP,2016/01/04,B,1329
IMP,2016/01/04,S,762
IMPSBQ,2016/01/04,B,1
ING,2016/01/04,S,1
INL,2016/01/04,B,1207
INL,2016/01/04,S,1253
INLP,2016/01/04,B,9
INLP,2016/01/04,S,7
INP,2016/01/04,B,756
INP,2016/01/04,S,800
INPPR,2016/01/04,B,4
INPR,2016/01/04,B,2
INPR,2016/01/04,S,6
IPF,2016/01/04,B,7
IPF,2016/01/04,S,5
IPL,2016/01/04,B,759
IPL,2016/01/04,S,1046
ISB,2016/01/04,B,2
ISB,2016/01/04,S,1
ITE,2016/01/04,B,1
ITU,2016/01/04,B,304
ITU,2016/01/04,S,338
IVD,2016/01/04,S,1
IVT,2016/01/04,B,29
IVT,2016/01/04,S,30
IVTP,2016/01/04,B,2
JBL,2016/01/04,B,1
JSC,2016/01/04,S,1
JSE,2016/01/04,B,367
JSE,2016/01/04,S,333
KAP,2016/01/04,B,157
KAP,2016/01/04,S,229
KBO,2016/01/04,B,3
KBO,2016/01/04,S,1
KEH,2016/01/04,B,2
KEH,2016/01/04,S,2
KFS,2016/01/04,S,1
KIO,2016/01/04,B,265
KIO,2016/01/04,S,301
KIOSBF,2016/01/04,B,3
KIOSBG,2016/01/04,B,3
KIOSTJ,2016/01/04,S,1
KIOSTL,2016/01/04,S,2
KR,2016/01/04,B,5
KR,2016/01/04,S,1
KST,2016/01/04,B,11
KST,2016/01/04,S,15
LAB,2016/01/04,B,3
LBH,2016/01/04,B,950
LBH,2016/01/04,S,690
LBHP,2016/01/04,S,1
LDO,2016/01/04,S,2
LEW,2016/01/04,B,415
LEW,2016/01/04,S,550
LHC,2016/01/04,B,1032
LHC,2016/01/04,S,1116
LON,2016/01/04,B,62
LON,2016/01/04,S,80
LVLTRX,2016/01/04,B,2
MAPPSG,2016/01/04,B,3
MAPPSP,2016/01/04,B,3
MCI,2016/01/04,S,1
MDC,2016/01/04,B,1072
MDC,2016/01/04,S,1530
MDI,2016/01/04,B,2
MDI,2016/01/04,S,5
MEY,2016/01/04,B,1
MFI,2016/01/04,B,1
MFL,2016/01/04,B,20
MFL,2016/01/04,S,19
MIM,2016/01/04,S,1
MIX,2016/01/04,B,1
MIX,2016/01/04,S,1
MMG,2016/01/04,B,3
MMI,2016/01/04,B,1295
MMI,2016/01/04,S,968
MMP,2016/01/04,B,1
MND,2016/01/04,B,1193
MND,2016/01/04,S,1148
MNK,2016/01/04,B,2
MNP,2016/01/04,B,795
MNP,2016/01/04,S,670
MPT,2016/01/04,B,179
MPT,2016/01/04,S,122
MRF,2016/01/04,B,19
MRF,2016/01/04,S,10
MRP,2016/01/04,B,1852
MRP,2016/01/04,S,2685
MSM,2016/01/04,B,366
MSM,2016/01/04,S,324
MSP,2016/01/04,B,39
MSP,2016/01/04,S,12
MTA,2016/01/04,B,154
MTA,2016/01/04,S,135
MTN,2016/01/04,B,2918
MTN,2016/01/04,S,3302
MTNSBJ,2016/01/04,B,1
MTNSBM,2016/01/04,S,1
MTNZBE,2016/01/04,B,4
MTNZBE,2016/01/04,S,58
MUR,2016/01/04,B,62
MUR,2016/01/04,S,79
NBK,2016/01/04,S,1
NBKP,2016/01/04,B,3
NBKP,2016/01/04,S,3
NED,2016/01/04,B,1456
NED,2016/01/04,S,1223
NEP,2016/01/04,B,529
NEP,2016/01/04,S,757
NEWEUR,2016/01/04,B,2
NEWEUR,2016/01/04,S,1
NEWFSA,2016/01/04,B,2
NEWFSA,2016/01/04,S,1
NEWGBP,2016/01/04,B,2
NEWPLT,2016/01/04,B,2
NEWSLV,2016/01/04,B,4
NEWUSD,2016/01/04,B,4
NEWUSD,2016/01/04,S,4
NFEMOM,2016/01/04,B,5
NFGOVI,2016/01/04,B,8
NFGOVI,2016/01/04,S,2
NFILBI,2016/01/04,B,4
NFILBI,2016/01/04,S,1
NFSH40,2016/01/04,B,3
NFSH40,2016/01/04,S,4
NFSWIX,2016/01/04,B,2
NFSWIX,2016/01/04,S,2
NFTRCI,2016/01/04,B,35
NFTRCI,2016/01/04,S,2
NGNGLD,2016/01/04,S,1
NGNPLD,2016/01/04,S,1
NGNPLT,2016/01/04,S,1
NGPLD,2016/01/04,B,4
NGPLD,2016/01/04,S,1
NGPLT,2016/01/04,B,15
NGPLT,2016/01/04,S,13
NHM,2016/01/04,B,190
NHM,2016/01/04,S,455
NIV,2016/01/04,S,2
NPK,2016/01/04,B,670
NPK,2016/01/04,S,604
NPN,2016/01/04,B,4222
NPN,2016/01/04,S,4112
NPNSBF,2016/01/04,B,2
NPNSBF,2016/01/04,S,1
NPNSBT,2016/01/04,B,1
NPNSTJ,2016/01/04,S,2
NT1,2016/01/04,B,1
NT1,2016/01/04,S,12
NTC,2016/01/04,B,876
NTC,2016/01/04,S,1291
NTCP,2016/01/04,B,1
NTCP,2016/01/04,S,1
NVE,2016/01/04,B,1
NVE,2016/01/04,S,3
NWL,2016/01/04,B,1
NWL,2016/01/04,S,1
OCE,2016/01/04,B,91
OCE,2016/01/04,S,157
OCG,2016/01/04,S,1
OCT,2016/01/04,B,8
OCT,2016/01/04,S,15
OLG,2016/01/04,B,12
OLG,2016/01/04,S,9
OLM,2016/01/04,B,2
OLM,2016/01/04,S,1
OML,2016/01/04,B,1471
OML,2016/01/04,S,1624
OMLSBC,2016/01/04,B,5
OMLSBC,2016/01/04,S,7
OMN,2016/01/04,B,77
OMN,2016/01/04,S,66
ORL,2016/01/04,S,1
PAN,2016/01/04,B,20
PAN,2016/01/04,S,8
PCT,2016/01/04,B,9
PDN,2016/01/04,B,1
PET,2016/01/04,B,4
PET,2016/01/04,S,15
PFG,2016/01/04,B,660
PFG,2016/01/04,S,607
PGFP,2016/01/04,B,3
PGFP,2016/01/04,S,2
PGL,2016/01/04,B,3
PGL,2016/01/04,S,8
PGR,2016/01/04,B,301
PGR,2016/01/04,S,244
PHM,2016/01/04,B,5
PHM,2016/01/04,S,1
PIK,2016/01/04,B,735
PIK,2016/01/04,S,962
PIV,2016/01/04,B,52
PIV,2016/01/04,S,82
PNC,2016/01/04,B,29
PNC,2016/01/04,S,80
PPC,2016/01/04,B,310
PPC,2016/01/04,S,522
PPE,2016/01/04,B,3
PPE,2016/01/04,S,3
PPR,2016/01/04,S,2
PREFTX,2016/01/04,B,3
PREFTX,2016/01/04,S,3
PSG,2016/01/04,B,771
PSG,2016/01/04,S,840
PSV,2016/01/04,B,2
PSV,2016/01/04,S,1
PTXSPY,2016/01/04,B,3
PTXSPY,2016/01/04,S,2
PTXTEN,2016/01/04,B,3
PTXTEN,2016/01/04,S,6
PWK,2016/01/04,B,120
PWK,2016/01/04,S,63
QFH,2016/01/04,B,12
QFH,2016/01/04,S,4
RACP,2016/01/04,B,1
RBA,2016/01/04,B,1
RBA,2016/01/04,S,3
RBP,2016/01/04,B,15
RBP,2016/01/04,S,69
RBX,2016/01/04,B,111
RBX,2016/01/04,S,113
RCL,2016/01/04,B,5
RCL,2016/01/04,S,6
RDF,2016/01/04,B,952
RDF,2016/01/04,S,805
RDFSTF,2016/01/04,B,1
REB,2016/01/04,B,5
REB,2016/01/04,S,31
REI,2016/01/04,B,938
REI,2016/01/04,S,685
REM,2016/01/04,B,1098
REM,2016/01/04,S,1166
REMIHK,2016/01/04,B,1
REMIHK,2016/01/04,S,3
REN,2016/01/04,B,4
RES,2016/01/04,B,682
RES,2016/01/04,S,827
RFG,2016/01/04,B,13
RFG,2016/01/04,S,23
RLF,2016/01/04,B,6
RLF,2016/01/04,S,10
RLO,2016/01/04,B,160
RLO,2016/01/04,S,201
RMBINF,2016/01/04,B,4
RMBINF,2016/01/04,S,2
RMBMID,2016/01/04,B,5
RMBMID,2016/01/04,S,5
RMBT40,2016/01/04,B,8
RMBT40,2016/01/04,S,6
RMH,2016/01/04,B,1576
RMH,2016/01/04,S,1443
RMI,2016/01/04,B,1557
RMI,2016/01/04,S,1184
ROC,2016/01/04,B,63
ROC,2016/01/04,S,98
RPL,2016/01/04,B,110
RPL,2016/01/04,S,162
S32,2016/01/04,B,21
S32,2016/01/04,S,51
SAB,2016/01/04,B,955
SAB,2016/01/04,S,888
SAC,2016/01/04,B,202
SAC,2016/01/04,S,137
SAP,2016/01/04,B,1088
SAP,2016/01/04,S,1060
SAR,2016/01/04,B,1
SAR,2016/01/04,S,12
SBACI,2016/01/04,B,2
SBACOP,2016/01/04,B,2
SBACRN,2016/01/04,B,2
SBAEI,2016/01/04,B,2
SBAEI,2016/01/04,S,3
SBAG1,2016/01/04,B,2
SBAOIL,2016/01/04,B,3
SBAOIL,2016/01/04,S,1
SBAPD1,2016/01/04,B,2
SBAPL1,2016/01/04,B,2
SBAS1,2016/01/04,B,7
SBAWHT,2016/01/04,B,2
SBK,2016/01/04,B,2827
SBK,2016/01/04,S,3003
SBKP,2016/01/04,S,1
SBPP,2016/01/04,B,23
SBPP,2016/01/04,S,4
SCD,2016/01/04,B,5
SCD,2016/01/04,S,21
SCL,2016/01/04,B,14
SCL,2016/01/04,S,12
SCP,2016/01/04,B,32
SCP,2016/01/04,S,55
SEP,2016/01/04,B,6
SEP,2016/01/04,S,16
SFNP,2016/01/04,S,1
SGL,2016/01/04,B,1055
SGL,2016/01/04,S,785
SGLSBC,2016/01/04,B,1
SGLSBP,2016/01/04,B,1
SHFF,2016/01/04,B,2
SHFF,2016/01/04,S,2
SHFSBE,2016/01/04,B,4
SHP,2016/01/04,B,1897
SHP,2016/01/04,S,1764
SLA,2016/01/04,S,1
SLM,2016/01/04,B,2567
SLM,2016/01/04,S,2176
SMM,2016/01/04,B,1
SNB,2016/01/04,S,1
SNH,2016/01/04,B,2504
SNH,2016/01/04,S,1730
SNM,2016/01/04,S,1
SNT,2016/01/04,B,233
SNT,2016/01/04,S,268
SNU,2016/01/04,B,6
SNV,2016/01/04,B,28
SNV,2016/01/04,S,34
SOL,2016/01/04,B,3298
SOL,2016/01/04,S,2530
SOLBE1,2016/01/04,S,2
SOLIHM,2016/01/04,S,1
SOLSBD,2016/01/04,B,4
SOLSBD,2016/01/04,S,1
SOLSBE,2016/01/04,B,2
SOLSBQ,2016/01/04,B,1
SOLSBQ,2016/01/04,S,1
SOLSTL,2016/01/04,S,1
SOV,2016/01/04,B,15
SOV,2016/01/04,S,3
SPG,2016/01/04,B,451
SPG,2016/01/04,S,389
SPP,2016/01/04,B,1120
SPP,2016/01/04,S,777
SRE,2016/01/04,B,21
SRE,2016/01/04,S,10
SRH,2016/01/04,S,1
SSK,2016/01/04,S,5
SSS,2016/01/04,B,6
SSS,2016/01/04,S,6
STAN40,2016/01/04,B,2
STAN40,2016/01/04,S,2
STANSX,2016/01/04,B,3
STP,2016/01/04,B,67
STP,2016/01/04,S,13
STPROP,2016/01/04,B,5
STPROP,2016/01/04,S,2
STX40,2016/01/04,B,33
STX40,2016/01/04,S,46
STXDIV,2016/01/04,B,11
STXDIV,2016/01/04,S,9
STXFIN,2016/01/04,B,11
STXFIN,2016/01/04,S,9
STXIND,2016/01/04,B,14
STXIND,2016/01/04,S,15
STXRAF,2016/01/04,B,3
STXRAF,2016/01/04,S,8
STXRES,2016/01/04,B,3
STXRES,2016/01/04,S,3
STXSWX,2016/01/04,B,6
STXSWX,2016/01/04,S,5
SUI,2016/01/04,B,284
SUI,2016/01/04,S,348
SUR,2016/01/04,B,17
SUR,2016/01/04,S,26
SVB,2016/01/04,S,1
SVN,2016/01/04,S,1
SWXTRI,2016/01/04,B,2
SYG,2016/01/04,B,1
SYG,2016/01/04,S,7
TAS,2016/01/04,B,19
TAS,2016/01/04,S,15
TAW,2016/01/04,B,2
TAW,2016/01/04,S,1
TBG,2016/01/04,B,2
TBG,2016/01/04,S,2
TBS,2016/01/04,B,1418
TBS,2016/01/04,S,1487
TBSIHA,2016/01/04,S,1
TCP,2016/01/04,B,18
TCP,2016/01/04,S,14
TDH,2016/01/04,B,5
TDH,2016/01/04,S,8
TEX,2016/01/04,B,18
TEX,2016/01/04,S,4
TFG,2016/01/04,B,944
TFG,2016/01/04,S,771
THA,2016/01/04,S,1
TKG,2016/01/04,B,825
TKG,2016/01/04,S,681
TMT,2016/01/04,B,3
TMT,2016/01/04,S,2
TON,2016/01/04,B,272
TON,2016/01/04,S,214
TOPDWF,2016/01/04,B,1
TOPDWG,2016/01/04,B,62
TOPDWG,2016/01/04,S,28
TOPDWW,2016/01/04,B,32
TOPDWW,2016/01/04,S,34
TOPDWX,2016/01/04,S,2
TOPSBE,2016/01/04,B,3
TOPSBF,2016/01/04,B,3
TOPSBF,2016/01/04,S,4
TOPSBT,2016/01/04,B,1
TOPSBX,2016/01/04,B,9
TOPSBX,2016/01/04,S,4
TOPSBY,2016/01/04,B,3
TOPSBY,2016/01/04,S,1
TOPTRI,2016/01/04,B,2
TOR,2016/01/04,B,2
TPC,2016/01/04,S,1
TRE,2016/01/04,B,22
TRE,2016/01/04,S,64
TRL,2016/01/04,S,2
TRU,2016/01/04,B,1191
TRU,2016/01/04,S,1370
TRVP,2016/01/04,B,1
TRW,2016/01/04,S,1
TSH,2016/01/04,B,824
TSH,2016/01/04,S,410
TSX,2016/01/04,B,2
TSX,2016/01/04,S,3
TTO,2016/01/04,B,9
TTO,2016/01/04,S,11
TUC,2016/01/04,S,1
TWR,2016/01/04,S,1
VKE,2016/01/04,B,338
VKE,2016/01/04,S,675
VKN,2016/01/04,S,1
VLE,2016/01/04,B,3
VOD,2016/01/04,B,1370
VOD,2016/01/04,S,1533
WBO,2016/01/04,B,418
WBO,2016/01/04,S,244
WEZ,2016/01/04,B,9
WEZ,2016/01/04,S,10
WHL,2016/01/04,B,1741
WHL,2016/01/04,S,1464
WHLSBA,2016/01/04,B,1
WNH,2016/01/04,S,1
WSL,2016/01/04,B,1
WSL,2016/01/04,S,1
YRK,2016/01/04,B,5
YRK,2016/01/04,S,3
ZED,2016/01/04,B,47
ZED,2016/01/04,S,142
ZPLP,2016/01/04,B,2
ZPLP,2016/01/04,S,1
ABSP,2016/01/05,S,8
ACG,2016/01/05,B,18
ACG,2016/01/05,S,12
ACL,2016/01/05,B,186
ACL,2016/01/05,S,201
ACT,2016/01/05,B,19
ACT,2016/01/05,S,5
ADE,2016/01/05,S,13
ADEO,2016/01/05,S,13
ADH,2016/01/05,B,58
ADH,2016/01/05,S,113
ADI,2016/01/05,B,39
ADI,2016/01/05,S,24
ADR,2016/01/05,B,14
ADR,2016/01/05,S,25
ADW,2016/01/05,B,3
ADW,2016/01/05,S,4
AEE,2016/01/05,B,1
AEE,2016/01/05,S,3
AEG,2016/01/05,B,84
AEG,2016/01/05,S,94
AEL,2016/01/05,B,1
AEL,2016/01/05,S,1
AEN,2016/01/05,S,3
AER,2016/01/05,B,1
AFE,2016/01/05,B,175
AFE,2016/01/05,S,188
AFEP,2016/01/05,B,1
AFH,2016/01/05,B,104
AFH,2016/01/05,S,115
AFT,2016/01/05,B,18
AFT,2016/01/05,S,18
AFX,2016/01/05,B,2
AFX,2016/01/05,S,3
AGL,2016/01/05,B,1534
AGL,2016/01/05,S,1455
AGLSTL,2016/01/05,B,1
AGLSTL,2016/01/05,S,2
AHL,2016/01/05,S,1
AIA,2016/01/05,B,1
AIP,2016/01/05,B,61
AIP,2016/01/05,S,73
ALH,2016/01/05,B,1
ALH,2016/01/05,S,1
AMS,2016/01/05,B,1480
AMS,2016/01/05,S,1469
AMSSBC,2016/01/05,B,5
ANG,2016/01/05,B,1020
ANG,2016/01/05,S,1224
ANGSBG,2016/01/05,B,1
ANGSBG,2016/01/05,S,3
ANGSBH,2016/01/05,B,1
ANGSBU,2016/01/05,B,1
ANGSBU,2016/01/05,S,2
ANGSTL,2016/01/05,B,1
ANM,2016/01/05,B,1
ANM,2016/01/05,S,1
ANS,2016/01/05,B,1
AOX,2016/01/05,S,1
APF,2016/01/05,B,3
APF,2016/01/05,S,7
APN,2016/01/05,B,2514
APN,2016/01/05,S,2419
APNSBD,2016/01/05,S,1
AQP,2016/01/05,B,67
AQP,2016/01/05,S,96
ARA,2016/01/05,B,73
ARA,2016/01/05,S,34
ARH,2016/01/05,B,1
ARH,2016/01/05,S,1
ARI,2016/01/05,B,326
ARI,2016/01/05,S,365
ARL,2016/01/05,B,290
ARL,2016/01/05,S,458
ART,2016/01/05,S,1
ASC,2016/01/05,B,36
ASC,2016/01/05,S,51
ASR,2016/01/05,B,69
ASR,2016/01/05,S,141
ATT,2016/01/05,B,260
ATT,2016/01/05,S,138
AVI,2016/01/05,B,488
AVI,2016/01/05,S,506
AVL,2016/01/05,B,1
AVL,2016/01/05,S,3
AWA,2016/01/05,B,2
AWA,2016/01/05,S,12
AWB,2016/01/05,B,6
AWB,2016/01/05,S,7
B2G,2016/01/05,B,2
BAT,2016/01/05,B,1967
BAT,2016/01/05,S,2462
BATP,2016/01/05,B,2
BATP,2016/01/05,S,6
BAU,2016/01/05,S,1
BAW,2016/01/05,B,1665
BAW,2016/01/05,S,672
BBET40,2016/01/05,B,3
BBET40,2016/01/05,S,5
BCF,2016/01/05,B,4
BCF,2016/01/05,S,4
BEG,2016/01/05,B,2
BEG,2016/01/05,S,4
BEL,2016/01/05,S,1
BGA,2016/01/05,B,1582
BGA,2016/01/05,S,1911
BGREEN,2016/01/05,B,2
BIL,2016/01/05,B,1580
BIL,2016/01/05,S,1359
BILNIL,2016/01/05,S,2
BLU,2016/01/05,B,164
BLU,2016/01/05,S,179
BMN,2016/01/05,S,1
BNPUSA,2016/01/05,S,1
BNPWOR,2016/01/05,B,1
BSR,2016/01/05,B,4
BSS,2016/01/05,B,10
BSS,2016/01/05,S,3
BTI,2016/01/05,B,1473
BTI,2016/01/05,S,1006
BVT,2016/01/05,B,2654
BVT,2016/01/05,S,1886
BVTIHB,2016/01/05,S,1
BVTNIK,2016/01/05,B,1
BWL,2016/01/05,S,1
BWN,2016/01/05,B,2
BWN,2016/01/05,S,8
CAT,2016/01/05,B,20
CAT,2016/01/05,S,22
CCO,2016/01/05,B,776
CCO,2016/01/05,S,737
CFR,2016/01/05,B,1462
CFR,2016/01/05,S,1353
CGR,2016/01/05,B,25
CGR,2016/01/05,S,12
CHP,2016/01/05,B,11
CHP,2016/01/05,S,22
CIL,2016/01/05,B,46
CIL,2016/01/05,S,70
CKS,2016/01/05,B,2
CKS,2016/01/05,S,3
CLH,2016/01/05,B,106
